id	overall_score	Ideas	Organization	Style	Conventions	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
18664	19	2	3	3	2	310	19	16.31578947368421	7.31	57.69	0.028	23.53	0.09032258064516129	27	0.33548387096774196	0.02903225806451613	0.0032258064516129032	0.0064516129032258064	0.0064516129032258064	0.0	0.0	0.0	0.0032258064516129032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032258064516129032	0.0064516129032258064	0.0032258064516129032	0.0	15.1	333	0.07	8	1122	1.3	81.53	5.6	6.37	7.41	5.625	6.98	6.7	150	149	148	260	259	258	106	161	0.6584	99	44	0.4444	0.6552	0.08846	0.06154	0.14
18666	14	1	2	2	2	259	19	13.631578947368421	9.41	56.44	0.0374	15.97	0.36293436293436293	24	0.28957528957528955	0.019305019305019305	0.011583011583011582	0.015444015444015444	0.003861003861003861	0.003861003861003861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003861003861003861	0.0	28.9	357	0.03	12	914	1.8	25.22	16.9	7.9	8.35	8.0	12.75	14.3	114	113	112	202	201	200	75	107	0.7009	95	39	0.4105	0.8	0.05941	0.0297	0.35
18667	21	2	3	3	3	245	18	13.61111111111111	9.23	56.41	0.0187	15.97	0.024489795918367346	20	0.3142857142857143	0.04081632653061224	0.004081632653061225	0.0163265306122449	0.0	0.00816326530612245	0.004081632653061225	0.0	0.0	0.004081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3	261	0.05	8	898	1.4	68.81	8.5	8.12	7.21	6.125	8.96	10.1	110	109	108	195	194	193	78	121	0.6446	74	32	0.4324	0.2105	0.09744	0.03077	0.16
18668	20	3	3	2	3	344	24	14.333333333333334	8.14	49.83	0.0561	20.17	0.040697674418604654	33	0.3226744186046512	0.03197674418604651	0.005813953488372093	0.0	0.0029069767441860465	0.0	0.0	0.0	0.0	0.0029069767441860465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029069767441860465	0.0	0.0	0.0	14.0	387	0.07	13	1326	1.3	82.65	5.2	7.3	7.02	7.666666666666666	6.55	6.8	147	146	145	295	294	293	97	165	0.5879	130	50	0.3846	0.4872	0.10169	0.04068	0.77
18669	16	2	2	2	2	118	7	16.857142857142858	6.48	48.15	0.028	12.61	0.0847457627118644	7	0.3728813559322034	0.00847457627118644	0.00847457627118644	0.00847457627118644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3	133	0.03	5	387	1.3	61.03	13.5	3.73	6.58	18.333333333333332	14.5	13.4	52	51	50	108	107	106	23	49	0.4694	59	29	0.4915	1.0	0.08333	0.02778	3.0
18670	13	1	2	2	2	112	6	18.666666666666668	6.06	56.57	0.028	7.56	0.026785714285714284	8	0.4017857142857143	0.026785714285714284	0.008928571428571428	0.008928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008928571428571428	0.0	19.8	124	0.05	1	428	1.3	76.76	7.5	7.02	7.17	10.1	8.32	8.8	56	55	54	99	98	97	29	47	0.617	52	27	0.5192	0.75	0.07071	0.0202	4.5
18671	20	3	3	3	3	206	7	29.428571428571427	3.91	58.1	0.0093	17.65	0.06310679611650485	16	0.38349514563106796	0.024271844660194174	0.0048543689320388345	0.0048543689320388345	0.0048543689320388345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048543689320388345	0.0	0.0	25.4	245	0.04	13	745	1.4	62.61	10.8	6.33	7.65	11.8	11.51	11.0	104	103	102	179	178	177	70	106	0.6604	73	34	0.4658	0.5238	0.10615	0.03911	0.29
18672	17	3	2	2	2	284	10	28.4	4.07	52.03	0.0467	13.45	0.02464788732394366	18	0.3873239436619718	0.014084507042253521	0.0035211267605633804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035211267605633804	0.0	30.8	316	0.03	5	990	1.3	65.59	11.8	5.76	6.9	12.75	12.65	12.9	128	127	126	246	245	244	89	152	0.5855	94	39	0.4149	0.2727	0.06911	0.04472	0.43
18674	18	2	2	2	3	160	10	16.0	7.94	60.32	0.0	10.08	0.05625	14	0.36875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	18.0	161	0.06	3	550	1.3	78.59	6.8	6.2	7.41	10.6	8.15	8.2	76	75	74	126	125	124	45	75	0.6	51	31	0.6078	0.3636	0.07937	0.03968	0.27
18675	14	2	2	2	2	356	28	12.714285714285714	9.72	54.17	0.0187	26.89	0.09831460674157304	24	0.32865168539325845	0.03089887640449438	0.0028089887640449437	0.0	0.008426966292134831	0.0028089887640449437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056179775280898875	0.0	0.0	0.0	0.0	0.0028089887640449437	0.0	0.0056179775280898875	0.0	18.0	374	0.06	9	1205	1.3	78.59	6.8	5.33	6.94	7.0	8.31	7.3	156	155	154	288	287	286	105	151	0.6954	137	51	0.3723	0.7391	0.07292	0.03819	0.91
18676	24	3	3	3	3	279	20	13.95	8.2	49.59	0.0187	21.85	0.035842293906810034	14	0.32616487455197135	0.010752688172043012	0.0	0.0	0.007168458781362007	0.0	0.0	0.0035842293906810036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035842293906810036	0.0	14.2	291	0.07	8	919	1.2	90.9	4.1	3.24	6.1	4.888888888888889	6.34	3.6	121	120	119	244	243	242	76	133	0.5714	111	45	0.4054	0.6667	0.10656	0.03689	0.43
18677	17	2	3	2	2	225	8	28.125	3.81	43.33	0.028	11.76	0.09777777777777778	17	0.3111111111111111	0.02666666666666667	0.008888888888888889	0.0044444444444444444	0.0044444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044444444444444444	0.0044444444444444444	0.0044444444444444444	52.5	248	0.02	6	751	1.2	52.03	19.0	3.91	8.35	27.0	21.57	21.7	91	90	89	210	209	208	58	86	0.6744	124	33	0.2661	1.0	0.11429	0.09524	3.0
18678	11	1	1	2	2	197	7	28.142857142857142	3.93	50.0	0.0374	16.81	0.07614213197969544	16	0.3401015228426396	0.025380710659898477	0.015228426395939087	0.0	0.0	0.0	0.005076142131979695	0.0	0.0	0.0	0.005076142131979695	0.0	0.0	0.0	0.005076142131979695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4	234	0.04	7	774	1.3	71.07	9.7	7.61	7.03	13.5	11.06	11.8	89	88	87	178	177	176	57	86	0.6628	92	32	0.3478	0.3846	0.09551	0.03933	0.46
18680	8	0	1	2	2	49	6	8.166666666666666	14.29	73.81	0.0	4.2	0.02040816326530612	5	0.46938775510204084	0.061224489795918366	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4	55	0.12	0	182	1.3	88.33	3.0	4.83	5.93	3.2	3.36	3.2	31	30	29	42	41	40	17	24	0.7083	18	14	0.7778	1.0	0.07143	0.0	0.5
18681	23	3	3	3	3	231	17	13.588235294117647	8.54	45.73	0.0187	20.17	0.06926406926406926	15	0.2943722943722944	0.021645021645021644	0.0	0.004329004329004329	0.008658008658008658	0.004329004329004329	0.004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	253	0.09	10	782	1.3	85.08	4.3	3.58	6.22	5.111111111111111	5.86	3.1	91	90	89	199	198	197	62	120	0.5167	79	29	0.3671	0.2222	0.0603	0.01508	0.19
18682	22	3	3	3	2	432	23	18.782608695652176	6.42	50.0	0.0374	17.65	0.09490740740740741	41	0.2986111111111111	0.016203703703703703	0.004629629629629629	0.0	0.004629629629629629	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0023148148148148147	0.0	21.7	494	0.05	22	1632	1.4	66.37	9.4	8.59	7.44	9.0	10.06	11.6	179	178	177	358	357	356	124	232	0.5345	126	55	0.4365	0.4028	0.06145	0.02793	0.07
18683	15	2	2	2	3	130	8	16.25	7.02	67.54	0.0467	10.08	0.05384615384615385	12	0.47692307692307695	0.015384615384615385	0.007692307692307693	0.007692307692307693	0.015384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007692307692307693	0.0	14.1	135	0.07	0	476	1.2	91.0	4.1	5.62	7.27	6.142857142857143	5.64	5.5	77	76	75	114	113	112	46	65	0.7077	49	31	0.6327	0.6429	0.05263	0.02632	0.71
18684	17	2	3	2	2	131	7	18.714285714285715	5.79	51.24	0.028	11.76	0.061068702290076333	7	0.3893129770992366	0.007633587786259542	0.0	0.007633587786259542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007633587786259542	0.0	40.3	140	0.02	2	404	1.2	64.41	14.3	2.52	7.2	7.666666666666666	16.45	14.5	62	61	60	121	120	119	36	61	0.5902	60	26	0.4333	1.0	0.10744	0.01653	0.0
18685	20	3	3	3	3	166	13	12.76923076923077	8.78	49.32	0.0374	16.81	0.024096385542168676	13	0.3614457831325301	0.012048192771084338	0.006024096385542169	0.006024096385542169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	178	0.09	6	554	1.2	93.74	3.0	2.53	6.34	4.5	5.37	1.9	73	72	71	148	147	146	50	86	0.5814	62	23	0.371	1.0	0.08108	0.04054	0.38
18686	18	2	2	2	3	275	22	12.5	9.21	46.86	0.028	21.01	0.08363636363636363	19	0.32	0.014545454545454545	0.0	0.01090909090909091	0.0	0.0	0.0	0.0036363636363636364	0.0	0.007272727272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2	296	0.09	11	1025	1.3	85.49	4.1	5.9	6.27	4.4	4.82	4.7	112	111	110	239	238	237	74	134	0.5522	105	38	0.3619	0.5	0.07531	0.02929	1.38
18688	8	1	1	1	1	74	3	24.666666666666668	4.29	67.14	0.0187	10.08	0.08108108108108109	4	0.4864864864864865	0.013513513513513514	0.0	0.013513513513513514	0.0	0.0	0.0	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.3	80	0.04	1	245	1.1	90.13	6.5	2.97	7.27	12.0	9.89	6.7	47	46	45	70	69	68	26	34	0.7647	36	21	0.5833	1.0	0.08571	0.0	2.0
18689	8	0	1	1	2	113	8	14.125	8.08	62.63	0.0093	20.17	0.017699115044247787	11	0.39823008849557523	0.035398230088495575	0.04424778761061947	0.008849557522123894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	129	0.08	6	437	1.3	84.27	4.6	6.6	6.8	5.9375	6.17	5.5	62	61	60	99	98	97	33	48	0.6875	51	29	0.5686	0.8	0.09091	0.0101	0.4
18690	11	0	2	2	3	129	8	16.125	6.61	49.59	0.0374	10.92	0.031007751937984496	7	0.35658914728682173	0.015503875968992248	0.007751937984496124	0.007751937984496124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007751937984496124	0.0	0.0	14.5	167	0.07	9	533	1.4	73.68	6.6	8.11	5.58	7.142857142857142	6.49	7.4	60	59	58	121	120	119	35	64	0.5469	57	25	0.4386	1.0	0.04132	0.00826	1.0
18691	22	3	3	3	3	317	27	11.74074074074074	9.64	42.5	0.0093	24.37	0.03785488958990536	14	0.2996845425867508	0.015772870662460567	0.006309148264984227	0.006309148264984227	0.0031545741324921135	0.0031545741324921135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031545741324921135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031545741324921135	10.4	333	0.1	10	1033	1.2	94.76	2.6	1.89	5.62	4.5	4.87	1.1	119	118	117	280	279	278	71	144	0.4931	136	48	0.3529	0.9	0.04643	0.01786	1.2
18693	12	1	1	2	2	140	8	17.5	6.25	58.59	0.028	14.29	0.05714285714285714	7	0.4642857142857143	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.3	157	0.05	3	474	1.2	86.74	5.7	3.66	6.39	7.666666666666666	8.26	5.1	75	74	73	128	127	126	44	65	0.6769	63	31	0.4921	1.0	0.07812	0.03906	0.22
18694	20	3	3	3	3	348	19	18.31578947368421	6.88	52.54	0.0093	18.49	0.08045977011494253	30	0.2959770114942529	0.022988505747126436	0.0028735632183908046	0.005747126436781609	0.0028735632183908046	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028735632183908046	0.0	0.0	0.0	20.2	333	0.05	11	1173	1.3	76.35	7.6	6.96	7.88	10.6	8.54	9.7	145	144	143	276	275	274	102	175	0.5829	101	43	0.4257	0.4906	0.0471	0.05797	0.28
18695	17	2	2	2	3	190	7	27.142857142857142	4.05	53.18	0.0093	16.81	0.015789473684210527	17	0.3736842105263158	0.042105263157894736	0.0	0.005263157894736842	0.005263157894736842	0.005263157894736842	0.0	0.005263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	220	0.04	8	674	1.3	72.5	9.1	5.52	6.71	13.0	11.27	9.5	92	91	90	173	172	171	54	84	0.6429	89	38	0.427	1.0	0.0289	0.04624	3.0
18696	20	2	3	3	3	278	19	14.631578947368421	9.69	57.14	0.0093	16.81	0.025179856115107913	27	0.2841726618705036	0.01079136690647482	0.0	0.0035971223021582736	0.007194244604316547	0.0035971223021582736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971223021582736	92.5	255	0.01	5	943	1.4	-5.5	37.0	10.58	11.72	52.0	37.65	48.8	112	111	110	196	195	194	67	116	0.5776	80	45	0.5625	0.4286	0.05612	0.03571	0.12
18697	20	3	3	3	3	285	10	28.5	3.86	48.26	0.0374	17.65	0.0912280701754386	22	0.3333333333333333	0.017543859649122806	0.0	0.0	0.0	0.0	0.0035087719298245615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035087719298245615	0.0	0.007017543859649123	0.0	25.6	316	0.04	5	1036	1.2	79.33	8.6	5.93	7.37	7.666666666666666	10.71	10.4	125	124	123	259	258	257	82	145	0.5655	114	43	0.3772	0.7826	0.04633	0.05792	0.3
18698	13	1	1	2	3	176	9	19.555555555555557	5.49	53.66	0.028	13.45	0.056818181818181816	8	0.3806818181818182	0.011363636363636364	0.0	0.0	0.005681818181818182	0.0	0.005681818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	18.2	193	0.05	4	661	1.2	86.84	5.7	5.69	6.37	6.285714285714286	7.77	6.7	88	87	86	164	163	162	51	87	0.5862	77	37	0.4805	0.8571	0.08537	0.04268	0.86
18700	14	1	2	2	2	99	5	19.8	5.62	64.04	0.0093	7.56	0.020202020202020204	6	0.43434343434343436	0.010101010101010102	0.0	0.0	0.0	0.010101010101010102	0.0	0.010101010101010102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4	102	0.06	5	322	1.2	87.65	5.4	3.07	6.68	8.7	8.34	4.7	57	56	55	89	88	87	32	42	0.7619	47	25	0.5319	0.8333	0.1236	0.04494	0.25
18701	24	3	3	3	3	240	20	12.0	10.2	56.63	0.0374	17.65	0.05	23	0.31666666666666665	0.020833333333333332	0.016666666666666666	0.0125	0.004166666666666667	0.004166666666666667	0.0	0.0	0.0	0.004166666666666667	0.0	0.004166666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4	244	0.07	6	831	1.3	83.25	5.0	6.37	7.41	5.625	5.57	6.1	111	110	109	196	195	194	77	131	0.5878	65	34	0.5231	0.5357	0.10204	0.0051	0.07
18702	23	3	3	3	3	273	19	14.368421052631579	8.26	58.7	0.028	22.69	0.07692307692307693	23	0.3882783882783883	0.007326007326007326	0.01098901098901099	0.007326007326007326	0.0	0.007326007326007326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.9	277	0.06	8	956	1.2	89.18	4.8	6.15	7.63	6.285714285714286	7.26	6.8	135	134	133	230	229	228	91	141	0.6454	89	44	0.4944	0.7222	0.10435	0.02174	0.28
18703	14	2	2	2	2	175	15	11.666666666666666	9.87	48.68	0.0187	14.29	0.03428571428571429	7	0.37142857142857144	0.011428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005714285714285714	0.0	0.0	16.8	174	0.06	3	543	1.2	88.26	5.1	2.38	5.72	17.333333333333332	7.25	3.9	74	73	72	152	151	150	37	72	0.5139	80	37	0.4625	1.0	0.09868	0.01974	0.75
18704	16	2	2	2	2	148	14	10.571428571428571	11.38	54.47	0.0187	12.61	0.05405405405405406	14	0.3108108108108108	0.02027027027027027	0.0	0.0	0.006756756756756757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	159	0.11	8	500	1.4	79.36	4.4	4.49	7.07	4.2727272727272725	4.25	3.3	67	66	65	123	122	121	40	72	0.5556	51	27	0.5294	0.6316	0.05691	0.03252	0.32
18705	20	3	3	2	3	246	12	20.5	5.45	48.64	0.028	15.13	0.028455284552845527	17	0.34146341463414637	0.024390243902439025	0.0	0.0040650406504065045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.4	265	0.04	5	850	1.2	80.55	8.1	4.77	6.86	10.6	10.31	9.0	107	106	105	220	219	218	71	123	0.5772	97	36	0.3711	0.5556	0.09545	0.05455	0.11
18706	8	1	1	1	1	238	8	29.75	3.74	46.26	0.028	15.13	0.10084033613445378	17	0.3403361344537815	0.029411764705882353	0.008403361344537815	0.004201680672268907	0.0	0.0	0.004201680672268907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004201680672268907	35.7	275	0.03	10	841	1.3	60.62	13.7	5.41	7.47	13.25	15.4	14.9	99	98	97	214	213	212	59	94	0.6277	120	40	0.3333	0.9	0.0514	0.0514	1.3
18707	20	3	3	3	3	214	5	42.8	2.54	49.75	0.0187	18.49	0.07476635514018691	17	0.34579439252336447	0.02336448598130841	0.004672897196261682	0.004672897196261682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.6	247	0.03	13	792	1.3	57.68	14.8	6.63	8.09	14.0	16.27	17.2	98	97	96	197	196	195	59	105	0.5619	92	39	0.4239	0.7333	0.06599	0.04569	0.33
18708	18	2	2	2	3	196	15	13.066666666666666	8.72	58.14	0.0187	15.13	0.04081632653061224	12	0.3979591836734694	0.0	0.0	0.00510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	204	0.09	5	688	1.2	93.64	3.1	3.92	6.23	5.625	5.07	3.1	100	99	98	172	171	170	57	94	0.6064	78	43	0.5513	0.4286	0.09302	0.02907	0.14
18709	19	3	2	3	3	415	32	12.96875	9.7	45.76	0.0187	26.05	0.021686746987951807	28	0.28433734939759037	0.014457831325301205	0.0	0.007228915662650603	0.004819277108433735	0.0	0.0024096385542168677	0.0024096385542168677	0.0	0.0	0.0	0.0	0.0024096385542168677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024096385542168677	0.0	0.0	0.0	20.4	417	0.05	6	1351	1.3	76.15	7.7	5.17	6.63	6.142857142857143	8.65	8.3	151	150	149	330	329	328	105	195	0.5385	135	46	0.3407	0.3091	0.08788	0.05455	0.22
18710	13	2	2	2	2	91	4	22.75	4.6	59.77	0.0093	11.76	0.02197802197802198	3	0.5274725274725275	0.02197802197802198	0.0	0.01098901098901099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	106	0.05	4	314	1.2	83.19	7.1	3.37	5.63	11.875	8.72	6.4	52	51	50	87	86	85	22	36	0.6111	51	30	0.5882	1.0	0.12644	0.03448	1.0
18711	10	1	2	2	1	98	4	24.5	4.44	52.22	0.028	10.08	0.04081632653061224	5	0.41836734693877553	0.030612244897959183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.5	110	0.05	3	329	1.3	75.03	8.1	4.24	6.72	11.5	8.6	7.4	47	46	45	90	89	88	24	43	0.5581	47	23	0.4894	1.0	0.11111	0.02222	0.5
18712	14	2	2	2	2	297	11	27.0	3.85	38.46	0.0187	17.65	0.09764309764309764	7	0.3164983164983165	0.006734006734006734	0.0	0.006734006734006734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	321	0.04	4	986	1.1	87.39	7.5	2.79	6.2	10.2	10.68	7.8	110	109	108	286	285	284	65	142	0.4577	144	45	0.3125	0.4	0.03846	0.06294	3.0
18713	12	0	2	2	2	156	8	19.5	5.76	54.68	0.0093	10.08	0.038461538461538464	11	0.3717948717948718	0.03205128205128205	0.02564102564102564	0.00641025641025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.3	178	0.06	8	573	1.3	79.3	6.5	5.68	6.78	11.0	8.66	6.7	76	75	74	139	138	137	52	79	0.6582	60	24	0.4	0.875	0.05036	0.02878	0.25
