id	overall_score	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
1454	11	583	35	16.65714285714286	6.97	0.0748	40.34	0.030874785591766724	90	0.2915951972555746	0.024792183170482717	0.07204116638078903	0.006593406593406593	0.017152658662092625	0.0017006802721088435	0.003430531732418525	0.00041109969167523125	0.008576329331046312	0.0011641443538998836	0.0017152658662092624	0.00024378352023403217	0.0	0.0	0.0017152658662092624	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0017152658662092624	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005145797598627788	0.0004963600264725347	0.003430531732418525	0.0017406440382941688	54.78	0.55	275	57.27	8.8	11.1	9.5	10.37	7.375	8.2	9.0	4.3925918367346934	36.56	2.8	5.2050448979591835	322	68	2387	2489	35	490	772	14.0	0.07	1.6	275	274	273	502	501	500	218	304	0.7171	198	57	0.2879	71	49	0.6901	1	0.07769	39	3	15	0.02988	3	10	0.01992	0.14
1455	8	376	25	15.04	7.51	0.028	29.41	0.02127659574468085	20	0.300531914893617	0.016479509989791453	0.015957446808510637	0.0009419152276295133	0.007978723404255319	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026595744680851063	0.00016545334215751158	0.0	0.0	42.94	0.43	143	83.46	4.9	9.9	5.5	6.02	5.0	5.83	6.0	3.2173563525835864	20.87	1.5	2.6916133981762917	264	35	1373	1421	25	329	437	13.2	0.08	1.3	143	142	141	333	332	331	93	189	0.4921	144	50	0.3472	26	14	0.5385	1	0.0991	33	2	8	0.02402	2	14	0.04204	0.54
1456	10	747	39	19.153846153846153	6.01	0.0748	45.38	0.01740294511378849	70	0.23828647925033467	0.025958874143211318	0.020080321285140562	0.002354788069073783	0.014725568942436412	0.0018707482993197278	0.0013386880856760374	0.00020554984583761563	0.0013386880856760374	0.00023282887077997672	0.0013386880856760374	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008032128514056224	0.0009927200529450694	0.0	0.0	38.67	0.39	251	70.43	7.8	10.3	8.6	7.54	8.666666666666666	6.92	9.0	4.281407001044931	42.19	2.2	3.690146151166841	465	57	2761	2872	36	638	885	17.7	0.06	1.4	251	250	249	649	648	647	183	338	0.5414	311	68	0.2186	86	39	0.4535	1	0.07396	48	3	29	0.04468	3	12	0.01849	0.14
1457	7	272	13	20.923076923076923	5.49	0.0187	31.93	0.051470588235294115	36	0.3014705882352941	0.011958582470468136	0.0625	0.0026687598116169543	0.007352941176470588	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003676470588235294	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007352941176470588	0.00033090668431502316	0.007352941176470588	0.0017406440382941688	52.74	0.53	125	70.33	7.9	10.4	9.1	8.06	10.333333333333334	7.94	8.0	4.684721278721279	15.6	2.2	3.905409324009325	167	21	1021	1062	13	231	319	17.8	0.06	1.4	125	124	123	237	236	235	80	124	0.6452	113	45	0.3982	32	20	0.625	1	0.09283	22	1	5	0.0211	1	6	0.02532	0.19
1458	9	352	21	16.761904761904763	6.71	0.0561	31.93	0.07954545454545454	64	0.32670454545454547	0.016771182732973604	0.056818181818181816	0.0031397174254317113	0.03409090909090909	0.0020408163265306124	0.0	0.0	0.0	0.0	0.002840909090909091	0.00024378352023403217	0.0	0.0	0.0	0.0	0.002840909090909091	0.00031289111389236547	0.0	0.0	0.0	0.0	0.002840909090909091	0.00036310820624546115	0.0	0.0	0.002840909090909091	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011363636363636364	0.0006618133686300463	0.0	0.0	59.11	0.59	185	54.83	9.7	11.8	11.1	11.66	8.285714285714286	8.77	10.0	4.916722288035201	23.61	3.1	6.511349839228297	191	44	1566	1607	19	311	494	16.4	0.06	1.6	185	184	183	313	312	311	131	190	0.6895	123	54	0.439	41	28	0.6829	1	0.07668	24	3	11	0.03514	3	7	0.02236	0.17
1459	8	388	21	18.476190476190474	5.98	0.028	29.41	0.03608247422680412	26	0.28350515463917525	0.01604200087501823	0.015463917525773196	0.0009419152276295133	0.005154639175257732	0.0003401360544217687	0.002577319587628866	0.00020554984583761563	0.0	0.0	0.002577319587628866	0.00024378352023403217	0.005154639175257732	0.0005436259853220984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002577319587628866	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002577319587628866	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	40.74	0.41	143	71.65	7.4	10.4	7.0	6.67	7.857142857142858	6.18	7.0	3.813237546315356	21.89	2.1	3.6422189927267734	253	34	1449	1490	21	347	477	16.5	0.06	1.4	143	142	141	351	350	349	92	178	0.5169	173	51	0.2948	33	21	0.6364	1	0.09402	33	2	17	0.04843	2	5	0.01425	0.15
1460	10	474	24	19.75	5.71	0.0654	39.5	0.0379746835443038	51	0.3059071729957806	0.02114627388070585	0.02531645569620253	0.0018838304552590266	0.010548523206751054	0.0008503401360544217	0.006329113924050633	0.0006166495375128469	0.002109704641350211	0.00023282887077997672	0.006329113924050633	0.0007313505607020966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002109704641350211	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002109704641350211	0.00016545334215751158	0.0	0.0	46.43	0.46	195	70.13	8.0	11.3	9.5	8.58	12.8	7.43	10.0	4.4364202898550715	28.35	2.5	4.476218357487924	295	47	1869	1930	23	414	593	18.0	0.06	1.4	195	194	193	420	419	418	136	225	0.6044	195	59	0.3026	47	27	0.5745	1	0.06667	28	1	11	0.02619	1	16	0.0381	0.34
1461	6	222	13	17.076923076923077	6.53	0.028	23.53	0.08108108108108109	24	0.4369369369369369	0.014146128044334258	0.013513513513513514	0.00047095761381475666	0.009009009009009009	0.0003401360544217687	0.0	0.0	0.009009009009009009	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0045045045045045045	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.8	0.61	121	72.87	6.9	10.2	8.1	8.34	10.5	7.65	8.0	4.034570545032857	13.56	1.9	3.461933591032084	149	20	900	923	13	199	270	15.3	0.07	1.4	121	120	119	199	198	197	78	114	0.6842	85	43	0.5059	35	26	0.7429	1	0.0804	16	2	7	0.03518	2	5	0.02513	0.14
1462	7	138	11	12.545454545454545	9.02	0.0187	14.29	0.057971014492753624	23	0.43478260869565216	0.008750182295464488	0.043478260869565216	0.0009419152276295133	0.014492753623188406	0.0003401360544217687	0.0	0.0	0.007246376811594203	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014492753623188406	0.00033090668431502316	0.007246376811594203	0.0008703220191470844	77.87	0.78	95	68.97	6.3	9.8	7.8	9.84	6.111111111111111	8.95	8.0	4.026548510313216	8.83	1.8	4.225396638655462	84	15	581	601	11	119	173	10.8	0.09	1.5	95	94	93	122	121	120	59	74	0.7973	48	36	0.75	23	19	0.8261	1	0.09016	11	1	4	0.03279	1	2	0.01639	0.09
1463	8	221	16	13.8125	8.04	0.0093	17.65	0.04524886877828054	18	0.3936651583710407	0.01268776432842351	0.027149321266968326	0.0009419152276295133	0.013574660633484163	0.0005102040816326531	0.013574660633484163	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0008703220191470844	55.78	0.56	111	81.73	5.6	9.9	5.8	5.68	8.833333333333334	6.33	6.0	3.7410919904837425	11.96	1.7	2.80910753370341	151	18	787	814	13	194	256	14.9	0.07	1.3	111	110	109	199	198	197	65	94	0.6915	105	46	0.4381	10	7	0.7	1	0.09548	19	3	8	0.0402	3	5	0.02513	0.5
1464	10	725	27	26.85185185185185	5.02	0.028	31.93	0.04275862068965517	107	0.2096551724137931	0.022167128481843372	0.013793103448275862	0.0015698587127158557	0.002758620689655172	0.0003401360544217687	0.005517241379310344	0.0008221993833504625	0.002758620689655172	0.00046565774155995343	0.001379310344827586	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004137931034482759	0.0001338747824534785	0.0	0.0	0.001379310344827586	0.00016545334215751158	0.001379310344827586	0.0008703220191470844	52.23	0.52	281	42.95	14.2	13.6	17.8	11.96	15.5	9.29	14.0	6.525063079045928	41.94	3.8	6.80669063670412	324	64	2663	2855	19	534	860	28.1	0.04	1.6	281	280	279	538	537	536	217	342	0.6345	196	64	0.3265	239	96	0.4017	1	0.07993	43	2	13	0.02416	2	13	0.02416	0.05
1465	8	370	26	14.23076923076923	8.52	0.0187	36.97	0.03513513513513514	50	0.2864864864864865	0.01545865538865393	0.02972972972972973	0.001726844583987441	0.013513513513513514	0.0008503401360544217	0.002702702702702703	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008108108108108109	0.0004963600264725347	0.0	0.0	52.13	0.52	159	58.79	8.2	11.1	8.0	8.98	10.666666666666666	7.72	8.0	4.035946428571428	21.73	2.7	5.0974151716500575	203	47	1408	1479	24	301	473	12.5	0.08	1.6	159	158	157	305	304	303	107	169	0.6331	136	52	0.3824	63	39	0.619	1	0.05902	18	2	15	0.04918	2	12	0.03934	0.19
1466	8	261	20	13.05	8.66	0.0	24.37	0.034482758620689655	22	0.34099616858237547	0.012979437071605659	0.01532567049808429	0.0006279434850863422	0.0038314176245210726	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314176245210726	4.462492748449284e-05	0.0	0.0	0.007662835249042145	0.00033090668431502316	0.0	0.0	49.78	0.5	115	84.88	4.4	9.5	5.6	6.83	6.0	6.61	6.0	3.349625730994152	14.79	1.4	3.1334444444444447	173	24	969	1007	19	225	301	11.8	0.08	1.3	115	114	113	231	230	229	76	122	0.623	109	39	0.3578	20	15	0.75	1	0.08225	19	3	10	0.04329	3	7	0.0303	0.35
1467	10	478	23	20.782608695652176	5.46	0.0187	38.66	0.03347280334728033	73	0.3075313807531381	0.021437946623887996	0.03347280334728033	0.002511773940345369	0.02510460251046025	0.0020408163265306124	0.012552301255230125	0.0012332990750256938	0.0020920502092050207	0.00023282887077997672	0.0020920502092050207	0.00024378352023403217	0.0	0.0	0.0041841004184100415	0.000584966364434045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020920502092050207	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841004184100415	8.924985496898568e-05	0.0	0.0	0.008368200836820083	0.0006618133686300463	0.0	0.0	49.88	0.5	210	59.84	9.8	12.3	11.5	10.1	8.857142857142858	8.03	10.0	5.141277472527472	29.81	3.0	5.935710073260074	283	54	1964	2029	21	416	629	19.8	0.05	1.5	210	209	208	421	420	419	163	254	0.6417	167	47	0.2814	45	30	0.6667	1	0.08551	36	2	21	0.04988	2	2	0.00475	0.04
1468	9	377	30	12.566666666666666	9.46	0.028	32.77	0.029177718832891247	42	0.2891246684350133	0.015896164503427155	0.03713527851458886	0.002197802197802198	0.010610079575596816	0.0006802721088435374	0.0	0.0	0.002652519893899204	0.00023282887077997672	0.0	0.0	0.002652519893899204	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005305039787798408	0.00033090668431502316	0.002652519893899204	0.0008703220191470844	50.47	0.5	160	68.87	6.4	10.7	7.4	8.91	7.25	7.02	8.0	3.5603207282913165	22.28	2.1	4.73127675070028	210	49	1443	1517	28	306	463	10.9	0.09	1.5	160	159	158	317	316	315	106	170	0.6235	147	54	0.3673	58	32	0.5517	1	0.09464	30	3	7	0.02208	3	7	0.02208	0.12
1469	8	559	32	17.46875	6.31	0.0467	42.86	0.07155635062611806	50	0.26654740608228983	0.021729619367070147	0.023255813953488372	0.0020408163265306124	0.008944543828264758	0.0008503401360544217	0.007155635062611807	0.0008221993833504625	0.0035778175313059034	0.00046565774155995343	0.0	0.0	0.0017889087656529517	0.0002718129926610492	0.0017889087656529517	0.0002924831822170225	0.0017889087656529517	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.21	0.42	214	72.05	7.2	10.5	8.2	8.23	8.0	6.74	8.0	3.9731935483870964	33.6	2.2	4.0742141935483875	352	52	2227	2287	31	500	703	16.1	0.06	1.4	214	213	212	507	506	505	153	268	0.5709	239	61	0.2552	64	26	0.4062	1	0.0789	40	3	18	0.0355	3	15	0.02959	0.23
1470	10	463	23	20.130434782608695	5.52	0.028	36.13	0.04319654427645788	56	0.26997840172786175	0.018229546448884353	0.05183585313174946	0.0037676609105180532	0.017278617710583154	0.0013605442176870747	0.0021598272138228943	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0021598272138228943	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004319654427645789	8.924985496898568e-05	0.0	0.0	0.008639308855291577	0.0006618133686300463	0.0	0.0	45.56	0.46	190	60.85	9.4	12.1	10.3	9.52	11.8	7.51	10.0	4.652056240369799	28.76	2.7	5.497214043583535	284	54	1906	1958	22	413	604	18.8	0.05	1.5	190	189	188	417	416	415	137	242	0.5661	175	53	0.3029	58	32	0.5517	1	0.10552	44	1	19	0.04556	1	5	0.01199	0.09
1471	8	384	26	14.76923076923077	7.54	0.028	26.89	0.0703125	31	0.3125	0.017500364590928977	0.03125	0.0018838304552590266	0.0078125	0.0005102040816326531	0.0026041666666666665	0.00020554984583761563	0.005208333333333333	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026041666666666665	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0004963600264725347	0.0	0.0	48.41	0.48	167	81.93	5.5	9.4	6.8	7.01	7.428571428571429	7.11	7.0	3.703648069770424	21.99	1.7	2.745341310760549	264	28	1455	1497	23	339	447	14.7	0.07	1.3	167	166	165	345	344	343	111	178	0.6236	167	56	0.3353	40	29	0.725	1	0.06667	23	2	8	0.02319	2	5	0.01449	0.12
1472	8	296	12	24.666666666666668	4.56	0.0093	27.73	0.013513513513513514	38	0.32094594594594594	0.013854455301152107	0.04391891891891892	0.0020408163265306124	0.02364864864864865	0.0011904761904761906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033783783783783786	0.00016545334215751158	0.0	0.0	50.19	0.5	132	66.57	9.3	11.2	10.8	8.41	12.0	7.58	11.0	5.137166666666667	17.33	2.7	4.839838759689924	181	24	1142	1180	12	258	372	21.5	0.05	1.4	132	131	130	263	262	261	82	121	0.6777	142	50	0.3521	23	17	0.7391	1	0.11407	30	2	10	0.03802	2	3	0.01141	0.13
1473	6	218	8	27.25	3.85	0.0374	19.33	0.06422018348623854	7	0.4036697247706422	0.012833600700014583	0.009174311926605505	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045871559633027525	4.462492748449284e-05	0.0045871559633027525	0.00510204081632653	0.0045871559633027525	0.00016545334215751158	0.0	0.0	50.48	0.5	105	79.94	8.3	8.5	9.7	5.4	13.5	6.22	9.0	4.664999999999999	11.61	1.7	2.03	167	7	772	790	8	200	240	25.0	0.04	1.2	105	104	103	208	207	206	55	92	0.5978	116	50	0.431	13	7	0.5385	1	0.10577	22	3	9	0.04327	3	8	0.03846	0.62
1474	4	94	4	23.5	4.65	0.028	15.13	0.06382978723404255	8	0.43617021276595747	0.005979291235234068	0.02127659574468085	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02127659574468085	0.00033090668431502316	0.0	0.0	60.47	0.6	52	66.57	9.3	11.7	10.9	8.82	13.0	7.27	9.0	4.6705	5.8	2.6	5.366893023255814	59	9	387	395	4	86	122	21.5	0.05	1.4	52	51	50	86	85	84	29	44	0.6591	42	23	0.5476	15	9	0.6	1	0.05814	5	1	1	0.01163	1	3	0.03488	0.2
1475	8	381	17	22.41176470588235	4.86	0.028	34.45	0.026246719160104987	47	0.2887139107611549	0.01604200087501823	0.047244094488188976	0.00282574568288854	0.015748031496062992	0.0010204081632653062	0.0	0.0	0.0	0.0	0.0	0.0	0.0026246719160104987	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026246719160104987	0.00016545334215751158	0.0	0.0	45.14	0.45	158	59.23	10.1	13.0	10.7	9.17	10.833333333333334	7.2	11.0	4.876972798367902	23.69	2.9	5.989225637538252	237	51	1578	1613	17	346	514	20.4	0.05	1.5	158	157	156	350	349	348	107	187	0.5722	163	51	0.3129	39	20	0.5128	1	0.11714	41	2	9	0.02571	2	10	0.02857	0.26
1476	9	391	23	17.0	6.48	0.0093	26.05	0.04092071611253197	36	0.30179028132992325	0.01720869184774683	0.02557544757033248	0.0015698587127158557	0.0076726342710997444	0.0005102040816326531	0.0	0.0	0.005115089514066497	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0025575447570332483	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025575447570332483	0.00016545334215751158	0.0	0.0	43.94	0.44	156	72.87	6.9	10.3	8.2	8.58	7.571428571428571	6.91	7.0	3.872833890746934	24.08	2.0	3.6315461662331217	261	36	1599	1639	23	351	483	15.3	0.07	1.4	156	155	154	355	354	353	105	188	0.5585	167	51	0.3054	50	30	0.6	1	0.0507	18	3	18	0.0507	3	13	0.03662	0.26
1477	6	237	5	47.4	2.18	0.0467	17.65	0.06751054852320675	16	0.3670886075949367	0.01268776432842351	0.02109704641350211	0.0007849293563579278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004219409282700422	0.00016545334215751158	0.0	0.0	45.85	0.46	105	58.83	16.4	12.7	19.4	5.42	19.333333333333332	7.7	19.0	7.897673362445413	12.78	2.1	6.498174847161572	194	14	862	870	5	229	278	45.8	0.02	1.2	105	104	103	229	228	227	69	98	0.7041	131	36	0.2748	8	7	0.875	1	0.0786	18	1	14	0.06114	1	0	0.0	0.0
