id	overall_score	Ideas_and_Content	Organization	Voice	Word_Choice	Sentence_Fluency	Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
21004	29	3	3	3	3	3	3	349	12	29.083333333333332	3.85	57.64	12.7	12.3	15.3	9.01	12.2	7.69	13.0	5.991167986798679	20.4	2.6	5.98122600660066	222	26	1343	1389	10	303	412	30.3	0.03	1.4
21005	32	4	3	4	4	4	3	503	33	15.242424242424242	7.66	90.6	4.2	7.4	6.6	6.55	4.3	6.31	7.0	3.4544022988505745	27.21	1.3	1.373636288998358	339	16	1769	1852	29	420	521	14.5	0.07	1.2
21006	36	4	4	4	4	4	4	865	36	24.02777777777778	4.74	75.24	8.1	9.5	9.6	6.91	7.7142857142857135	6.71	7.0	4.5559904122722905	47.36	1.9	3.0087096836049847	589	43	3104	3224	35	745	953	21.3	0.05	1.3
21007	40	4	4	4	4	4	4	811	38	21.342105263157894	5.17	76.35	7.6	8.6	7.6	5.34	8.0	6.03	8.0	4.151047619047619	42.98	1.8	2.100482478632478	591	33	2842	2926	36	728	926	20.2	0.05	1.3
21008	40	4	4	5	5	4	4	698	31	22.516129032258064	4.71	84.0	6.8	8.2	7.4	4.88	8.333333333333334	6.69	7.0	4.470220843672456	37.22	1.7	2.0656679900744424	532	24	2484	2534	31	650	801	21.0	0.05	1.2
21009	33	4	4	4	4	4	3	950	37	25.675675675675677	4.44	74.32	8.4	9.6	10.8	7.83	8.333333333333334	6.33	8.0	4.585702472265201	54.12	2.2	3.5826816407150144	610	47	3556	3684	37	821	1099	22.2	0.05	1.3
21010	40	4	4	4	4	4	4	733	36	20.36111111111111	5.35	83.8	6.8	7.4	7.6	4.76	8.333333333333334	6.22	7.0	4.263145700558878	37.83	1.5	1.8155809785273065	547	17	2500	2575	31	658	787	21.2	0.05	1.2
21012	30	3	3	4	3	3	3	656	10	65.6	1.71	-42.72	53.4	17.7	66.9	6.99	57.0	12.7	13.0	20.851954545454543	33.58	2.9	21.69409090909091	419	26	2189	2286	4	550	724	137.5	0.01	1.3
21013	24	3	3	4	3	3	3	242	8	30.25	3.42	76.39	9.7	9.5	11.1	5.17	11.0	6.64	10.0	5.3478508771929825	13.02	1.8	3.4929192982456136	190	10	872	886	8	228	277	28.5	0.04	1.2
21014	33	4	4	4	4	4	3	412	24	17.166666666666668	7.0	76.76	7.5	7.9	7.9	5.28	10.8	6.87	8.0	4.323138418572176	20.38	1.7	1.9235890731366734	263	12	1310	1387	17	337	424	19.8	0.05	1.3
21015	40	4	4	4	4	4	4	743	38	19.55263157894737	5.86	71.34	7.5	10.5	8.2	7.6	6.75	6.5	8.0	4.055532090414124	42.2	2.2	3.4921999999999995	473	63	2766	2873	38	638	885	16.8	0.06	1.4
21016	31	3	3	3	3	3	4	427	18	23.72222222222222	4.79	64.75	10.0	9.0	10.9	7.55	8.333333333333334	7.8	8.0	5.1866523123324395	23.99	2.3	3.624056434316354	270	17	1579	1633	16	373	504	23.3	0.04	1.4
21017	27	3	3	3	3	3	3	160	9	17.77777777777778	6.47	87.96	5.2	6.0	6.2	4.81	7.666666666666666	7.14	6.0	3.8185885036496345	8.14	1.0	0.779686861313869	118	2	529	554	8	137	158	17.1	0.06	1.2
21020	33	3	3	3	4	4	4	142	7	20.285714285714285	5.38	75.24	8.1	9.3	8.2	5.4	11.0	7.28	8.0	4.5188749999999995	7.55	1.8	2.917167708333334	104	7	500	514	6	128	160	21.3	0.05	1.3
21021	40	4	4	5	5	4	4	653	30	21.766666666666666	4.95	76.66	7.5	10.0	9.0	7.37	10.8	6.71	7.0	4.498094983277591	38.18	2.0	3.4376861092530655	460	43	2542	2599	30	598	787	19.9	0.05	1.3
21022	37	4	4	4	4	4	4	923	49	18.836734693877553	6.3	78.38	6.8	9.0	7.9	6.5	8.166666666666666	6.27	7.0	4.050519209250279	48.43	1.7	2.654448688300386	606	45	3140	3297	42	766	979	18.2	0.05	1.3
21023	34	3	4	4	4	4	4	573	29	19.75862068965517	5.75	74.93	8.2	9.1	9.7	6.91	11.6	6.96	7.0	4.629890473274429	31.54	2.0	3.181072504592774	386	25	2071	2147	23	497	645	21.6	0.05	1.3
21024	33	4	3	3	4	3	4	258	13	19.846153846153847	5.24	94.69	4.7	5.9	5.5	3.89	7.666666666666666	5.41	6.0	3.696936948297604	13.32	1.0	0.5497727616645656	217	3	890	907	13	244	275	18.8	0.05	1.1
21025	40	5	5	5	4	4	4	758	35	21.65714285714286	5.07	77.27	7.3	8.1	7.9	6.33	7.666666666666666	6.05	8.0	4.102921831284442	41.51	1.7	2.078013870284018	540	27	2741	2826	35	674	844	19.3	0.05	1.3
21026	32	4	4	4	4	3	3	691	33	20.939393939393938	5.21	85.02	6.4	7.5	8.6	6.79	8.0	6.69	7.0	4.355979949093554	38.87	1.6	2.1989346111890287	492	18	2578	2646	31	621	770	20.0	0.05	1.2
21028	32	3	3	3	4	3	4	993	51	19.470588235294116	6.33	75.84	7.8	9.1	10.6	7.95	8.0	6.93	8.0	4.477611088790679	53.22	2.0	3.2457536895674304	603	41	3421	3623	38	786	1024	20.7	0.05	1.3
21029	30	3	3	4	4	3	3	256	7	36.57142857142857	3.07	28.48	28.1	11.2	35.0	6.0	17.0	10.24	11.0	12.417251101321586	13.16	2.4	10.822810279001468	185	6	865	896	3	227	282	75.7	0.01	1.2
21030	44	5	5	5	4	4	5	590	31	19.032258064516128	6.1	77.57	7.2	8.8	7.8	5.86	15.25	6.5	7.0	4.214356275303643	30.36	1.7	2.2084801619433203	398	26	1971	2067	26	494	623	19.0	0.05	1.3
21031	25	3	3	4	4	3	2	902	20	45.1	2.37	52.23	19.0	9.0	22.1	4.55	13.25	8.02	9.0	8.617733253588517	45.38	1.9	6.241116267942584	725	17	3017	3089	16	836	968	52.3	0.02	1.2
21032	40	4	4	5	5	4	4	1005	55	18.272727272727273	6.51	80.72	6.0	8.4	8.4	8.12	12.6	7.13	8.0	4.1228011891490155	56.57	1.9	2.3960341137123744	606	44	3671	3851	52	828	1116	15.9	0.06	1.3
21033	27	3	3	4	4	3	3	794	26	30.53846153846154	3.72	71.11	11.7	7.9	14.4	5.64	13.75	6.9	14.0	6.158687147102524	39.91	2.1	3.9376990193164936	520	14	2593	2717	20	673	841	33.7	0.03	1.2
21034	36	4	4	4	4	4	4	549	8	68.625	1.64	43.6	22.3	11.9	27.5	5.76	25.5	8.41	12.0	9.882527777777778	28.23	2.3	8.514807407407407	405	19	1858	1922	8	486	604	60.8	0.02	1.2
21035	45	5	5	5	5	5	5	687	39	17.615384615384617	6.72	78.08	7.0	8.3	7.6	5.98	6.571428571428571	6.64	7.0	4.2738160053950764	35.43	1.6	2.086907227155221	461	25	2300	2412	31	574	720	18.5	0.05	1.3
21036	41	5	4	5	4	4	4	703	33	21.303030303030305	5.32	77.06	7.4	9.5	8.9	7.14	11.6	7.07	7.0	4.423136789172418	38.78	2.0	2.875966393837265	472	39	2539	2640	31	603	798	19.5	0.05	1.3
21037	50	5	5	5	5	5	5	1035	60	17.25	6.86	61.67	9.1	10.0	11.1	10.09	8.5	8.92	9.0	4.971869822485207	62.04	2.6	4.426344328339419	547	68	4030	4223	47	845	1232	18.0	0.06	1.5
21038	42	4	4	4	4	4	5	609	23	26.47826086956522	4.64	63.87	12.4	7.6	15.3	7.03	7.833333333333334	7.09	8.0	6.148740983606556	31.08	2.4	3.9184462841530054	348	9	1996	2116	15	488	639	32.5	0.03	1.3
21039	36	4	4	4	4	4	4	688	14	49.142857142857146	2.11	45.5	19.5	11.1	23.3	7.33	19.0	7.8	8.0	8.472425765723637	39.94	2.4	7.463864952069207	514	25	2688	2719	13	658	828	50.6	0.02	1.3
21042	36	4	4	4	4	4	4	978	42	23.285714285714285	4.89	74.32	8.4	9.7	10.3	7.25	7.857142857142858	6.57	10.0	4.589274989074109	54.38	2.0	3.2406650059311986	669	51	3565	3702	38	843	1085	22.2	0.05	1.3
21043	40	4	4	5	4	4	4	965	34	28.38235294117647	4.11	63.32	10.6	11.2	11.6	7.38	12.6	7.19	12.0	5.204469287469287	52.49	2.4	4.4986524160524155	615	66	3422	3573	33	814	1107	24.7	0.04	1.4
21044	36	4	4	4	4	4	4	822	46	17.869565217391305	6.36	78.99	6.6	7.8	7.8	6.73	5.875	6.13	7.0	3.9003753387533875	45.86	1.6	2.4051534552845535	560	27	3020	3122	41	720	910	17.6	0.06	1.3
21045	37	4	4	4	4	4	4	441	30	14.7	7.69	83.46	4.9	8.1	5.0	5.32	5.444444444444445	6.55	5.0	3.422701149425287	23.69	1.4	2.088307579022988	300	22	1556	1613	29	384	496	13.2	0.08	1.3
21049	40	4	4	4	4	4	4	925	37	25.0	4.42	72.9	9.0	9.2	9.0	5.35	10.333333333333334	5.99	9.0	4.562241646489104	48.11	2.0	2.8479175786924946	650	40	3177	3275	35	826	1051	23.6	0.04	1.3
21051	42	6	4	6	5	5	4	907	57	15.912280701754385	6.84	88.57	5.0	6.6	6.4	6.03	18.666666666666668	6.39	7.0	3.7554857594167674	50.43	1.3	1.1160427411907659	659	18	3349	3433	50	823	1005	16.5	0.06	1.2
21052	32	4	3	4	4	3	3	959	20	47.95	2.32	25.3	27.2	13.0	33.0	6.76	26.5	8.66	27.0	11.297939716312056	50.74	2.5	10.736843498817967	671	36	3335	3454	12	846	1064	70.5	0.01	1.3
21053	30	3	3	4	4	4	4	636	30	21.2	5.25	84.81	6.4	8.1	7.7	5.46	8.0	6.12	8.0	4.084267289247855	33.58	1.6	2.2951642604745084	462	21	2216	2286	28	566	692	20.2	0.05	1.2
21054	43	5	5	5	5	5	4	974	43	22.651162790697676	5.11	74.42	8.4	9.5	10.1	6.85	11.8	6.49	7.0	4.612592209856915	52.19	2.1	3.1513348966613677	616	46	3394	3553	37	816	1079	22.1	0.05	1.3
21055	35	4	4	4	4	4	4	371	17	21.823529411764707	4.87	83.19	7.1	8.3	8.7	6.09	13.5	6.35	7.0	4.505966511461318	20.96	1.7	2.4205027220630373	285	13	1405	1427	16	349	428	21.8	0.05	1.2
21056	48	5	4	5	5	5	5	803	36	22.305555555555557	5.2	75.24	8.1	9.4	10.3	7.54	8.166666666666666	8.06	8.0	5.127761976872247	44.7	2.1	3.2657506975036705	518	39	2914	3043	32	681	898	21.3	0.05	1.3
21057	40	4	4	5	4	4	4	1179	84	14.035714285714286	9.74	66.47	9.4	9.4	11.8	7.95	18.666666666666668	7.27	8.0	4.858394094057601	58.91	2.5	3.3912467857576862	571	47	3674	4010	39	844	1183	21.6	0.05	1.4
21058	40	4	4	4	4	4	4	1156	82	14.097560975609756	9.4	74.22	8.4	8.4	11.7	8.01	8.333333333333334	7.0	8.0	4.837413108242303	58.19	2.2	3.238157547169811	598	32	3651	3961	38	848	1136	22.3	0.04	1.3
21059	45	5	5	5	5	5	5	747	27	27.666666666666668	4.13	63.43	10.5	10.9	12.1	8.13	8.666666666666666	7.27	11.0	5.223519230769231	42.31	2.4	4.332426682692307	467	48	2770	2880	26	640	872	24.6	0.04	1.4
21060	45	5	5	5	5	5	5	1048	77	13.61038961038961	8.97	68.81	8.5	9.0	10.0	8.18	4.8	7.7	9.0	4.615098930481283	57.73	2.2	3.3864823529411767	603	46	3733	3930	44	850	1159	19.3	0.05	1.4
21061	30	3	3	4	4	3	3	445	27	16.48148148148148	6.63	87.45	5.4	6.7	5.0	3.54	5.5	6.19	6.0	3.8052996125699523	22.24	1.2	1.0971766250538102	343	9	1471	1514	23	404	476	17.6	0.06	1.2
21063	37	4	4	4	4	4	4	652	41	15.902439024390244	7.17	89.79	4.5	7.3	5.8	5.39	4.4	6.34	6.0	3.6519343152676482	34.62	1.3	1.5699078030411369	456	20	2273	2357	37	567	700	15.3	0.07	1.2
21064	38	4	4	4	4	4	4	909	30	30.3	3.81	64.17	12.3	9.1	15.1	7.44	8.166666666666666	7.24	8.0	6.0206139896373045	49.23	2.2	4.19274853195164	600	26	3214	3351	24	772	988	32.2	0.03	1.3
21065	47	5	5	5	5	5	5	642	38	16.894736842105264	6.52	81.33	5.7	9.3	6.7	6.78	6.25	7.17	7.0	3.9717521061690366	37.17	1.8	2.773775215146299	449	45	2468	2530	38	581	771	15.3	0.07	1.3
21067	41	5	4	5	5	5	4	955	54	17.685185185185187	6.3	79.7	6.3	9.1	7.5	6.84	6.571428571428571	6.77	7.0	4.046278698224851	53.9	1.7	2.7281237869822474	666	54	3557	3669	50	845	1096	16.9	0.06	1.3
21068	36	4	4	4	4	4	4	666	25	26.64	4.52	62.45	13.0	9.5	16.1	7.32	13.0	7.82	13.0	6.416084369244935	34.86	2.5	4.9372137200736645	385	20	2249	2373	16	543	725	33.9	0.03	1.3
21069	42	5	4	5	5	4	5	983	35	28.085714285714285	4.07	76.79	9.5	8.0	12.0	5.87	13.0	6.25	12.0	5.137754804270463	50.9	1.8	2.8018253380782925	691	22	3325	3465	30	843	1024	28.1	0.04	1.2
21070	40	4	4	4	4	4	4	951	64	14.859375	9.01	67.69	8.9	10.0	12.3	9.63	4.4	7.77	10.0	4.85711646041702	50.9	2.5	4.006593456518054	478	49	3217	3465	34	694	984	20.4	0.05	1.4
21071	30	3	3	4	4	3	3	986	41	24.048780487804876	4.79	78.11	9.0	6.5	11.2	5.64	12.5	6.56	7.0	5.057392679900744	49.92	1.8	2.785737546526055	680	11	3241	3398	31	832	1011	26.8	0.04	1.2
21072	35	4	4	4	4	4	4	800	19	42.10526315789474	2.73	53.21	16.5	11.1	20.3	7.62	13.5	8.02	8.0	7.802	43.48	2.5	6.232129069767442	530	31	2847	2960	16	688	894	43.0	0.02	1.3
21073	40	4	4	4	5	4	4	1018	41	24.829268292682926	4.85	73.95	10.6	8.9	13.8	6.4	8.166666666666666	7.29	7.0	5.911800186741363	51.43	2.1	3.7792279489573612	663	28	3317	3501	27	833	1041	30.9	0.03	1.2
21074	37	4	4	5	5	4	4	795	52	15.288461538461538	7.34	81.02	5.8	8.8	6.8	6.61	8.5	7.0	7.0	4.056227272727272	43.81	1.7	2.5176848837209302	527	43	2871	2982	44	688	901	15.6	0.06	1.3
21075	35	4	4	4	4	4	4	620	28	22.142857142857142	4.98	70.16	10.0	9.8	12.6	8.01	11.0	7.74	10.0	5.5784014466546115	36.03	2.3	4.4811883062085585	411	29	2386	2453	21	553	729	26.3	0.04	1.3
21076	40	4	4	4	4	4	4	847	43	19.697674418604652	5.74	78.59	6.8	9.6	8.2	6.78	6.5	6.85	7.0	4.284777777777777	46.33	2.0	3.371974999999999	541	51	3024	3154	40	720	957	18.0	0.06	1.3
21077	40	4	4	4	4	4	4	651	35	18.6	5.85	87.65	5.4	6.9	5.8	4.7	10.8	6.11	6.0	3.810510468594217	34.17	1.3	1.2427676969092722	484	15	2266	2326	34	590	712	17.4	0.06	1.2
21078	35	4	4	4	4	4	4	385	20	19.25	5.81	70.02	8.0	10.4	10.0	9.22	5.555555555555555	6.14	10.0	4.066842105263158	23.96	2.5	4.574438372093022	238	31	1590	1631	19	344	492	18.1	0.06	1.4
21079	34	3	4	3	3	4	4	351	20	17.55	6.39	72.97	6.9	8.8	7.0	6.89	6.0	6.42	7.0	3.661147368421052	19.74	1.9	2.5671307894736843	225	20	1297	1344	20	304	411	15.2	0.07	1.4
21081	36	4	4	4	4	4	4	918	38	24.157894736842106	4.44	79.53	8.5	8.7	10.1	5.58	13.25	6.61	9.0	4.994247125189846	49.2	1.8	3.042859506762132	680	31	3258	3349	33	838	1030	25.4	0.04	1.2
21083	41	4	4	5	5	5	4	675	19	35.526315789473685	3.12	64.48	12.2	12.3	15.2	8.14	12.0	8.16	12.0	6.414705749522319	39.18	2.5	5.487321452145213	472	49	2595	2667	19	606	805	31.9	0.03	1.3
21085	37	4	4	4	4	4	4	819	43	19.046511627906977	6.43	80.31	6.1	7.9	7.3	6.32	7.2857142857142865	6.7	7.0	4.0167115384615375	41.85	1.7	1.6969384615384615	492	28	2679	2849	40	650	843	16.3	0.06	1.3
21086	30	3	3	3	3	3	3	398	17	23.41176470588235	4.87	53.38	14.4	11.2	17.3	8.83	27.0	7.68	15.0	6.600891304347826	23.08	2.7	5.900907246376812	254	20	1517	1571	10	345	471	34.5	0.03	1.4
21087	34	4	4	4	4	4	3	502	21	23.904761904761905	4.69	68.64	10.6	9.5	12.5	6.97	8.166666666666666	6.54	7.0	5.235984234234234	27.78	2.2	3.7171648648648645	339	20	1832	1891	16	444	579	27.8	0.04	1.3
21089	36	4	4	4	4	4	4	584	34	17.176470588235293	6.48	80.51	6.0	6.6	6.9	6.61	5.5	6.37	7.0	3.842976031553398	32.54	1.6	1.8870983009708748	389	12	2148	2215	32	515	663	16.1	0.06	1.3
21090	37	4	4	4	4	3	4	467	31	15.064516129032258	8.07	73.58	6.6	8.3	8.2	8.23	8.666666666666666	7.19	8.0	3.963453441295546	26.41	1.9	2.567008097165992	274	21	1710	1798	26	380	517	14.6	0.07	1.4
21091	34	3	4	3	4	4	4	302	27	11.185185185185185	10.38	78.55	4.7	8.5	6.6	8.67	4.363636363636363	5.93	5.0	2.8881550671550666	18.24	1.6	3.9473792429792436	167	23	1192	1242	26	252	364	9.7	0.1	1.4
21092	43	5	5	5	5	5	4	790	35	22.571428571428573	4.94	73.1	8.9	9.8	10.3	7.03	7.833333333333334	6.66	7.0	4.8770971550497855	44.04	2.1	3.5600661356092935	540	41	2911	2998	30	703	915	23.4	0.04	1.3
21093	42	5	5	5	5	4	4	1035	76	13.618421052631579	8.85	84.57	4.5	7.4	4.9	5.44	5.555555555555555	6.13	6.0	3.089294109681787	53.3	1.3	0.7266059444820585	659	39	3437	3628	70	844	1099	12.1	0.08	1.3
21094	40	4	4	4	4	4	4	944	56	16.857142857142858	6.98	82.34	5.3	9.2	6.7	6.84	7.2857142857142865	6.71	7.0	3.6761497978514495	51.59	1.7	2.712079745870394	595	62	3353	3512	55	787	1056	14.3	0.07	1.3
21095	35	3	4	4	4	4	4	963	46	20.934782608695652	5.39	85.83	6.1	7.7	7.8	6.09	6.714285714285714	6.36	7.0	4.170140017193209	51.81	1.6	1.8544217494089823	676	28	3410	3527	44	846	1048	19.2	0.05	1.2
21096	37	4	4	4	4	4	4	545	34	16.029411764705884	6.77	90.6	4.2	7.6	4.8	4.98	6.857142857142857	5.38	5.0	3.1800517241379307	29.29	1.3	1.0027468559837729	405	21	1942	1994	34	493	613	14.5	0.07	1.2
21097	46	5	5	5	5	5	5	843	47	17.93617021276596	6.33	88.47	5.0	7.7	6.2	5.33	6.714285714285714	6.15	6.0	3.788556709065968	43.92	1.4	1.5929914951989028	594	28	2876	2990	44	729	899	16.6	0.06	1.2
21098	43	5	5	5	5	5	4	968	51	18.980392156862745	5.95	70.13	8.0	9.7	8.5	7.31	8.833333333333334	7.12	9.0	4.4156552538370715	55.26	2.2	3.611073621542868	614	63	3637	3762	47	847	1172	18.0	0.06	1.4
21099	40	4	4	4	4	4	4	998	54	18.48148148148148	6.32	74.42	8.4	7.9	9.9	6.67	10.8	6.52	7.0	4.63446345203079	53.25	1.9	2.936137217598097	641	26	3471	3625	38	841	1072	22.1	0.05	1.3
21101	40	4	4	4	4	4	4	508	31	16.387096774193548	6.65	90.19	4.4	6.2	3.8	3.41	6.428571428571429	5.81	6.0	3.405722804077642	25.59	0.9	0.1524903505097055	395	9	1694	1742	31	462	540	14.9	0.07	1.2
21102	31	3	3	3	4	4	3	504	17	29.647058823529413	3.76	54.57	18.1	9.2	21.4	4.89	17.333333333333332	8.22	21.0	8.309444444444443	25.05	1.9	6.320355555555555	390	10	1653	1705	9	450	523	50.0	0.02	1.2
21103	32	4	4	4	3	3	3	272	15	18.133333333333333	6.05	88.77	4.9	6.7	5.9	5.33	6.714285714285714	6.71	7.0	3.8727639344262292	14.59	1.4	1.3685161748633878	194	6	964	993	15	244	300	16.3	0.06	1.2
21105	40	4	4	4	4	4	4	952	41	23.21951219512195	4.8	73.61	8.7	8.4	10.4	7.43	10.8	7.23	11.0	4.861605303416624	54.0	1.9	2.809637582865885	654	31	3571	3676	37	848	1079	22.9	0.04	1.3
21106	40	5	5	5	4	4	4	741	32	23.15625	4.67	83.9	6.8	7.0	8.4	5.8	7.833333333333334	6.5	7.0	4.377388313609467	40.5	1.5	1.8884757396449703	561	15	2692	2757	32	676	815	21.1	0.05	1.2
21107	40	4	4	5	4	4	4	649	27	24.037037037037038	4.63	65.66	9.7	11.7	11.6	9.17	12.6	7.6	12.0	5.162584721120803	39.57	2.5	5.06507882632831	434	59	2626	2694	26	582	814	22.4	0.04	1.4
21109	40	4	4	4	4	4	4	671	43	15.604651162790697	6.95	91.21	4.0	7.2	4.6	4.86	7.0	5.92	5.0	3.2983591384423283	35.45	1.1	1.1167147338848133	491	22	2335	2413	43	596	731	13.9	0.07	1.2
21110	45	5	5	5	4	5	5	837	44	19.022727272727273	5.8	70.94	7.6	10.4	7.8	7.07	8.666666666666666	6.66	8.0	4.116024165960518	47.71	2.2	3.5467695508897457	553	70	3151	3248	43	741	1023	17.2	0.06	1.4
21111	36	4	4	4	4	4	3	913	39	23.41025641025641	4.86	73.41	8.8	9.6	10.2	6.68	8.5	6.78	7.0	4.74845738295318	49.01	2.0	3.3169531512605044	618	43	3197	3336	34	784	1013	23.1	0.04	1.3
21112	35	4	4	4	4	4	3	691	34	20.323529411764707	5.61	81.77	7.6	6.8	9.2	5.58	8.166666666666666	6.62	7.0	4.698313295975547	35.81	1.8	2.0841680590932246	466	11	2350	2438	26	604	753	23.2	0.04	1.2
21113	36	4	4	4	5	4	3	953	30	31.766666666666666	3.52	60.32	13.8	8.0	15.8	6.05	25.5	7.12	8.0	6.429453715844128	49.68	2.2	4.600022038076258	641	17	3252	3382	23	829	1038	36.0	0.03	1.3
21114	40	4	4	5	5	4	4	657	28	23.464285714285715	4.7	73.31	8.8	8.2	10.5	7.32	10.4	7.21	11.0	5.059165517241379	36.8	2.2	3.5619193103448277	420	20	2428	2505	25	580	763	23.2	0.04	1.3
21115	32	4	3	4	4	4	3	416	24	17.333333333333332	6.15	80.31	6.1	8.5	6.9	6.9	6.125	5.94	7.0	3.681532051282051	24.53	1.7	2.1397948717948716	295	21	1644	1670	24	390	509	16.3	0.06	1.3
21116	37	4	4	4	4	4	4	840	48	17.5	6.33	78.28	6.9	9.0	7.6	6.44	8.142857142857142	6.31	7.0	4.019827192527243	46.52	1.8	2.4399240659055526	594	43	3079	3167	41	752	976	18.3	0.05	1.3
21118	48	6	5	5	5	5	5	818	32	25.5625	4.56	65.76	9.6	10.6	11.6	8.83	13.75	7.94	8.0	5.216830691776989	47.13	2.5	4.470052246876747	484	53	3081	3208	31	692	965	22.3	0.04	1.4
21119	33	4	4	4	4	3	3	676	39	17.333333333333332	6.4	76.66	7.5	8.4	8.4	6.5	6.125	6.53	7.0	4.24992512562814	37.14	1.8	2.295613333333334	472	26	2448	2528	30	597	754	19.9	0.05	1.3
21120	50	5	5	5	5	5	5	1039	61	17.0327868852459	7.18	79.8	6.3	8.7	8.8	7.89	7.571428571428571	7.49	8.0	4.285886555819477	57.14	1.8	2.8807667648456072	631	47	3694	3890	50	842	1108	16.8	0.06	1.3
21122	46	5	5	5	5	5	5	958	49	19.551020408163264	5.85	78.99	6.6	8.9	8.2	7.07	8.166666666666666	7.1	9.0	4.218159227985525	53.69	1.8	2.429925575546031	646	48	3527	3655	47	829	1073	17.6	0.06	1.3
21123	43	5	5	5	5	5	4	654	32	20.4375	5.66	76.86	7.4	8.2	9.1	7.08	10.2	7.16	7.0	4.472117772880477	35.52	1.8	2.548142805289084	437	22	2315	2418	28	551	698	19.7	0.05	1.3
21126	27	3	3	4	3	3	3	923	31	29.774193548387096	3.6	74.76	10.3	7.4	10.9	4.08	13.5	5.99	11.0	5.369753643450261	45.47	1.6	2.841180003389255	716	16	3015	3095	28	843	987	30.1	0.03	1.2
21127	35	4	4	5	4	4	3	807	60	13.45	8.25	92.63	3.4	6.2	3.7	4.45	5.625	6.09	6.0	3.1217208992188987	42.72	0.7	0.38439624690417196	621	17	2826	2908	58	724	854	12.5	0.08	1.2
21129	36	4	4	4	4	3	4	899	37	24.2972972972973	4.3	82.07	7.5	9.3	8.6	5.46	8.666666666666666	6.46	9.0	4.601115716423137	49.09	1.8	2.7734231751185816	692	43	3289	3342	37	849	1061	22.9	0.04	1.2
21130	45	5	5	5	5	5	5	962	60	16.033333333333335	7.05	81.63	5.6	7.9	6.0	5.85	5.0	6.67	6.0	3.670666666666666	52.25	1.5	1.7801904761904765	661	39	3434	3557	56	840	1068	15.0	0.07	1.3
21131	35	4	4	4	4	4	4	523	37	14.135135135135135	8.15	82.75	5.2	8.5	6.1	6.37	5.0	6.6	7.0	3.6114666432584266	28.57	1.6	2.3115856741573033	338	28	1861	1945	32	445	590	13.9	0.07	1.3
21132	40	4	4	4	4	4	4	393	24	16.375	7.32	62.48	8.8	9.8	10.4	9.74	7.7142857142857135	6.96	9.0	4.207956409428479	23.62	2.5	4.920671165644173	223	26	1537	1608	19	326	475	17.2	0.06	1.5
21133	35	4	4	4	4	4	4	845	49	17.244897959183675	6.82	89.99	4.5	7.5	5.3	4.63	6.25	5.54	6.0	3.3323802816901407	42.41	1.2	0.9620125861552293	583	27	2752	2887	47	710	868	15.1	0.07	1.2
21134	34	4	4	3	4	4	3	936	32	29.25	3.8	60.72	13.6	8.7	15.8	6.4	13.0	7.47	9.0	6.521364548494983	49.55	2.1	4.4605321548017205	642	22	3256	3373	23	819	1025	35.6	0.03	1.3
21135	40	4	4	5	5	5	4	910	49	18.571428571428573	6.09	80.11	6.2	7.6	6.1	5.28	7.0	5.95	6.0	3.7257009493670883	47.51	1.6	1.9541877637130796	611	30	3112	3234	48	790	1007	16.5	0.06	1.3
21136	33	4	4	4	4	4	3	980	51	19.215686274509803	5.95	78.18	6.9	8.0	7.1	5.57	8.333333333333334	6.29	7.0	4.049937098019037	50.97	1.6	2.0362137895549273	669	33	3329	3470	46	845	1060	18.4	0.05	1.3
21137	39	5	4	5	4	4	4	896	50	17.92	6.41	76.96	7.4	8.9	9.5	7.72	11.6	6.91	7.0	4.431614477265853	50.27	2.0	3.3943486171321045	567	40	3288	3422	39	763	1005	19.6	0.05	1.3
21138	33	3	3	4	4	4	4	444	31	14.32258064516129	8.33	83.15	5.0	8.2	5.5	5.73	6.125	6.3	6.0	3.499083713850837	22.99	1.4	1.7485839675291737	286	21	1484	1565	27	365	473	13.5	0.07	1.3
21140	24	3	2	2	3	3	3	69	2	34.5	2.74	56.42	13.2	0.0	20.7	14.52	18.25	7.45	13.0	6.099547619047618	5.19	2.7	7.399577777777779	47	5	339	353	2	63	87	31.5	0.03	1.4
21141	31	4	3	4	4	3	3	216	5	43.2	2.48	24.75	25.4	17.9	32.5	10.46	21.666666666666668	8.59	26.0	10.315425531914892	13.25	3.2	12.262973049645389	132	20	871	902	3	188	267	62.7	0.02	1.4
21142	36	4	4	4	4	4	3	482	27	17.85185185185185	6.44	75.95	7.8	8.5	8.6	6.04	5.625	6.35	9.0	4.259664355231143	25.34	1.9	2.6139770316301703	318	18	1654	1725	20	411	526	20.6	0.05	1.3
21143	40	4	4	4	4	4	4	992	45	22.044444444444444	5.23	77.77	7.1	8.8	8.8	7.37	11.0	6.4	9.0	4.199092702169625	54.84	1.9	2.928739119000658	646	45	3588	3733	45	845	1096	18.8	0.05	1.3
