id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types
18562	19	2	3	3	3	342	26	13.153846153846153	8.81	25	0.30994152046783624	0.01545865538865393	0.02631578947368421	0.00141287284144427	0.008771929824561403	0.0005102040816326531	0.005847953216374269	0.00041109969167523125	0.0029239766081871343	0.00023282887077997672	0.0	0.0	0.005847953216374269	0.0005436259853220984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029239766081871343	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	48.81	0.49	144
18563	16	2	2	2	2	223	18	12.38888888888889	8.91	18	0.3901345291479821	0.01268776432842351	0.013452914798206279	0.00047095761381475666	0.013452914798206279	0.0005102040816326531	0.013452914798206279	0.0006166495375128469	0.0	0.0	0.0	0.0	0.004484304932735426	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008968609865470852	8.924985496898568e-05	0.0	0.0	0.004484304932735426	0.00016545334215751158	0.0	0.0	59.9	0.6	121
18564	15	2	2	2	2	171	8	21.375	5.56	15	0.38596491228070173	0.009625200525010938	0.011695906432748537	0.0003139717425431711	0.005847953216374269	0.00017006802721088434	0.005847953216374269	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.64	0.58	83
18565	13	0	2	2	3	130	9	14.444444444444445	7.69	20	0.46153846153846156	0.008750182295464488	0.06923076923076923	0.00141287284144427	0.007692307692307693	0.00017006802721088434	0.015384615384615385	0.00041109969167523125	0.007692307692307693	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.09	0.7	82
18566	24	3	3	3	3	530	43	12.325581395348838	10.78	47	0.2037735849056604	0.01575032813183608	0.024528301886792454	0.0020408163265306124	0.0	0.0	0.005660377358490566	0.0006166495375128469	0.0037735849056603774	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0018867924528301887	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018867924528301887	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018867924528301887	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0018867924528301887	0.0008703220191470844	48.62	0.49	194
18567	24	3	3	3	3	359	19	18.894736842105264	6.05	30	0.3398328690807799	0.017792037334111128	0.019498607242339833	0.001098901098901099	0.0	0.0	0.016713091922005572	0.0012332990750256938	0.005571030640668524	0.00046565774155995343	0.005571030640668524	0.00048756704046806434	0.002785515320334262	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002785515320334262	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002785515320334262	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005571030640668524	0.00033090668431502316	0.002785515320334262	0.0008703220191470844	52.87	0.53	166
18569	22	3	3	3	3	183	9	20.333333333333332	5.36	13	0.3879781420765027	0.010354382382966312	0.01639344262295082	0.00047095761381475666	0.00546448087431694	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.21	0.48	81
18570	24	3	3	3	3	501	25	20.04	6.08	47	0.25349301397205587	0.0185212191920665	0.01996007984031936	0.0015698587127158557	0.003992015968063872	0.0003401360544217687	0.005988023952095809	0.0006166495375128469	0.0	0.0	0.001996007984031936	0.00024378352023403217	0.0	0.0	0.001996007984031936	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001996007984031936	0.00510204081632653	0.001996007984031936	0.00016545334215751158	0.0	0.0	46.72	0.47	192
18571	13	1	2	2	2	181	16	11.3125	9.94	11	0.425414364640884	0.011229400612512761	0.016574585635359115	0.00047095761381475666	0.0055248618784530384	0.00017006802721088434	0.0055248618784530384	0.00020554984583761563	0.011049723756906077	0.00046565774155995343	0.011049723756906077	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055248618784530384	0.00016545334215751158	0.0	0.0	59.01	0.59	95
18572	13	2	2	2	2	138	4	34.5	3.33	10	0.34782608695652173	0.007000145836371591	0.014492753623188406	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.53	64
18573	22	3	3	3	3	233	19	12.263157894736842	10.56	24	0.3562231759656652	0.01210441884205921	0.02145922746781116	0.0007849293563579278	0.004291845493562232	0.00017006802721088434	0.004291845493562232	0.00020554984583761563	0.008583690987124463	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004291845493562232	0.0008703220191470844	62.22	0.62	112
18574	12	2	2	1	1	78	1	78.0	1.39	6	0.48717948717948717	0.005541782120460843	0.01282051282051282	0.00015698587127158556	0.0	0.0	0.01282051282051282	0.00020554984583761563	0.01282051282051282	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.89	0.64	46
18575	15	2	2	2	2	109	9	12.11111111111111	9.28	7	0.4036697247706422	0.006416800350007292	0.01834862385321101	0.0003139717425431711	0.009174311926605505	0.00017006802721088434	0.0	0.0	0.009174311926605505	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.76	0.59	57
18576	16	2	2	2	2	288	20	14.4	8.1	23	0.2881944444444444	0.01210441884205921	0.006944444444444444	0.0003139717425431711	0.003472222222222222	0.00017006802721088434	0.010416666666666666	0.0006166495375128469	0.003472222222222222	0.00023282887077997672	0.0	0.0	0.0	0.0	0.003472222222222222	0.0002924831822170225	0.0	0.0	0.0	0.0	0.003472222222222222	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.18	0.48	119
18577	18	2	3	3	2	256	15	17.066666666666666	6.58	21	0.328125	0.012250255213650285	0.01953125	0.0007849293563579278	0.00390625	0.00017006802721088434	0.00390625	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00390625	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.00033090668431502316	0.0	0.0	50.44	0.5	115
18578	16	2	2	2	3	120	15	8.0	16.67	10	0.2916666666666667	0.005104273005687618	0.0	0.0	0.0	0.0	0.008333333333333333	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008333333333333333	0.00510204081632653	0.0	0.0	0.008333333333333333	0.0008703220191470844	61.11	0.61	55
18579	18	3	3	2	2	176	11	16.0	6.88	2	0.3977272727272727	0.010208546011375236	0.011363636363636364	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0008703220191470844	48.12	0.48	77
18580	22	3	3	3	3	173	13	13.307692307692308	8.5	16	0.4161849710982659	0.010500218754557387	0.023121387283236993	0.0006279434850863422	0.011560693641618497	0.0003401360544217687	0.005780346820809248	0.00020554984583761563	0.0	0.0	0.0	0.0	0.005780346820809248	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005780346820809248	0.00510204081632653	0.005780346820809248	0.00016545334215751158	0.0	0.0	60.78	0.61	93
18581	19	2	3	3	3	226	14	16.142857142857142	6.7	16	0.3938053097345133	0.012979437071605659	0.017699115044247787	0.0006279434850863422	0.0	0.0	0.004424778761061947	0.00020554984583761563	0.008849557522123894	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004424778761061947	0.00016545334215751158	0.0	0.0	54.55	0.55	114
18582	19	2	3	3	3	221	8	27.625	4.15	7	0.3076923076923077	0.009916873268193087	0.004524886877828055	0.00015698587127158556	0.004524886877828055	0.00017006802721088434	0.0	0.0	0.004524886877828055	0.00023282887077997672	0.004524886877828055	0.00024378352023403217	0.0	0.0	0.004524886877828055	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.00047938638542665386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0007173601147776184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0008703220191470844	48.7	0.49	94
18583	17	2	2	2	3	124	12	10.333333333333334	12.77	11	0.4032258064516129	0.00729181857955374	0.016129032258064516	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008064516129032258	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	68.09	0.68	64
18584	21	3	3	3	3	342	27	12.666666666666666	8.88	15	0.32456140350877194	0.016187837246609306	0.011695906432748537	0.0006279434850863422	0.0	0.0	0.008771929824561403	0.0006166495375128469	0.0029239766081871343	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029239766081871343	0.0008703220191470844	44.41	0.44	135
18586	11	0	1	3	2	112	4	28.0	3.96	12	0.5178571428571429	0.008458509552282339	0.026785714285714284	0.00047095761381475666	0.008928571428571428	0.00017006802721088434	0.008928571428571428	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008928571428571428	0.0008703220191470844	67.33	0.67	68
18587	16	2	2	2	2	173	8	21.625	5.48	10	0.37572254335260113	0.009479364153419862	0.011560693641618497	0.0003139717425431711	0.011560693641618497	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005780346820809248	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005780346820809248	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017341040462427744	0.0001338747824534785	0.0	0.0	0.0	0.0	0.0	0.0	61.64	0.62	90
18588	23	3	3	3	3	383	24	15.958333333333334	7.19	44	0.370757180156658	0.020708764765932624	0.015665796344647518	0.0009419152276295133	0.007832898172323759	0.0005102040816326531	0.0026109660574412533	0.00020554984583761563	0.0026109660574412533	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026109660574412533	0.00033534540576794097	0.0	0.0	0.005221932114882507	0.0007262164124909223	0.0	0.0	0.0	0.0	0.0026109660574412533	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010443864229765013	0.0006618133686300463	0.0	0.0	56.29	0.56	188
18590	15	1	1	3	3	261	18	14.5	7.96	15	0.2796934865900383	0.010646055126148461	0.011494252873563218	0.00047095761381475666	0.007662835249042145	0.0003401360544217687	0.007662835249042145	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314176245210726	0.00016545334215751158	0.0	0.0	44.25	0.44	100
18591	24	3	3	3	3	528	30	17.6	6.61	31	0.30492424242424243	0.023479655826163046	0.020833333333333332	0.001726844583987441	0.0	0.0	0.005681818181818182	0.0006166495375128469	0.0	0.0	0.0	0.0	0.001893939393939394	0.0002718129926610492	0.001893939393939394	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0001338747824534785	0.001893939393939394	0.00510204081632653	0.001893939393939394	0.00016545334215751158	0.0	0.0	46.04	0.46	209
18592	8	1	1	1	1	77	10	7.7	15.87	4	0.3246753246753247	0.00364590928977687	0.012987012987012988	0.00015698587127158556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012987012987012988	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.08	0.65	41
18593	22	3	3	3	3	360	15	24.0	4.93	22	0.3194444444444444	0.016771182732973604	0.019444444444444445	0.001098901098901099	0.011111111111111112	0.0006802721088435374	0.002777777777777778	0.00020554984583761563	0.002777777777777778	0.00023282887077997672	0.002777777777777778	0.00024378352023403217	0.005555555555555556	0.0005436259853220984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002777777777777778	0.00047938638542665386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005555555555555556	0.00033090668431502316	0.0	0.0	51.97	0.52	158
18594	17	2	2	2	3	171	10	17.1	6.41	4	0.3333333333333333	0.008312673180691264	0.023391812865497075	0.0006279434850863422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.87	0.45	70
18595	11	2	1	1	2	70	6	11.666666666666666	9.68	8	0.3142857142857143	0.003208400175003646	0.02857142857142857	0.0003139717425431711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014285714285714285	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.61	0.52	32
18596	23	3	3	3	3	206	15	13.733333333333333	8.57	11	0.3592233009708738	0.010791891497739537	0.0048543689320388345	0.00015698587127158556	0.0048543689320388345	0.00017006802721088434	0.0048543689320388345	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0048543689320388345	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.29	0.54	95
18597	18	2	2	2	3	361	26	13.884615384615385	8.12	21	0.3047091412742382	0.01604200087501823	0.01662049861495845	0.0009419152276295133	0.008310249307479225	0.0005102040816326531	0.0	0.0	0.0	0.0	0.002770083102493075	0.00024378352023403217	0.002770083102493075	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002770083102493075	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002770083102493075	0.00016545334215751158	0.0	0.0	43.44	0.43	139
18598	17	2	2	2	3	138	8	17.25	8.16	9	0.35507246376811596	0.007145982207962666	0.007246376811594203	0.00015698587127158556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007246376811594203	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.31	0.65	64
18599	20	3	2	3	3	319	20	15.95	7.14	23	0.3949843260188088	0.018375382820475426	0.025078369905956112	0.0012558869701726845	0.0	0.0	0.009404388714733543	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.003134796238244514	0.0002924831822170225	0.006269592476489028	0.0006257822277847309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003134796238244514	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006269592476489028	0.01020408163265306	0.0	0.0	0.0	0.0	55.0	0.55	154
18600	24	3	3	3	3	221	22	10.045454545454545	11.64	19	0.3257918552036199	0.010500218754557387	0.05429864253393665	0.0018838304552590266	0.01809954751131222	0.0006802721088435374	0.013574660633484163	0.0006166495375128469	0.004524886877828055	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.00031289111389236547	0.0	0.0	0.004524886877828055	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0004816955684007707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.00510204081632653	0.0	0.0	0.0	0.0	57.67	0.58	109
18601	17	2	3	2	2	262	9	29.11111111111111	3.85	15	0.38549618320610685	0.014729473530698556	0.015267175572519083	0.0006279434850863422	0.0	0.0	0.007633587786259542	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003816793893129771	0.00016545334215751158	0.0	0.0	50.85	0.51	119
18602	17	3	2	2	2	364	15	24.266666666666666	4.55	17	0.29395604395604397	0.015604491760245006	0.016483516483516484	0.0009419152276295133	0.0	0.0	0.008241758241758242	0.0006166495375128469	0.005494505494505495	0.00046565774155995343	0.0027472527472527475	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0027472527472527475	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005494505494505495	0.0008699434536755111	0.0	0.0	0.0	0.0	0.0	0.0	0.005494505494505495	0.001034126163391934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027472527472527475	0.00016545334215751158	0.0027472527472527475	0.0008703220191470844	44.24	0.44	146
