id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words
18534	20	3	3	3	3	213	12	17.75	6.7	0.0093	17.65	0.04225352112676056
18535	10	1	1	2	2	49	2	24.5	4.35	0.0093	4.2	0.02040816326530612
18536	24	3	3	3	3	391	17	23.0	5.07	0.0374	26.89	0.0639386189258312
18537	10	1	2	1	2	115	1	115.0	0.9	0.0187	11.76	0.0782608695652174
18538	18	2	2	3	3	187	9	20.77777777777778	5.17	0.028	19.33	0.058823529411764705
18539	10	1	1	2	2	85	3	28.333333333333332	3.8	0.0187	10.92	0.15294117647058825
18540	16	2	2	2	2	95	7	13.571428571428571	8.24	0.0	8.4	0.021052631578947368
18541	23	3	3	3	3	145	9	16.11111111111111	6.92	0.0374	15.13	0.041379310344827586
18542	23	3	3	3	3	226	11	20.545454545454547	6.01	0.028	12.61	0.0752212389380531
18544	16	2	2	2	2	83	4	20.75	5.56	0.0093	5.88	0.08433734939759036
18545	12	1	2	2	2	182	9	20.22222222222222	5.56	0.0093	24.37	0.06593406593406594
18546	15	2	2	2	2	133	12	11.083333333333334	13.48	0.0	12.61	0.2857142857142857
18547	9	0	1	2	2	62	10	6.2	27.78	0.0093	4.2	0.11290322580645161
18548	10	0	2	2	2	86	8	10.75	10.26	0.028	11.76	0.12790697674418605
18549	20	2	3	2	3	273	16	17.0625	6.9	0.028	23.53	0.047619047619047616
18550	13	1	2	2	2	120	5	24.0	4.76	0.0187	7.56	0.05
18551	9	0	1	2	2	60	6	10.0	11.11	0.0093	5.88	0.15
18552	11	1	1	2	2	246	10	24.6	4.22	0.028	21.01	0.04065040650406504
18553	11	1	1	2	2	143	8	17.875	6.06	0.028	14.29	0.027972027972027972
18554	16	2	2	2	2	254	23	11.043478260869565	10.7	0.0561	20.17	0.07480314960629922
18556	20	3	3	3	3	540	22	24.545454545454547	4.59	0.0748	28.57	0.04814814814814815
18557	17	2	2	2	3	181	16	11.3125	9.88	0.028	10.08	0.027624309392265192
18558	23	3	3	3	3	269	19	14.157894736842104	7.82	0.0467	25.21	0.05947955390334572
18559	19	3	2	2	3	149	15	9.933333333333334	11.45	0.0561	11.76	0.020134228187919462
18560	23	3	3	3	3	404	34	11.882352941176471	10.21	0.0561	26.05	0.007425742574257425
18561	19	3	3	3	2	215	8	26.875	4.02	0.0187	15.13	0.06046511627906977
18562	19	2	3	3	3	342	26	13.153846153846153	8.81	0.028	22.69	0.07017543859649122
18563	16	2	2	2	2	223	18	12.38888888888889	8.91	0.028	15.97	0.11210762331838565
18564	15	2	2	2	2	171	8	21.375	5.56	0.0467	17.65	0.04093567251461988
18565	13	0	2	2	3	130	9	14.444444444444445	7.69	0.0	15.97	0.03076923076923077
18566	24	3	3	3	3	530	43	12.325581395348838	10.78	0.0561	14.29	0.07735849056603773
18567	24	3	3	3	3	359	19	18.894736842105264	6.05	0.028	23.53	0.05013927576601671
18569	22	3	3	3	3	183	9	20.333333333333332	5.36	0.0	17.65	0.0546448087431694
18570	24	3	3	3	3	501	25	20.04	6.08	0.0467	23.53	0.07584830339321358
18571	13	1	2	2	2	181	16	11.3125	9.94	0.0093	21.85	0.03867403314917127
18572	13	2	2	2	2	138	4	34.5	3.33	0.0374	8.4	0.09420289855072464
18573	22	3	3	3	3	233	19	12.263157894736842	10.56	0.028	18.49	0.04291845493562232
18574	12	2	2	1	1	78	1	78.0	1.39	0.0093	3.36	0.07692307692307693
18575	15	2	2	2	2	109	9	12.11111111111111	9.28	0.0093	10.08	0.03669724770642202
18576	16	2	2	2	2	288	20	14.4	8.1	0.0093	18.49	0.1076388888888889
18577	18	2	3	3	2	256	15	17.066666666666666	6.58	0.0093	20.17	0.06640625
18578	16	2	2	2	3	120	15	8.0	16.67	0.0093	10.08	0.15
18579	18	3	3	2	2	176	11	16.0	6.88	0.0467	18.49	0.028409090909090908
18580	22	3	3	3	3	173	13	13.307692307692308	8.5	0.028	19.33	0.06358381502890173
18581	19	2	3	3	3	226	14	16.142857142857142	6.7	0.0561	22.69	0.05752212389380531
18582	19	2	3	3	3	221	8	27.625	4.15	0.0374	13.45	0.08144796380090498
18583	17	2	2	2	3	124	12	10.333333333333334	12.77	0.0187	11.76	0.04838709677419355
18584	21	3	3	3	3	342	27	12.666666666666666	8.88	0.0748	26.05	0.023391812865497075
18586	11	0	1	3	2	112	4	28.0	3.96	0.0093	8.4	0.08035714285714286
18587	16	2	2	2	2	173	8	21.625	5.48	0.0	10.92	0.24277456647398843
18588	23	3	3	3	3	383	24	15.958333333333334	7.19	0.0467	28.57	0.05221932114882506
18590	15	1	1	3	3	261	18	14.5	7.96	0.0374	15.97	0.022988505747126436
18591	24	3	3	3	3	528	30	17.6	6.61	0.0374	25.21	0.0625
18592	8	1	1	1	1	77	10	7.7	15.87	0.0	5.88	0.18181818181818182
18593	22	3	3	3	3	360	15	24.0	4.93	0.028	22.69	0.09444444444444444
18594	17	2	2	2	3	171	10	17.1	6.41	0.0187	17.65	0.05847953216374269
18595	11	2	1	1	2	70	6	11.666666666666666	9.68	0.0	6.72	0.014285714285714285
18596	23	3	3	3	3	206	15	13.733333333333333	8.57	0.028	15.13	0.05825242718446602
18597	18	2	2	2	3	361	26	13.884615384615385	8.12	0.0187	23.53	0.027700831024930747
18598	17	2	2	2	3	138	8	17.25	8.16	0.028	12.61	0.057971014492753624
18599	20	3	2	3	3	319	20	15.95	7.14	0.0374	25.21	0.047021943573667714
18600	24	3	3	3	3	221	22	10.045454545454545	11.64	0.0093	22.69	0.04072398190045249
18601	17	2	3	2	2	262	9	29.11111111111111	3.85	0.0654	17.65	0.1183206106870229
18602	17	3	2	2	2	364	15	24.266666666666666	4.55	0.0374	19.33	0.08241758241758242
18603	16	2	2	2	2	80	5	16.0	7.14	0.0093	10.08	0.025
18604	21	3	3	3	3	223	14	15.928571428571429	7.0	0.0187	16.81	0.04932735426008968
18605	22	3	3	3	3	174	13	13.384615384615385	8.61	0.0467	15.97	0.10919540229885058
18606	16	2	3	2	2	185	7	26.428571428571427	4.05	0.0467	12.61	0.0918918918918919
18607	17	2	2	2	3	155	10	15.5	7.35	0.0187	11.76	0.01935483870967742
18608	16	3	2	2	2	458	28	16.357142857142858	7.65	0.0467	19.33	0.034934497816593885
18609	11	0	1	2	3	143	8	17.875	6.11	0.028	12.61	0.04895104895104895
18610	10	2	2	1	1	89	4	22.25	4.71	0.0093	7.56	0.07865168539325842
18611	14	1	2	2	2	127	6	21.166666666666668	5.26	0.0187	13.45	0.07086614173228346
18612	12	1	2	2	2	76	6	12.666666666666666	8.82	0.0187	10.08	0.14473684210526316
18613	16	2	2	2	2	140	5	28.0	4.03	0.0093	13.45	0.16428571428571428
18614	18	3	3	2	2	206	13	15.846153846153847	6.84	0.028	15.97	0.06796116504854369
18615	17	2	2	2	3	189	13	14.538461538461538	7.65	0.0467	10.08	0.07407407407407407
18616	24	3	3	3	3	570	26	21.923076923076923	5.33	0.028	17.65	0.06315789473684211
18617	21	3	3	2	3	255	11	23.181818181818183	4.82	0.028	22.69	0.0392156862745098
18618	19	2	3	3	3	205	15	13.666666666666666	8.24	0.0187	14.29	0.05365853658536585
18619	18	2	3	2	3	161	6	26.833333333333332	3.97	0.0093	9.24	0.11180124223602485
18620	15	2	2	2	2	126	9	14.0	8.41	0.0093	10.08	0.07936507936507936
18621	12	1	1	2	2	99	8	12.375	9.76	0.028	9.24	0.06060606060606061
18622	11	1	2	2	2	136	7	19.428571428571427	5.74	0.0093	10.08	0.04411764705882353
18624	17	3	2	2	2	166	16	10.375	11.27	0.0093	13.45	0.006024096385542169
18626	14	0	2	2	3	199	12	16.583333333333332	6.63	0.0093	26.89	0.06030150753768844
18627	17	2	2	2	3	133	8	16.625	6.56	0.028	10.92	0.015037593984962405
18628	19	3	3	2	3	200	13	15.384615384615385	7.43	0.0374	15.13	0.03
18629	16	2	2	2	3	117	8	14.625	7.55	0.028	10.92	0.03418803418803419
18630	16	2	2	2	2	184	20	9.2	13.89	0.0187	11.76	0.06521739130434782
18631	24	3	3	3	3	300	17	17.647058823529413	7.05	0.0187	25.21	0.07333333333333333
18632	17	2	2	2	3	157	4	39.25	2.8	0.028	12.61	0.08917197452229299
18633	11	1	1	2	2	130	10	13.0	8.55	0.0187	15.13	0.015384615384615385
18634	9	1	1	2	2	78	5	15.6	6.94	0.0093	7.56	0.02564102564102564
18635	14	2	2	2	2	94	8	11.75	9.64	0.0093	10.08	0.02127659574468085
18636	24	3	3	3	3	357	24	14.875	7.89	0.0654	26.05	0.01680672268907563
18637	21	3	3	2	3	247	17	14.529411764705882	8.17	0.0561	11.76	0.032388663967611336
18638	13	2	2	2	2	156	10	15.6	7.04	0.028	10.92	0.07051282051282051
18639	14	2	2	2	2	171	8	21.375	5.71	0.0093	7.56	0.03508771929824561
18640	18	3	3	2	2	180	11	16.363636363636363	6.79	0.0374	10.92	0.07222222222222222
18641	17	1	3	2	3	257	11	23.363636363636363	4.89	0.0187	21.85	0.027237354085603113
18642	16	2	2	2	2	133	5	26.6	4.24	0.0093	11.76	0.045112781954887216
18643	15	2	2	2	2	192	7	27.428571428571427	4.0	0.028	13.45	0.09375
18644	17	2	2	2	3	221	14	15.785714285714286	6.9	0.0467	17.65	0.049773755656108594
18645	9	1	1	1	2	99	6	16.5	6.52	0.028	5.04	0.08080808080808081
18646	20	3	3	3	3	184	14	13.142857142857142	8.97	0.0467	11.76	0.06521739130434782
18647	18	2	2	3	3	146	9	16.22222222222222	6.98	0.0187	12.61	0.0821917808219178
18648	18	3	2	2	3	204	15	13.6	8.57	0.0093	10.92	0.03431372549019608
18649	18	2	3	2	3	343	9	38.111111111111114	2.88	0.0561	16.81	0.06997084548104957
18650	22	3	3	3	3	218	9	24.22222222222222	4.81	0.0187	13.45	0.0779816513761468
18651	21	3	3	3	3	255	14	18.214285714285715	6.73	0.0093	17.65	0.047058823529411764
18652	23	3	3	3	3	463	25	18.52	5.88	0.0187	28.57	0.0734341252699784
18653	23	3	3	3	3	233	20	11.65	9.8	0.028	15.13	0.02145922746781116
18654	16	2	2	2	2	114	10	11.4	9.8	0.028	7.56	0.02631578947368421
18655	21	3	3	3	2	184	8	23.0	4.68	0.028	9.24	0.14130434782608695
18656	24	3	3	3	3	313	16	19.5625	5.8	0.028	31.09	0.04792332268370607
18657	23	3	3	3	3	664	46	14.434782608695652	8.24	0.0654	27.73	0.10090361445783133
18658	7	1	1	1	1	59	3	19.666666666666668	5.45	0.0	9.24	0.1864406779661017
18659	14	2	2	2	2	163	10	16.3	6.85	0.0467	14.29	0.0736196319018405
18660	16	2	2	2	2	169	5	33.8	3.38	0.0187	14.29	0.1242603550295858
18661	17	2	2	2	3	143	9	15.88888888888889	7.32	0.0093	10.92	0.06993006993006994
18662	18	2	2	2	3	151	9	16.77777777777778	6.72	0.0374	9.24	0.026490066225165563
18663	16	2	2	2	2	130	9	14.444444444444445	7.56	0.028	11.76	0.1
18664	19	2	3	3	2	310	19	16.31578947368421	7.31	0.028	23.53	0.09032258064516129
18666	14	1	2	2	2	259	19	13.631578947368421	9.41	0.0374	15.97	0.36293436293436293
18667	21	2	3	3	3	245	18	13.61111111111111	9.23	0.0187	15.97	0.024489795918367346
18668	20	3	3	2	3	344	24	14.333333333333334	8.14	0.0561	20.17	0.040697674418604654
18669	16	2	2	2	2	118	7	16.857142857142858	6.48	0.028	12.61	0.0847457627118644
18670	13	1	2	2	2	112	6	18.666666666666668	6.06	0.028	7.56	0.026785714285714284
18671	20	3	3	3	3	206	7	29.428571428571427	3.91	0.0093	17.65	0.06310679611650485
18672	17	3	2	2	2	284	10	28.4	4.07	0.0467	13.45	0.02464788732394366
18674	18	2	2	2	3	160	10	16.0	7.94	0.0	10.08	0.05625
18675	14	2	2	2	2	356	28	12.714285714285714	9.72	0.0187	26.89	0.09831460674157304
18676	24	3	3	3	3	279	20	13.95	8.2	0.0187	21.85	0.035842293906810034
18677	17	2	3	2	2	225	8	28.125	3.81	0.028	11.76	0.09777777777777778
18678	11	1	1	2	2	197	7	28.142857142857142	3.93	0.0374	16.81	0.07614213197969544
18680	8	0	1	2	2	49	6	8.166666666666666	14.29	0.0	4.2	0.02040816326530612
18681	23	3	3	3	3	231	17	13.588235294117647	8.54	0.0187	20.17	0.06926406926406926
18682	22	3	3	3	2	432	23	18.782608695652176	6.42	0.0374	17.65	0.09490740740740741
18683	15	2	2	2	3	130	8	16.25	7.02	0.0467	10.08	0.05384615384615385
18684	17	2	3	2	2	131	7	18.714285714285715	5.79	0.028	11.76	0.061068702290076333
18685	20	3	3	3	3	166	13	12.76923076923077	8.78	0.0374	16.81	0.024096385542168676
18686	18	2	2	2	3	275	22	12.5	9.21	0.028	21.01	0.08363636363636363
18688	8	1	1	1	1	74	3	24.666666666666668	4.29	0.0187	10.08	0.08108108108108109
18689	8	0	1	1	2	113	8	14.125	8.08	0.0093	20.17	0.017699115044247787
18690	11	0	2	2	3	129	8	16.125	6.61	0.0374	10.92	0.031007751937984496
18691	22	3	3	3	3	317	27	11.74074074074074	9.64	0.0093	24.37	0.03785488958990536
18693	12	1	1	2	2	140	8	17.5	6.25	0.028	14.29	0.05714285714285714
18694	20	3	3	3	3	348	19	18.31578947368421	6.88	0.0093	18.49	0.08045977011494253
18695	17	2	2	2	3	190	7	27.142857142857142	4.05	0.0093	16.81	0.015789473684210527
18696	20	2	3	3	3	278	19	14.631578947368421	9.69	0.0093	16.81	0.025179856115107913
18697	20	3	3	3	3	285	10	28.5	3.86	0.0374	17.65	0.0912280701754386
18698	13	1	1	2	3	176	9	19.555555555555557	5.49	0.028	13.45	0.056818181818181816
18700	14	1	2	2	2	99	5	19.8	5.62	0.0093	7.56	0.020202020202020204
18701	24	3	3	3	3	240	20	12.0	10.2	0.0374	17.65	0.05
18702	23	3	3	3	3	273	19	14.368421052631579	8.26	0.028	22.69	0.07692307692307693
18703	14	2	2	2	2	175	15	11.666666666666666	9.87	0.0187	14.29	0.03428571428571429
18704	16	2	2	2	2	148	14	10.571428571428571	11.38	0.0187	12.61	0.05405405405405406
18705	20	3	3	2	3	246	12	20.5	5.45	0.028	15.13	0.028455284552845527
18706	8	1	1	1	1	238	8	29.75	3.74	0.028	15.13	0.10084033613445378
18707	20	3	3	3	3	214	5	42.8	2.54	0.0187	18.49	0.07476635514018691
18708	18	2	2	2	3	196	15	13.066666666666666	8.72	0.0187	15.13	0.04081632653061224
18709	19	3	2	3	3	415	32	12.96875	9.7	0.0187	26.05	0.021686746987951807
18710	13	2	2	2	2	91	4	22.75	4.6	0.0093	11.76	0.02197802197802198
18711	10	1	2	2	1	98	4	24.5	4.44	0.028	10.08	0.04081632653061224
18712	14	2	2	2	2	297	11	27.0	3.85	0.0187	17.65	0.09764309764309764
18713	12	0	2	2	2	156	8	19.5	5.76	0.0093	10.08	0.038461538461538464
18714	14	2	2	2	2	282	14	20.142857142857142	5.62	0.0374	20.17	0.06028368794326241
18715	20	2	3	3	3	223	14	15.928571428571429	7.14	0.0093	15.13	0.053811659192825115
18716	18	3	3	2	2	409	13	31.46153846153846	3.93	0.0654	20.17	0.08312958435207823
18717	12	1	2	2	3	242	11	22.0	4.93	0.0467	16.81	0.045454545454545456
18718	7	1	1	1	1	31	4	7.75	15.38	0.0	0.0	0.06451612903225806
18719	8	1	1	1	1	61	3	20.333333333333332	5.17	0.0093	10.92	0.08196721311475409
18720	10	0	1	2	2	153	10	15.3	6.99	0.0187	15.13	0.06535947712418301
18721	15	2	2	2	3	259	14	18.5	5.83	0.0093	20.17	0.05405405405405406
18722	24	3	3	3	3	254	14	18.142857142857142	7.07	0.028	17.65	0.06692913385826772
18723	16	2	2	2	2	167	8	20.875	5.3	0.0654	15.97	0.059880239520958084
18724	24	3	3	3	3	367	20	18.35	6.39	0.0374	22.69	0.05449591280653951
18725	20	3	3	2	3	211	7	30.142857142857142	3.65	0.028	19.33	0.04265402843601896
18726	20	3	3	3	3	412	24	17.166666666666668	6.98	0.0561	21.01	0.01699029126213592
18727	9	0	2	2	2	154	8	19.25	5.56	0.0187	13.45	0.06493506493506493
18729	16	2	2	2	2	152	8	19.0	5.63	0.028	17.65	0.06578947368421052
18730	18	2	2	3	3	373	30	12.433333333333334	9.38	0.0654	23.53	0.03753351206434316
18731	15	2	2	2	3	61	5	12.2	9.43	0.0	4.2	0.06557377049180328
18732	16	2	2	2	3	221	19	11.631578947368421	10.16	0.0467	12.61	0.03167420814479638
18733	22	2	3	3	3	264	18	14.666666666666666	9.14	0.0187	12.61	0.05303030303030303
18734	4	1	1	1	1	76	2	38.0	2.74	0.0093	7.56	0.09210526315789473
18736	16	2	2	2	2	205	13	15.76923076923077	7.6	0.028	16.81	0.06829268292682927
18737	15	2	2	2	2	73	14	5.214285714285714	35.0	0.0	5.04	0.136986301369863
18738	16	2	2	2	2	103	6	17.166666666666668	6.45	0.0187	12.61	0.019417475728155338
18739	8	0	2	1	2	104	5	20.8	5.05	0.0187	5.88	0.11538461538461539
18740	20	2	3	3	3	289	21	13.761904761904763	8.97	0.0467	15.13	0.020761245674740483
18741	24	3	3	3	3	347	22	15.772727272727273	7.38	0.028	26.89	0.03170028818443804
18742	12	1	1	2	2	113	5	22.6	4.76	0.0	9.24	0.035398230088495575
18743	9	1	1	2	2	140	10	14.0	8.06	0.0	10.08	0.1357142857142857
18744	12	2	2	2	2	181	9	20.11111111111111	5.62	0.0374	15.13	0.07734806629834254
18745	18	2	2	2	3	201	14	14.357142857142858	9.21	0.028	10.08	0.0
18747	7	0	1	1	2	106	14	7.571428571428571	17.07	0.0093	7.56	0.0660377358490566
18748	16	1	2	3	3	308	11	28.0	4.42	0.0561	22.69	0.06818181818181818
18749	13	2	2	2	2	136	10	13.6	8.62	0.0187	9.24	0.058823529411764705
18750	6	1	1	1	1	35	3	11.666666666666666	10.34	0.0	0.0	0.02857142857142857
18751	23	3	3	3	3	260	20	13.0	9.05	0.028	17.65	0.011538461538461539
18752	14	2	2	2	2	109	9	12.11111111111111	9.38	0.0093	9.24	0.05504587155963303
18753	10	0	1	2	2	127	7	18.142857142857142	6.48	0.0187	16.81	0.03937007874015748
18754	18	2	2	3	3	183	8	22.875	5.1	0.0187	15.13	0.01092896174863388
18756	21	3	3	3	3	317	21	15.095238095238095	7.29	0.0654	16.81	0.056782334384858045
18757	17	2	3	2	2	128	6	21.333333333333332	5.36	0.0187	7.56	0.0390625
18758	13	2	2	2	2	96	4	24.0	4.35	0.0187	6.72	0.10416666666666667
18759	23	3	3	3	3	466	36	12.944444444444445	10.88	0.0093	25.21	0.019313304721030045
18760	16	2	2	2	2	140	7	20.0	5.3	0.0093	18.49	0.08571428571428572
18761	20	3	3	3	3	447	24	18.625	6.38	0.0561	22.69	0.06935123042505593
18762	17	2	3	2	2	130	8	16.25	6.61	0.0187	11.76	0.038461538461538464
18763	16	2	2	2	2	99	6	16.5	6.67	0.0093	16.81	0.050505050505050504
18764	9	2	1	1	2	75	5	15.0	7.81	0.0	8.4	0.06666666666666667
18765	18	2	3	2	3	360	28	12.857142857142858	9.3	0.0374	22.69	0.05555555555555555
18766	9	0	1	2	2	93	6	15.5	6.9	0.0093	11.76	0.11827956989247312
18767	13	2	2	2	2	228	17	13.411764705882353	8.72	0.0187	16.81	0.04824561403508772
18768	11	2	2	1	1	166	2	83.0	1.35	0.028	10.08	0.06626506024096386
18769	12	0	2	2	3	86	3	28.666666666666668	3.75	0.0187	6.72	0.12790697674418605
18770	22	3	3	3	3	119	13	9.153846153846153	13.68	0.0	10.92	0.09243697478991597
18771	21	3	3	3	3	207	10	20.7	5.18	0.0561	19.33	0.014492753623188406
18772	17	2	2	3	2	152	12	12.666666666666666	9.76	0.0187	15.13	0.07236842105263158
18773	14	2	2	2	2	216	12	18.0	6.52	0.0374	18.49	0.05555555555555555
18774	16	2	2	2	2	104	3	34.666666666666664	3.03	0.0187	10.92	0.09615384615384616
18775	24	3	3	3	3	262	15	17.466666666666665	6.3	0.0374	22.69	0.04198473282442748
18776	23	3	3	3	3	313	19	16.473684210526315	7.09	0.0374	17.65	0.04153354632587859
18777	13	2	2	2	1	139	9	15.444444444444445	7.2	0.0	14.29	0.10071942446043165
18778	24	3	3	3	3	342	22	15.545454545454545	7.43	0.0467	22.69	0.09064327485380116
18779	18	2	3	2	3	198	14	14.142857142857142	8.24	0.0187	19.33	0.050505050505050504
18780	15	2	2	2	2	263	20	13.15	8.37	0.028	12.61	0.053231939163498096
18781	12	1	2	2	2	165	3	55.0	1.92	0.0654	10.92	0.1696969696969697
18782	14	2	2	2	2	188	12	15.666666666666666	6.9	0.0093	14.29	0.0851063829787234
18783	9	2	1	1	1	119	6	19.833333333333332	5.5	0.028	10.92	0.3697478991596639
18784	16	2	2	2	2	87	10	8.7	15.38	0.0	4.2	0.11494252873563218
18785	8	1	1	1	1	58	6	9.666666666666666	13.95	0.0093	5.88	0.08620689655172414
18786	23	3	3	3	3	209	9	23.22222222222222	4.84	0.0187	11.76	0.15311004784688995
18787	16	2	3	3	1	265	15	17.666666666666668	6.49	0.0187	21.01	0.1018867924528302
18788	24	3	3	3	3	439	18	24.38888888888889	4.66	0.0374	29.41	0.04783599088838269
18789	19	3	2	2	3	240	33	7.2727272727272725	18.54	0.028	13.45	0.05416666666666667
18790	16	2	2	2	3	216	6	36.0	2.93	0.0374	16.81	0.08333333333333333
18791	23	3	3	3	3	221	10	22.1	5.49	0.028	20.17	0.06787330316742081
18792	16	2	2	2	2	190	8	23.75	4.79	0.0654	10.08	0.05263157894736842
18793	24	3	3	3	3	275	15	18.333333333333332	6.41	0.0561	18.49	0.02181818181818182
18794	7	1	1	1	1	63	4	15.75	6.78	0.0	4.2	0.07936507936507936
18795	10	1	1	2	2	131	5	26.2	4.2	0.0093	6.72	0.11450381679389313
18796	17	2	3	2	2	209	8	26.125	4.15	0.0467	20.17	0.05263157894736842
18797	10	1	1	1	2	55	4	13.75	8.0	0.0	8.4	0.01818181818181818
18798	19	2	3	2	3	207	15	13.8	10.71	0.0187	11.76	0.00966183574879227
18799	20	3	3	2	3	236	11	21.454545454545453	5.47	0.028	18.49	0.08898305084745763
18800	17	2	2	2	3	178	9	19.77777777777778	5.45	0.028	15.97	0.0449438202247191
18801	17	2	2	2	3	120	14	8.571428571428571	15.56	0.0187	12.61	0.08333333333333333
18802	11	2	2	2	1	132	13	10.153846153846153	10.92	0.0374	7.56	0.12878787878787878
18803	15	2	2	2	2	86	7	12.285714285714286	9.72	0.0093	3.36	0.023255813953488372
18804	9	0	1	2	2	135	10	13.5	8.0	0.0187	10.08	0.07407407407407407
18805	19	2	3	3	3	315	18	17.5	6.57	0.0374	20.17	0.0380952380952381
18806	20	3	3	3	3	152	10	15.2	7.41	0.0187	12.61	0.06578947368421052
18807	7	1	1	1	1	40	2	20.0	5.41	0.0093	5.88	0.0
18808	12	0	2	2	3	178	14	12.714285714285714	8.97	0.0187	12.61	0.056179775280898875
18809	24	3	3	3	3	261	19	13.736842105263158	8.88	0.0	21.01	0.10727969348659004
18810	20	3	3	2	3	228	10	22.8	4.81	0.0187	15.13	0.06140350877192982
18811	19	2	3	2	3	229	13	17.615384615384617	6.28	0.0374	16.81	0.056768558951965066
18812	14	2	2	2	2	95	6	15.833333333333334	6.74	0.0	12.61	0.07368421052631578
18813	10	1	1	2	2	217	12	18.083333333333332	6.28	0.0	15.13	0.20276497695852536
18814	20	3	3	2	3	145	9	16.11111111111111	7.03	0.0187	14.29	0.027586206896551724
18815	17	2	2	2	3	224	13	17.23076923076923	6.74	0.0374	17.65	0.049107142857142856
18816	17	2	2	2	3	181	12	15.083333333333334	7.5	0.0093	11.76	0.049723756906077346
18817	20	3	3	3	3	223	12	18.583333333333332	6.03	0.0374	13.45	0.04484304932735426
18818	24	3	3	3	3	439	36	12.194444444444445	9.73	0.0467	31.09	0.018223234624145785
18819	16	2	2	2	2	145	9	16.11111111111111	6.72	0.0187	11.76	0.06206896551724138
18820	19	3	3	3	2	230	17	13.529411764705882	8.25	0.0654	11.76	0.06956521739130435
18821	23	3	3	3	3	292	14	20.857142857142858	5.69	0.028	18.49	0.0547945205479452
18822	6	1	1	1	1	42	2	21.0	5.0	0.0	2.52	0.07142857142857142
18823	16	2	2	2	3	112	12	9.333333333333334	12.0	0.0	12.61	0.026785714285714284
18824	14	2	2	2	2	159	6	26.5	4.11	0.028	7.56	0.0440251572327044
18825	21	2	3	3	3	417	27	15.444444444444445	7.01	0.0654	27.73	0.047961630695443645
18826	24	3	3	3	3	273	16	17.0625	7.08	0.0	18.49	0.03663003663003663
18827	16	2	2	2	2	306	6	51.0	2.12	0.0467	22.69	0.09477124183006536
18829	16	2	2	2	3	224	16	14.0	7.73	0.0187	16.81	0.07589285714285714
18830	13	2	2	2	2	123	6	20.5	5.36	0.0374	8.4	0.04065040650406504
18831	18	3	3	2	2	224	14	16.0	7.25	0.0187	11.76	0.09821428571428571
18832	24	3	3	3	3	189	8	23.625	4.79	0.028	18.49	0.021164021164021163
18833	19	3	3	3	2	309	20	15.45	7.87	0.028	10.92	0.11974110032362459
18834	17	2	3	2	2	168	12	14.0	8.11	0.028	18.49	0.07738095238095238
18835	22	3	3	3	3	291	14	20.785714285714285	5.22	0.0654	23.53	0.03436426116838488
18836	17	2	2	2	3	137	9	15.222222222222221	7.76	0.0093	16.81	0.0072992700729927005
18837	19	2	3	3	3	116	8	14.5	8.25	0.0093	10.92	0.12931034482758622
18839	22	3	3	3	3	273	23	11.869565217391305	10.27	0.0561	15.13	0.0695970695970696
18840	12	2	2	2	2	88	7	12.571428571428571	9.86	0.0093	4.2	0.10227272727272728
18841	15	2	2	2	2	124	4	31.0	3.48	0.0093	9.24	0.08870967741935484
18842	22	3	3	3	3	492	28	17.571428571428573	7.47	0.0561	23.53	0.054878048780487805
18843	17	2	2	3	2	258	14	18.428571428571427	6.45	0.0374	16.81	0.05813953488372093
18844	10	2	2	1	1	117	3	39.0	2.68	0.0187	6.72	0.1111111111111111
18845	16	2	2	2	2	103	5	20.6	5.38	0.028	11.76	0.04854368932038835
18847	18	2	2	3	3	167	8	20.875	5.44	0.0187	18.49	0.05389221556886228
18848	24	3	3	3	3	194	12	16.166666666666668	6.9	0.0093	16.81	0.041237113402061855
18849	18	3	3	2	2	175	8	21.875	4.94	0.028	8.4	0.09142857142857143
18851	21	3	3	3	3	387	12	32.25	3.76	0.028	17.65	0.046511627906976744
18852	10	2	1	2	1	207	10	20.7	5.49	0.0093	15.13	0.04830917874396135
18853	23	3	3	3	3	376	26	14.461538461538462	8.05	0.0561	23.53	0.03723404255319149
18854	17	3	3	2	2	171	10	17.1	7.04	0.028	6.72	0.0935672514619883
18855	14	2	2	2	2	148	7	21.142857142857142	5.07	0.028	15.13	0.07432432432432433
18856	11	2	1	2	2	76	2	38.0	2.78	0.028	5.88	0.13157894736842105
18857	24	3	3	3	3	516	32	16.125	7.06	0.0467	30.25	0.08527131782945736
18858	10	1	1	2	2	123	7	17.571428571428573	6.19	0.0187	6.72	0.08130081300813008
18859	6	0	1	1	1	50	1	50.0	2.04	0.0093	5.88	0.04
18860	20	2	3	3	3	246	13	18.923076923076923	6.67	0.0187	13.45	0.044715447154471545
18861	17	2	2	2	3	222	15	14.8	8.38	0.0093	10.92	0.04054054054054054
18862	14	1	2	2	2	157	8	19.625	5.8	0.0654	13.45	0.03184713375796178
18863	16	2	2	2	2	246	14	17.571428571428573	6.19	0.0093	21.01	0.15040650406504066
18864	21	3	3	3	3	179	13	13.76923076923077	8.07	0.0467	19.33	0.061452513966480445
18865	13	2	2	2	2	108	6	18.0	6.12	0.0	5.04	0.05555555555555555
18868	24	3	3	3	3	407	27	15.074074074074074	7.58	0.028	26.89	0.07125307125307126
