id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
18702	23	3	3	3	3	273	19	14.368421052631579	8.26	89.18	4.8	7.4	6.8	6.15	6.285714285714286	7.63	7.0	3.9658481338481337	14.04	1.4	2.1302332046332046	178	8	909	956	14	222	277	15.9	0.06	1.2
18703	14	2	2	2	2	175	15	11.666666666666666	9.87	88.26	5.1	6.4	3.9	2.38	17.333333333333332	5.72	6.0	3.603342163355408	7.98	1.0	0.3576616629874918	134	3	520	543	9	151	174	16.8	0.06	1.2
18704	16	2	2	2	2	148	14	10.571428571428571	11.38	79.36	4.4	7.6	3.3	4.49	4.2727272727272725	7.07	4.0	3.135084880636605	7.35	1.0	1.8751281167108749	86	8	471	500	13	116	159	8.9	0.11	1.4
18705	20	3	3	2	3	246	12	20.5	5.45	80.55	8.1	7.4	9.0	4.77	10.6	6.86	9.0	4.95021212121212	12.49	1.7	2.2139747474747464	184	5	824	850	9	220	265	24.4	0.04	1.2
18706	8	1	1	1	1	238	8	29.75	3.74	60.62	13.7	10.5	14.9	5.41	13.25	7.47	14.0	6.551177570093456	12.35	2.3	5.273840498442368	170	10	815	841	6	214	275	35.7	0.03	1.3
18707	20	3	3	3	3	214	5	42.8	2.54	57.68	14.8	12.3	17.2	6.63	14.0	8.09	15.0	7.039112953367875	11.63	2.3	6.423531398963729	154	13	775	792	5	193	247	38.6	0.03	1.3
18708	18	2	2	2	3	196	15	13.066666666666666	8.72	93.64	3.1	6.4	3.1	3.92	5.625	6.23	6.0	3.0557999999999996	10.11	0.6	0.3561801550387593	145	5	664	688	15	172	204	11.5	0.09	1.2
18709	19	3	2	3	3	415	32	12.96875	9.7	76.15	7.7	6.6	8.3	5.17	6.142857142857143	6.63	7.0	4.450525306748466	19.85	1.9	1.4948288343558285	242	6	1262	1351	16	326	417	20.4	0.05	1.3
18710	13	2	2	2	2	91	4	22.75	4.6	83.19	7.1	8.8	6.4	3.37	11.875	5.63	6.0	4.20230172413793	4.61	1.6	2.584933333333333	72	4	310	314	4	87	106	21.8	0.05	1.2
18711	10	1	2	2	1	98	4	24.5	4.44	75.03	8.1	8.1	7.4	4.24	11.5	6.72	9.0	4.3705	4.83	1.9	1.9409627906976747	66	3	319	329	4	86	110	21.5	0.05	1.3
18712	14	2	2	2	2	297	11	27.0	3.85	87.39	7.5	6.6	7.8	2.79	10.2	6.2	8.0	4.71548951048951	14.48	1.3	1.9156615384615385	255	4	975	986	11	286	321	26.0	0.04	1.1
18713	12	0	2	2	2	156	8	19.5	5.76	79.3	6.5	8.8	6.7	5.68	11.0	6.78	7.0	3.9567572463768115	8.42	1.7	2.8748521739130437	106	8	554	573	8	138	178	17.3	0.06	1.3
18714	14	2	2	2	2	282	14	20.142857142857142	5.62	85.83	6.1	7.6	7.0	5.22	7.666666666666666	6.74	8.0	4.0923027494593756	14.68	1.5	1.6638684584491807	201	8	966	999	13	249	306	19.2	0.05	1.2
18715	20	2	3	3	3	223	14	15.928571428571429	7.14	73.27	6.7	9.7	7.6	7.88	6.571428571428571	6.57	7.0	3.7410919904837425	13.07	2.0	2.8593652656621735	154	17	862	890	13	194	269	14.9	0.07	1.4
18716	18	3	3	2	2	409	13	31.46153846153846	3.93	37.44	20.5	13.6	27.3	11.04	31.0	9.48	21.0	9.08392857142857	22.17	3.1	9.57728527131783	202	20	1423	1509	6	301	425	50.2	0.02	1.4
18717	12	1	2	2	3	242	11	22.0	4.93	76.25	7.7	9.3	7.9	5.86	6.857142857142857	6.56	7.0	4.3144949041989396	13.35	1.9	3.127290582959642	170	13	889	909	11	223	289	20.3	0.05	1.3
18718	7	1	1	1	1	31	4	7.75	15.38	90.26	2.3	6.0	1.0	2.26	2.5	7.0	3.0	2.747807692307692	1.56	-0.4	-0.5616615384615384	20	1	101	106	4	26	33	6.5	0.15	1.3
18719	8	1	1	1	1	61	3	20.333333333333332	5.17	85.73	6.1	6.4	4.5	2.44	9.0	6.23	6.0	4.009827586206896	2.94	1.4	1.7739126436781607	48	1	197	200	3	58	70	19.3	0.05	1.2
18720	10	0	1	2	2	153	10	15.3	6.99	90.8	4.1	7.6	6.7	7.53	5.0	6.66	7.0	3.5769783216783213	9.34	1.3	2.260575384615385	114	6	626	636	10	143	178	14.3	0.07	1.2
18721	15	2	2	2	3	259	14	18.5	5.83	86.64	5.7	8.1	4.7	3.08	8.166666666666666	6.13	6.0	3.8990131960090113	12.65	1.4	1.2343470228516242	209	10	840	861	13	239	287	18.4	0.05	1.2
18722	24	3	3	3	3	254	14	18.142857142857142	7.07	64.44	10.1	11.0	13.4	9.52	11.8	7.98	11.0	5.1711832010582	13.54	2.8	4.729438624338625	128	15	864	922	8	189	273	23.6	0.04	1.4
18723	16	2	2	2	2	167	8	20.875	5.3	79.94	8.3	8.3	9.0	4.42	13.75	6.88	9.0	4.9946666666666655	8.39	1.9	2.6084666666666667	125	5	553	571	6	150	187	25.0	0.04	1.2
18724	24	3	3	3	3	367	20	18.35	6.39	79.5	6.4	8.5	6.9	5.74	7.0	7.62	7.0	4.168263300760044	18.96	1.6	2.1716074556641334	239	16	1235	1291	18	307	392	17.1	0.06	1.3
18725	20	3	3	2	3	211	7	30.142857142857142	3.65	77.61	9.2	6.2	12.3	7.14	17.0	7.14	7.0	5.496756918474196	11.97	1.9	3.5797368735976063	149	2	794	815	7	191	238	27.3	0.04	1.2
18726	20	3	3	3	3	412	24	17.166666666666668	6.98	77.57	7.2	8.0	8.8	7.02	7.666666666666666	6.84	8.0	4.347824561403508	22.09	2.0	2.6282619883040934	253	13	1432	1504	18	342	450	19.0	0.05	1.3
18727	9	0	2	2	2	154	8	19.25	5.56	75.95	7.8	8.0	9.1	7.2	13.25	6.52	8.0	4.6951269841269845	9.08	2.2	3.4201678571428573	99	5	608	618	7	144	194	20.6	0.05	1.3
18729	16	2	2	2	2	152	8	19.0	5.63	87.25	5.5	6.0	5.2	3.94	7.666666666666666	6.19	6.0	3.826257042253521	7.89	1.4	1.0188563380281686	114	2	527	537	8	142	172	17.8	0.06	1.2
18730	18	2	2	3	3	373	30	12.433333333333334	9.38	84.27	4.6	7.6	4.6	5.09	5.111111111111111	6.99	5.0	3.5055801929260446	19.21	1.3	1.6267364887459808	243	15	1246	1308	25	311	404	12.4	0.08	1.3
18731	15	2	2	2	3	61	5	12.2	9.43	94.56	2.7	5.7	0.5	1.14	4.6	6.25	5.0	2.9826566037735844	2.75	0.8	-0.41173660377358523	43	1	179	187	5	53	66	10.6	0.09	1.2
18732	16	2	2	2	3	221	19	11.631578947368421	10.16	86.4	3.8	5.8	3.7	4.79	3.909090909090909	6.45	4.0	2.892490990990991	11.56	0.8	0.43447147147147147	142	4	751	787	18	185	235	10.3	0.1	1.3
18733	22	2	3	3	3	264	18	14.666666666666666	9.14	60.99	11.5	10.6	15.6	9.64	11.4	8.74	12.0	5.920074074074073	13.85	2.9	5.1930507936507935	124	12	868	943	7	189	273	27.0	0.04	1.4
18734	4	1	1	1	1	76	2	38.0	2.74	68.78	12.6	0.0	13.2	3.44	18.5	7.18	13.0	6.392777777777777	3.73	1.7	3.4069777777777777	64	1	250	254	2	72	84	36.0	0.03	1.2
18736	16	2	2	2	2	205	13	15.76923076923077	7.6	75.24	8.1	7.6	7.9	4.59	13.25	6.92	8.0	4.69525	9.95	1.8	2.4628235294117653	132	5	641	677	8	170	215	21.3	0.05	1.3
18737	15	2	2	2	2	73	14	5.214285714285714	35.0	44.41	9.6	8.8	7.6	6.06	6.25	8.87	9.0	3.969	3.0	3.1	3.2005	26	4	171	204	4	40	70	10.0	0.1	1.8
18738	16	2	2	2	2	103	6	17.166666666666668	6.45	90.09	4.4	5.5	3.5	2.66	6.75	6.13	6.0	3.527333333333333	4.89	1.2	0.20444444444444398	73	1	319	333	6	90	110	15.0	0.07	1.2
18739	8	0	2	1	2	104	5	20.8	5.05	93.68	5.1	3.1	7.0	5.22	8.9	6.53	7.0	4.065143434343434	5.71	1.1	0.9039438383838387	90	0	384	389	5	99	111	19.8	0.05	1.1
18740	20	2	3	3	3	289	21	13.761904761904763	8.97	77.77	7.1	8.6	9.1	7.14	8.666666666666666	7.08	9.0	4.369721238938053	14.91	2.1	2.8519421828908555	160	11	952	1015	12	226	303	18.8	0.05	1.3
18741	24	3	3	3	3	347	22	15.772727272727273	7.38	83.15	5.0	7.5	5.6	6.08	6.857142857142857	7.11	7.0	3.6723990237949966	18.79	1.4	1.8427530201342281	230	13	1230	1279	22	298	387	13.5	0.07	1.3
18742	12	1	1	2	2	113	5	22.6	4.76	84.0	6.8	6.7	6.6	3.83	10.4	6.33	7.0	4.373333333333333	5.74	1.6	1.7475333333333327	84	2	382	391	5	105	128	21.0	0.05	1.2
18743	9	1	1	2	2	140	10	14.0	8.06	81.73	5.6	5.1	7.0	6.89	6.285714285714286	6.63	7.0	3.5867951680672268	7.77	1.6	1.4823521008403366	86	1	508	529	8	119	154	14.9	0.07	1.3
18744	12	2	2	2	2	181	9	20.11111111111111	5.62	93.68	5.1	5.1	5.7	3.19	7.5	7.02	6.0	4.0591930379746834	8.52	1.0	0.26751645569620175	142	1	557	580	8	158	177	19.8	0.05	1.1
18745	18	2	2	2	3	201	14	14.357142857142858	9.21	79.9	6.3	6.9	7.6	5.97	8.0	7.2	7.0	4.221	9.7	1.7	1.8454666666666668	110	4	609	660	9	150	195	16.7	0.06	1.3
18747	7	0	1	1	2	106	14	7.571428571428571	17.07	76.52	5.5	8.0	6.3	6.77	5.1875	6.33	7.0	3.434616724738676	5.6	1.8	2.598262717770035	63	5	357	381	7	82	117	11.7	0.09	1.4
18748	16	1	2	3	3	308	11	28.0	4.42	55.58	11.5	9.9	14.5	10.97	10.8	7.79	12.0	5.477166666666665	17.95	2.8	5.181008333333333	155	14	1157	1222	10	240	348	24.0	0.04	1.5
18749	13	2	2	2	2	136	10	13.6	8.62	71.75	7.3	6.2	8.5	8.0	6.285714285714286	6.65	7.0	4.052819875776397	7.77	2.0	2.9512484472049687	77	2	507	529	7	115	157	16.4	0.06	1.4
18750	6	1	1	1	1	35	3	11.666666666666666	10.34	87.01	3.5	3.1	2.1	3.05	3.833333333333333	6.84	4.0	3.388206896551724	1.69	0.7	-0.7321816091954023	21	0	109	115	3	29	37	9.7	0.1	1.3
18751	23	3	3	3	3	260	20	13.0	9.05	84.37	4.5	7.2	5.6	6.54	6.571428571428571	5.96	6.0	3.0760490196078427	14.41	1.3	1.5336362996480646	172	9	942	981	18	221	287	12.3	0.08	1.3
18752	14	2	2	2	2	109	9	12.11111111111111	9.38	102.91	1.6	5.0	0.7	1.49	4.444444444444445	6.8	5.0	3.0596666666666663	5.04	0.1	-0.7385124999999997	86	1	330	343	9	96	107	10.7	0.09	1.1
18753	10	0	1	2	2	127	7	18.142857142857142	6.48	78.59	6.8	8.8	7.4	5.86	11.2	7.89	7.0	4.5714444444444435	6.7	1.9	2.978303703703704	83	6	436	456	6	108	143	18.0	0.06	1.3
18754	18	2	2	3	3	183	8	22.875	5.1	53.85	12.1	12.5	14.1	9.81	11.2	7.88	13.0	5.742415584415584	10.87	3.2	5.4280900432900445	111	16	711	740	6	154	232	25.7	0.04	1.5
18756	21	3	3	3	3	317	21	15.095238095238095	7.29	90.7	4.2	7.4	4.3	4.34	5.111111111111111	6.76	5.0	3.4069	16.64	1.1	1.021916111111111	237	11	1104	1133	20	288	351	14.4	0.07	1.2
18757	17	2	3	2	2	128	6	21.333333333333332	5.36	82.78	7.2	5.7	8.2	4.64	10.2	6.73	7.0	4.666497297297297	6.42	1.7	1.733506666666666	87	1	420	437	5	111	137	22.2	0.05	1.2
18758	13	2	2	2	2	96	4	24.0	4.35	90.94	6.2	6.0	7.2	4.07	11.5	7.74	6.0	4.584833333333333	4.89	1.2	1.8168888888888883	79	1	327	333	4	90	102	22.5	0.04	1.1
18759	23	3	3	3	3	466	36	12.944444444444445	10.88	82.04	5.4	7.3	7.8	6.49	8.166666666666666	7.5	8.0	3.9977583286278935	22.01	1.7	1.4780695652173907	231	12	1354	1498	22	322	429	14.6	0.07	1.3
18760	16	2	2	2	2	140	7	20.0	5.3	78.52	8.9	3.1	8.4	3.14	12.5	6.62	9.0	5.147763636363635	6.85	1.5	1.7471103030303023	112	0	458	466	5	132	152	26.4	0.04	1.2
18761	20	3	3	3	3	447	24	18.625	6.38	65.96	9.5	9.5	11.5	8.36	5.875	7.19	10.0	4.881788841807909	24.18	2.3	3.9521248587570614	262	20	1564	1646	16	354	478	22.1	0.05	1.4
18762	17	2	3	2	2	130	8	16.25	6.61	73.07	6.8	8.8	6.9	7.18	7.142857142857142	7.13	7.0	4.250963842975207	7.82	2.1	3.637453719008265	85	8	523	532	8	121	170	15.1	0.07	1.4
18763	16	2	2	2	2	99	6	16.5	6.67	87.05	5.6	6.7	5.7	4.12	8.4	6.81	6.0	4.141444444444444	5.08	1.3	1.676711111111111	76	2	337	346	5	90	107	18.0	0.06	1.2
18764	9	2	1	1	2	75	5	15.0	7.81	92.32	3.6	7.6	3.1	3.12	6.0	6.74	4.0	3.853175	3.61	1.0	0.8828162500000003	53	3	235	246	5	64	78	12.8	0.08	1.2
18765	18	2	3	2	3	360	28	12.857142857142858	9.3	85.69	4.0	7.4	3.7	4.56	6.857142857142857	7.12	4.0	3.1692372372372373	18.14	1.0	0.8760817317317318	235	15	1174	1235	27	296	377	11.0	0.09	1.3
18766	9	0	1	2	2	93	6	15.5	6.9	82.14	5.4	7.8	5.8	6.37	6.916666666666667	7.26	6.0	3.97085632183908	5.44	1.7	2.2684804597701156	68	4	364	370	6	87	115	14.5	0.07	1.3
18767	13	2	2	2	2	228	17	13.411764705882353	8.72	92.12	3.6	5.7	2.9	2.83	5.5	6.95	6.0	3.5540512820512817	10.86	0.8	-0.15616923076923062	164	3	706	739	15	195	231	13.0	0.08	1.2
18768	11	2	2	1	1	166	2	83.0	1.35	-44.91	56.3	0.0	70.8	5.6	51.0	12.47	13.0	22.055648648648646	8.4	2.4	22.029721621621622	117	1	554	572	1	148	180	148.0	0.01	1.2
18769	12	0	2	2	3	86	3	28.666666666666668	3.75	47.8	16.5	0.0	19.2	8.31	14.666666666666666	8.19	17.0	7.769	5.16	3.0	6.718999999999999	61	4	345	351	2	80	113	40.0	0.03	1.4
18770	22	3	3	3	3	119	13	9.153846153846153	13.68	84.78	4.4	5.1	1.8	1.73	5.3125	6.55	5.0	3.328111842105263	5.14	1.0	-0.44939473684210585	79	1	326	350	8	95	119	11.9	0.08	1.3
18771	21	3	3	3	3	207	10	20.7	5.18	77.27	7.3	8.5	7.0	5.46	8.0	6.72	7.0	4.362372538860104	11.31	1.8	2.426778652849741	148	9	756	770	10	193	248	19.3	0.05	1.3
18772	17	2	2	3	2	152	12	12.666666666666666	9.76	66.1	11.6	10.7	14.6	7.67	28.0	9.18	8.0	6.241440082644628	7.89	2.4	4.98676694214876	91	7	508	537	4	121	160	30.3	0.03	1.3
18773	14	2	2	2	2	216	12	18.0	6.52	76.15	7.7	8.8	9.7	7.43	6.857142857142857	6.71	7.0	4.6097101449275355	11.97	2.2	3.487821980676328	131	9	783	815	9	184	247	20.4	0.05	1.3
18774	16	2	2	2	2	104	3	34.666666666666664	3.03	71.82	11.4	6.4	12.9	5.0	16.833333333333332	6.55	7.0	5.926343434343433	5.49	1.8	3.5046202020202015	84	1	370	374	3	99	118	33.0	0.03	1.2
18775	24	3	3	3	3	262	15	17.466666666666665	6.3	85.62	6.1	7.2	6.7	4.76	6.285714285714286	6.77	7.0	4.204217811158798	13.4	1.4	1.9143422031473531	195	6	886	912	12	233	281	19.4	0.05	1.2
18776	23	3	3	3	3	313	19	16.473684210526315	7.09	80.21	6.1	6.9	6.8	6.09	9.0	7.22	7.0	4.0341345419847325	16.39	1.5	1.8014496183206106	205	7	1069	1116	16	262	328	16.4	0.06	1.3
18777	13	2	2	2	1	139	9	15.444444444444445	7.2	87.15	5.6	7.4	5.9	4.41	6.428571428571429	7.05	6.0	4.044857142857143	7.17	1.5	1.254394285714286	104	4	474	488	7	125	154	17.9	0.06	1.2
18778	24	3	3	3	3	342	22	15.545454545454545	7.43	78.69	6.7	8.5	7.6	6.09	8.166666666666666	7.23	7.0	4.2013330419580415	17.89	2.0	2.767266433566434	224	14	1166	1218	16	286	380	17.9	0.06	1.3
18779	18	2	3	2	3	198	14	14.142857142857142	8.24	86.13	5.9	8.5	7.1	5.34	7.142857142857142	6.8	6.0	4.1599803921568625	10.14	1.5	1.7978692810457524	140	8	663	690	9	170	208	18.9	0.05	1.2
18780	15	2	2	2	2	263	20	13.15	8.37	93.14	3.3	7.0	2.8	3.76	4.7	6.54	7.0	3.2436152719665268	13.62	0.9	0.59467179916318	195	9	903	927	20	239	294	12.0	0.08	1.2
18781	12	1	2	2	2	165	3	55.0	1.92	53.85	18.3	7.8	22.0	5.36	26.0	9.27	10.0	8.718526315789473	8.56	2.2	6.676335087719298	126	2	570	583	3	152	188	50.7	0.02	1.2
18782	14	2	2	2	2	188	12	15.666666666666666	6.9	90.9	4.1	7.8	3.6	3.53	6.25	5.92	4.0	3.1906176470588234	9.49	0.9	0.8544313725490191	148	8	627	646	12	170	200	14.2	0.07	1.2
18783	9	2	1	1	1	119	6	19.833333333333332	5.5	26.17	18.6	10.5	16.0	6.57	8.0	7.47	7.0	6.435394495412844	6.57	4.2	5.94837370030581	80	5	437	447	3	109	181	36.3	0.03	1.7
18784	16	2	2	2	2	87	10	8.7	15.38	69.07	6.3	6.4	3.4	3.4	4.833333333333333	6.88	7.0	3.0148749999999995	3.88	2.3	-0.3330958333333336	52	2	241	264	6	64	99	10.7	0.09	1.5
18785	8	1	1	1	1	58	6	9.666666666666666	13.95	83.49	7.0	0.0	6.5	1.86	11.75	8.01	7.0	4.4704999999999995	2.31	1.7	0.5093348837209297	37	0	142	157	2	43	53	21.5	0.05	1.2
18786	23	3	3	3	3	209	9	23.22222222222222	4.84	66.1	11.6	9.7	14.9	8.25	18.333333333333332	7.83	8.0	6.061054945054945	12.03	2.4	4.81354652014652	132	8	783	819	6	182	240	30.3	0.03	1.3
18787	16	2	3	3	1	265	15	17.666666666666668	6.49	88.57	5.0	8.0	4.4	3.25	11.2	6.71	8.0	3.798400432900433	12.68	1.2	1.0278692640692637	195	10	829	863	14	231	277	16.5	0.06	1.2
18788	24	3	3	3	3	439	18	24.38888888888889	4.66	60.99	11.5	10.8	14.2	9.29	8.166666666666666	8.53	9.0	5.829068783068783	26.02	2.6	5.199532275132276	273	25	1712	1771	14	378	523	27.0	0.04	1.4
18789	19	3	2	2	3	240	33	7.2727272727272725	18.54	87.31	3.4	5.8	2.8	3.04	3.25	6.23	3.0	2.6914080425783555	10.87	0.7	0.3202202247191015	147	4	678	740	19	178	230	9.4	0.11	1.3
18790	16	2	2	2	3	216	6	36.0	2.93	70.6	11.9	8.8	13.6	5.0	17.666666666666668	8.03	9.0	6.4116219512195105	11.43	2.0	3.941178861788617	175	6	767	778	6	205	251	34.2	0.03	1.2
18791	23	3	3	3	3	221	10	22.1	5.49	78.69	6.7	7.6	8.6	7.13	8.0	8.05	8.0	4.564017318435754	11.78	1.9	2.6365950837988823	138	6	762	802	10	179	234	17.9	0.06	1.3
18792	16	2	2	2	2	190	8	23.75	4.79	75.64	7.9	8.5	9.6	7.31	11.0	7.42	8.0	4.709321107784431	10.74	1.9	2.7448209580838316	130	7	708	731	8	167	214	20.9	0.05	1.3
18793	24	3	3	3	3	275	15	18.333333333333332	6.41	77.27	7.3	8.1	7.3	5.17	11.2	6.99	7.0	4.4095270562770565	13.78	2.0	1.8276259740259744	173	9	895	938	12	231	303	19.3	0.05	1.3
18794	7	1	1	1	1	63	4	15.75	6.78	73.68	6.6	8.8	6.9	7.53	7.25	6.26	7.0	3.773155172413793	3.8	2.0	4.263020689655173	39	4	254	259	4	58	81	14.5	0.07	1.4
18795	10	1	1	2	2	131	5	26.2	4.2	59.47	12.0	8.8	14.9	9.12	13.25	7.82	12.0	5.611885964912281	7.86	2.5	4.720989473684211	78	4	513	535	4	114	155	28.5	0.04	1.4
18796	17	2	3	2	2	209	8	26.125	4.15	72.63	11.1	9.3	11.6	3.67	17.666666666666668	6.87	12.0	5.820095854922279	10.19	1.8	3.636064594127805	164	7	678	694	6	193	232	32.2	0.03	1.2
18797	10	1	1	1	2	55	4	13.75	8.0	101.09	2.3	3.1	1.5	1.78	5.25	7.1	2.0	3.4614999999999996	2.6	0.4	-0.8844000000000003	44	0	172	177	4	50	56	12.5	0.08	1.1
18798	19	2	3	2	3	207	15	13.8	10.71	52.53	12.6	9.9	16.4	9.87	14.0	10.12	10.0	6.620814814814814	10.24	3.1	4.674066666666665	82	7	625	697	5	135	201	27.0	0.04	1.5
18799	20	3	3	2	3	236	11	21.454545454545453	5.47	69.15	10.4	10.0	13.8	8.48	14.0	8.96	9.0	6.127123410620792	12.84	2.4	4.765129543754675	139	10	838	874	7	191	254	27.3	0.04	1.3
18800	17	2	2	2	3	178	9	19.77777777777778	5.45	86.74	5.7	6.4	4.3	2.67	7.666666666666666	6.17	6.0	3.8409696969696965	8.53	1.1	0.4942121212121209	143	3	568	581	9	165	190	18.3	0.05	1.2
18801	17	2	2	2	3	120	14	8.571428571428571	15.56	77.13	5.3	9.2	7.4	8.1	5.9375	8.8	9.0	3.7604339887640448	6.46	1.8	3.394762921348315	67	9	408	440	8	89	128	11.1	0.09	1.4
18802	11	2	2	2	1	132	13	10.153846153846153	10.92	102.81	1.6	3.1	1.8	2.88	3.545454545454546	7.09	2.0	2.8702459893048125	6.63	0.2	-0.643594957983193	105	0	438	451	11	119	134	10.8	0.09	1.1
18803	15	2	2	2	2	86	7	12.285714285714286	9.72	94.86	2.6	5.3	3.2	4.03	4.285714285714286	7.0	5.0	3.1253968253968254	4.36	0.7	0.7318547619047626	56	1	283	297	7	72	89	10.3	0.1	1.2
18804	9	0	1	2	2	135	10	13.5	8.0	101.09	2.3	3.1	3.8	4.68	4.555555555555555	1.38	5.0	2.7390999999999996	7.39	0.5	-0.4950800000000002	109	0	493	503	10	125	141	12.5	0.08	1.1
18805	19	2	3	3	3	315	18	17.5	6.57	88.26	5.1	8.1	5.7	4.64	7.2857142857142865	6.18	6.0	3.8746305970149253	15.69	1.4	1.4989582089552238	221	12	1027	1068	16	268	328	16.8	0.06	1.2
18806	20	3	3	3	3	152	10	15.2	7.41	83.15	5.0	8.2	4.4	4.92	6.125	6.53	5.0	3.570648148148148	8.05	1.4	1.4258296296296296	109	8	531	548	10	135	173	13.5	0.07	1.3
18807	7	1	1	1	1	40	2	20.0	5.41	86.54	5.8	0.0	5.8	4.35	8.25	6.26	6.0	4.144797297297297	2.07	1.4	1.758470270270271	29	0	138	141	2	37	45	18.5	0.05	1.2
18808	12	0	2	2	3	178	14	12.714285714285714	8.97	83.66	4.8	7.5	5.3	5.96	4.888888888888889	5.9	6.0	3.1130256410256405	9.86	1.3	2.000394871794871	119	7	649	671	12	156	200	13.0	0.08	1.3
18809	24	3	3	3	3	261	19	13.736842105263158	8.88	82.14	5.4	7.2	6.2	5.68	6.285714285714286	7.23	6.0	3.7307906403940883	12.93	1.6	1.3015674876847285	152	7	824	880	14	203	264	14.5	0.07	1.3
18810	20	3	3	2	3	228	10	22.8	4.81	75.17	10.2	9.2	11.7	5.18	13.25	6.78	7.0	5.648906593406593	11.81	2.0	3.6147670329670323	169	8	784	804	7	208	257	29.7	0.03	1.2
18811	19	2	3	2	3	229	13	17.615384615384617	6.28	89.18	4.8	7.0	4.2	3.59	8.166666666666666	5.95	7.0	3.5411586770717203	11.41	1.0	0.47617904124860644	178	6	755	777	13	207	242	15.9	0.06	1.2
18812	14	2	2	2	2	95	6	15.833333333333334	6.74	98.75	3.2	3.1	2.2	1.73	6.416666666666667	5.79	6.0	3.220387640449438	4.51	0.8	-0.2773385767790262	79	0	301	307	6	89	101	14.8	0.07	1.1
18813	10	1	1	2	2	217	12	18.083333333333332	6.28	-0.09	37.0	0.0	44.2	5.13	25.0	11.51	37.0	15.43015445026178	10.66	2.6	13.829615706806281	157	2	700	726	2	191	241	95.5	0.01	1.3
18814	20	3	3	2	3	145	9	16.11111111111111	7.03	82.44	5.3	7.8	5.5	5.73	5.625	7.55	6.0	3.784958333333333	7.9	1.4	2.211393055555556	99	6	521	538	9	128	163	14.2	0.07	1.3
18815	17	2	2	2	3	224	13	17.23076923076923	6.74	80.92	5.9	7.8	7.3	7.02	6.857142857142857	7.1	7.0	3.8256595744680846	12.22	1.9	2.5827645390070924	134	8	797	832	12	188	252	15.7	0.06	1.3
18816	17	2	2	2	3	181	12	15.083333333333334	7.5	83.36	4.9	7.2	4.7	5.09	5.75	6.58	5.0	3.572658805031446	9.68	1.2	0.8042993710691824	129	6	637	659	12	159	201	13.3	0.08	1.3
18817	20	3	3	3	3	223	12	18.583333333333332	6.03	77.06	7.4	8.8	9.0	7.25	8.0	7.11	8.0	4.382346153846154	12.59	1.8	3.2400153846153845	151	10	825	857	10	195	249	19.5	0.05	1.3
18818	24	3	3	3	3	439	36	12.194444444444445	9.73	92.12	3.6	6.7	4.3	4.34	3.416666666666667	6.8	4.0	3.380791208791208	21.83	1.1	0.711786813186813	297	11	1412	1486	28	364	451	13.0	0.08	1.2
18819	16	2	2	2	2	145	9	16.11111111111111	6.72	81.73	5.6	7.4	5.3	5.39	5.625	6.03	6.0	3.5159452736318406	8.05	1.4	1.6375565505804315	104	5	537	548	9	134	169	14.9	0.07	1.3
18820	19	3	3	3	2	230	17	13.529411764705882	8.25	99.87	2.7	6.1	2.5	2.49	5.5	6.46	3.0	3.3181184466019413	10.97	0.7	-0.17888375404530743	180	4	724	747	15	206	236	13.7	0.07	1.1
18821	23	3	3	3	3	292	14	20.857142857142858	5.69	73.0	8.9	9.6	10.0	6.1	19.666666666666668	7.09	10.0	4.8478191489361695	14.44	1.9	3.412497872340425	190	13	935	983	10	235	297	23.5	0.04	1.3
18822	6	1	1	1	1	42	2	21.0	5.0	85.02	6.4	0.0	7.3	5.51	9.0	6.6	6.0	4.304	2.34	1.4	1.47425	32	0	157	159	2	40	48	20.0	0.05	1.2
18823	16	2	2	2	3	112	12	9.333333333333334	12.0	88.43	3.0	7.2	2.0	3.67	3.666666666666667	5.94	4.0	2.874	6.01	0.6	1.5287333333333333	76	6	397	409	12	100	131	8.3	0.12	1.3
18824	14	2	2	2	2	159	6	26.5	4.11	84.34	8.7	6.7	9.4	2.86	12.5	6.6	7.0	5.580413793103448	7.39	1.4	1.9351103448275868	130	2	488	503	5	145	164	29.0	0.03	1.1
18825	21	2	3	3	3	417	27	15.444444444444445	7.01	90.29	4.3	6.3	4.5	4.4	6.571428571428571	5.93	5.0	3.369378205128205	22.17	1.2	0.8693893429487183	307	8	1475	1509	26	384	469	14.8	0.07	1.2
18826	24	3	3	3	3	273	16	17.0625	7.08	67.99	8.8	10.6	10.4	8.12	19.666666666666668	7.85	9.0	4.839238996297819	14.98	2.3	4.083973755656109	159	19	969	1020	11	221	303	20.1	0.05	1.4
18827	16	2	2	2	2	306	6	51.0	2.12	26.31	26.9	13.8	33.7	8.38	18.333333333333332	9.53	27.0	11.566557553956834	17.64	2.7	11.920795683453235	209	14	1174	1201	4	278	362	69.5	0.01	1.3
