id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
3891	3	3	277	7	39.57142857142857	2.81	39.27	19.8	14.0	25.0	10.17	19.0	8.26	20.0	8.44521818181818	16.75	2.8	8.085909752066115	189	18	1108	1140	5	242	329	48.4	0.02	1.4
3892	3	4	390	22	17.727272727272727	6.3	68.1	8.7	10.3	10.7	9.05	11.6	7.18	9.0	4.670764705882352	23.4	2.5	4.319588235294118	245	27	1542	1593	17	340	483	20.0	0.05	1.4
3893	4	4	574	34	16.88235294117647	6.9	71.65	7.4	9.3	8.6	8.06	5.555555555555555	7.42	9.0	4.4426700741487295	32.55	2.3	3.1933215895183933	339	34	2118	2216	29	479	679	16.5	0.06	1.4
3894	3	3	449	29	15.482758620689655	7.42	71.95	7.2	9.9	8.5	8.35	5.666666666666667	7.04	9.0	4.0050979381443295	26.43	2.3	3.1855666666666673	290	34	1736	1799	24	388	554	16.2	0.06	1.4
3895	4	3	329	17	19.352941176470587	5.57	76.05	7.7	8.4	8.6	6.15	5.5	5.48	9.0	3.9692212543554004	17.66	1.9	2.446990243902439	231	12	1160	1202	14	287	369	20.5	0.05	1.3
3896	4	4	632	33	19.151515151515152	5.79	-53.21	55.3	21.2	69.1	8.67	5.4	12.45	13.0	21.14039964157706	36.23	3.2	23.106174193548384	434	40	2385	2466	4	558	770	139.5	0.01	1.4
3897	4	4	342	17	20.11764705882353	5.26	58.66	12.4	10.0	11.9	5.93	11.2	6.46	12.0	5.447199887069452	18.76	3.0	3.9110770186335397	264	16	1256	1277	11	322	466	29.3	0.03	1.4
3898	3	4	479	21	22.80952380952381	4.86	63.43	10.5	9.6	12.4	8.71	8.333333333333334	6.85	9.0	5.053137442089007	28.13	2.4	3.7069428892320646	321	22	1855	1915	17	419	567	24.6	0.04	1.4
3899	4	3	474	21	22.571428571428573	4.84	71.07	9.7	9.6	11.5	7.38	11.2	6.32	10.0	4.939651416122004	27.28	2.1	3.1659535403050105	352	22	1813	1857	17	432	556	25.4	0.04	1.3
3900	3	3	395	16	24.6875	4.43	77.61	9.2	8.4	12.2	6.97	13.75	7.08	7.0	5.343469122426868	22.15	1.8	2.852141928494041	291	11	1465	1508	13	355	431	27.3	0.04	1.2
3901	3	3	374	14	26.714285714285715	4.17	51.92	12.9	13.0	14.3	9.23	11.8	7.92	13.0	6.027343655589123	22.65	3.0	6.292069284994964	236	36	1495	1542	12	331	483	27.6	0.04	1.5
3902	4	4	555	25	22.2	5.17	-154.71	94.3	0.0	120.6	10.65	14.75	17.53	0.0	35.32666283924843	33.27	3.4	40.428439665970764	358	30	2186	2265	2	479	676	239.5	0.0	1.4
3903	2	2	59	4	14.75	8.33	67.96	6.7	10.1	8.7	9.78	6.375	8.25	7.0	3.9595797872340426	3.55	2.4	4.923217021276596	28	6	229	242	4	47	72	11.8	0.09	1.5
3904	4	4	505	25	20.2	5.66	67.49	9.0	9.6	10.6	8.47	6.857142857142857	7.36	9.0	4.6951269841269845	29.29	2.3	3.5358160052910055	321	27	1916	1994	21	432	593	20.6	0.05	1.4
3905	3	3	344	13	26.46153846153846	4.15	59.87	11.9	8.8	12.7	7.14	13.5	6.61	12.0	5.412115916446012	19.36	2.9	3.587010355987055	238	11	1284	1318	11	309	442	28.1	0.04	1.4
3906	4	4	703	25	28.12	3.97	50.2	13.5	13.4	16.4	11.04	21.666666666666668	6.81	14.0	5.667472706155632	44.41	3.4	7.266254355400697	399	68	2937	3023	21	615	942	29.3	0.03	1.5
3907	4	4	356	19	18.736842105263158	5.85	58.42	10.4	10.8	11.6	9.69	9.0	7.77	10.0	5.099269182389936	22.28	2.7	4.88407396226415	230	27	1478	1517	15	318	462	21.2	0.05	1.5
3908	5	4	691	31	22.29032258064516	5.01	64.75	10.0	10.1	11.5	8.36	8.833333333333334	6.67	10.0	4.778189895912668	40.13	2.4	3.8238118304138107	459	39	2646	2732	26	606	821	23.3	0.04	1.4
3909	4	4	507	24	21.125	5.31	62.92	10.7	10.1	12.1	8.13	7.0	6.31	11.0	5.007542772861356	29.56	2.6	3.991918485742379	349	27	1957	2012	18	452	630	25.1	0.04	1.4
3910	3	2	386	10	38.6	2.73	-26.98	47.3	14.1	58.8	7.28	13.25	12.1	13.0	18.698923497267756	21.98	2.6	18.727170491803278	297	11	1476	1496	3	366	462	122.0	0.01	1.3
3911	3	2	530	41	12.926829268292684	8.47	-8.24	38.1	11.2	45.4	6.81	5.625	9.98	39.0	14.768082352941176	28.54	3.1	14.214120672268908	386	10	1882	1943	5	476	653	95.2	0.01	1.4
3912	3	3	393	18	21.833333333333332	5.16	65.25	9.8	11.1	12.0	9.35	12.6	6.75	10.0	4.732747368421052	23.53	2.5	4.5860488888888895	253	29	1551	1602	15	342	472	22.8	0.04	1.4
3913	3	3	317	13	24.384615384615383	4.53	56.83	13.1	11.4	16.5	10.05	10.8	7.89	11.0	6.085666666666667	19.48	2.8	5.712420634920635	204	19	1292	1326	9	280	391	31.1	0.03	1.4
3914	3	3	344	13	26.46153846153846	4.22	58.55	12.4	10.8	15.7	9.93	14.5	7.62	13.0	5.891202721088435	20.57	3.0	5.503979319727891	205	18	1348	1400	10	294	424	29.4	0.03	1.4
3915	3	4	446	26	17.153846153846153	6.53	70.13	8.0	9.2	8.8	7.77	8.833333333333334	6.6	9.0	4.249907831463247	26.22	2.3	3.0217465994962223	295	25	1736	1785	22	397	554	18.0	0.06	1.4
3916	4	4	395	21	18.80952380952381	5.85	74.22	8.4	7.9	10.1	7.49	8.0	6.47	8.0	4.483553370786517	22.65	1.9	2.0541606741573033	294	11	1504	1542	16	356	451	22.3	0.04	1.3
3917	3	3	406	15	27.066666666666666	4.14	72.5	9.1	9.9	10.2	6.39	11.6	6.06	10.0	4.652999999999999	22.01	1.9	3.343855555555555	288	21	1450	1498	15	360	456	24.0	0.04	1.3
3918	4	4	597	34	17.558823529411764	6.72	53.04	12.4	12.1	14.4	9.75	7.142857142857142	7.93	13.0	5.734413728157371	35.46	3.1	5.836409940357852	355	47	2317	2414	19	503	752	26.5	0.04	1.5
3919	4	4	587	36	16.305555555555557	6.92	69.11	8.3	10.3	10.0	8.88	5.222222222222222	6.68	9.0	4.369418402777777	34.99	2.5	3.939044907407407	366	43	2307	2382	27	512	733	19.0	0.05	1.4
3920	4	4	650	23	28.26086956521739	4.09	46.54	14.9	13.6	17.2	9.64	14.75	7.98	15.0	6.589420168067226	38.72	3.3	6.971353991596638	385	57	2545	2636	17	560	837	32.9	0.03	1.5
3921	3	3	500	29	17.24137931034483	6.62	54.39	14.0	10.6	15.6	7.38	6.625	7.91	7.0	6.486272325375772	27.46	2.6	4.760114058355437	339	22	1806	1869	13	435	592	33.5	0.03	1.4
3922	3	3	521	26	20.03846153846154	5.47	64.04	10.3	10.1	12.8	9.46	7.571428571428571	6.42	10.0	4.826508771929824	31.52	2.6	4.4840061403508775	327	28	2079	2146	19	456	641	24.0	0.04	1.4
3923	4	4	482	33	14.606060606060606	7.43	81.53	5.6	9.1	6.9	7.13	10.166666666666666	6.76	7.0	3.8941772052470345	28.41	1.8	2.683260246642055	341	32	1891	1934	29	439	592	15.1	0.07	1.3
3924	3	4	545	31	17.580645161290324	6.33	70.13	8.0	9.4	8.3	7.25	11.0	6.48	8.0	4.081056128293241	31.35	2.2	2.8092940053455515	364	33	2074	2134	27	485	665	18.0	0.06	1.4
3925	5	4	667	39	17.102564102564102	6.66	77.87	7.0	8.5	7.9	6.5	7.666666666666666	6.47	7.0	4.155763106579753	36.15	1.9	2.2769318736419852	464	27	2373	2461	31	579	757	18.7	0.05	1.3
3926	3	3	474	22	21.545454545454547	4.95	60.55	15.8	9.1	19.4	6.34	17.0	7.58	8.0	7.46662380952381	25.84	2.0	5.280334058956916	392	11	1728	1759	10	441	528	44.1	0.02	1.2
3927	3	3	365	19	19.210526315789473	6.11	57.5	10.7	10.5	11.4	8.41	8.666666666666666	6.97	11.0	4.848884792626729	20.99	3.0	4.254672811059908	211	23	1374	1429	14	310	461	22.1	0.05	1.5
3928	3	3	369	18	20.5	5.36	81.06	7.9	7.2	9.9	6.33	10.2	6.05	10.0	4.546659914712153	20.29	1.6	2.044752665245202	291	7	1346	1381	14	335	401	23.9	0.04	1.2
3929	3	3	339	14	24.214285714285715	4.33	67.42	11.1	8.6	12.0	6.28	7.0	6.41	12.0	5.413266457680249	18.85	2.1	3.1851479623824455	267	10	1263	1283	11	319	402	29.0	0.03	1.3
3930	3	3	532	33	16.12121212121212	6.9	71.65	7.4	9.6	7.7	7.48	5.777777777777778	6.8	7.0	4.242566873467032	31.11	2.3	3.392674563555042	347	37	2064	2118	29	478	679	16.5	0.06	1.4
3931	4	4	413	20	20.65	5.25	66.07	9.5	10.6	12.2	9.92	14.0	6.5	10.0	4.630839572192514	26.35	2.6	4.535592513368984	267	29	1755	1794	17	374	530	22.0	0.05	1.4
3932	4	4	599	35	17.114285714285714	6.65	70.13	8.0	10.6	9.5	8.52	12.0	7.04	8.0	4.445074591303197	35.58	2.6	4.290043695810445	368	50	2344	2422	29	521	755	18.0	0.06	1.4
3933	3	2	391	11	35.54545454545455	2.88	70.4	12.0	10.4	15.9	7.79	14.0	6.93	7.0	6.298558441558441	23.69	2.1	5.0147534391534405	308	18	1596	1613	11	378	472	34.4	0.03	1.2
3934	4	3	463	29	15.96551724137931	7.34	63.39	8.5	8.5	9.1	8.87	6.0	7.47	9.0	4.173122448979591	27.29	2.5	2.881239455782313	279	21	1786	1858	24	392	576	16.3	0.06	1.5
3935	3	3	406	9	45.111111111111114	2.38	5.84	30.6	14.6	36.5	9.6	13.75	8.6	31.0	11.626794520547945	24.39	3.6	12.290353424657532	273	20	1616	1660	5	365	542	73.0	0.01	1.5
3936	3	3	400	11	36.36363636363637	2.99	-85.35	69.8	0.0	87.8	7.28	12.75	14.34	13.0	26.627608635097488	21.84	2.9	28.227706406685236	290	8	1445	1487	2	359	468	179.5	0.01	1.3
3937	5	4	583	27	21.59259259259259	5.38	62.11	11.0	11.2	13.1	8.54	8.5	7.29	9.0	5.457010996049961	33.2	2.7	4.691168762677484	365	38	2168	2260	19	493	689	25.9	0.04	1.4
3938	3	3	432	12	36.0	2.96	46.11	19.3	10.4	23.4	7.62	17.666666666666668	8.09	8.0	8.426499999999999	24.78	2.4	6.867075	331	13	1655	1687	8	400	509	50.0	0.02	1.3
3939	4	3	467	23	20.304347826086957	5.26	65.05	9.9	11.7	10.4	7.61	13.0	6.66	10.0	4.849505720823798	27.65	2.5	4.444924942791761	343	43	1852	1882	19	437	607	23.0	0.04	1.4
3940	4	4	395	16	24.6875	4.49	56.12	13.3	12.4	14.9	7.67	10.166666666666666	6.79	15.0	6.0379350649350645	22.26	2.9	5.647942857142858	261	29	1470	1515	11	350	495	31.8	0.03	1.4
3941	2	2	283	15	18.866666666666667	5.88	68.6	8.5	8.8	8.6	6.96	7.833333333333334	5.98	9.0	4.126950440863483	15.98	2.2	2.2620127090301	201	13	1058	1088	13	253	344	19.5	0.05	1.4
3942	3	2	580	30	19.333333333333332	5.88	79.53	8.5	7.9	10.3	5.64	13.25	6.17	6.0	4.877486614173227	30.2	1.9	2.1584941732283456	430	14	1983	2056	20	508	634	25.4	0.04	1.2
3943	4	3	487	22	22.136363636363637	4.76	79.64	8.4	9.2	10.0	5.75	11.0	2.02	11.0	4.68668315018315	26.68	1.9	2.7748290598290604	385	20	1784	1816	18	455	568	25.3	0.04	1.2
3944	4	4	468	19	24.63157894736842	4.56	58.35	12.5	11.4	14.3	8.25	8.666666666666666	7.51	8.0	5.964126984126985	26.99	2.5	4.972821118012423	319	29	1782	1837	14	414	561	29.6	0.03	1.4
3945	3	3	412	18	22.88888888888889	4.88	71.99	9.3	10.0	12.0	8.42	12.0	6.65	12.0	4.952547826086956	24.33	2.3	3.957082028985508	286	22	1612	1656	15	368	490	24.5	0.04	1.3
3946	4	3	341	13	26.23076923076923	4.26	57.84	12.7	11.6	15.3	9.18	11.2	7.8	12.0	6.140242857142857	20.33	2.8	5.65944757475083	222	22	1343	1384	10	301	424	30.1	0.03	1.4
3947	3	2	532	21	25.333333333333332	4.25	59.84	16.0	8.8	18.4	4.55	13.75	7.59	16.0	7.489803798635441	26.72	1.9	4.76306247464503	444	11	1780	1819	11	493	575	44.8	0.02	1.2
3948	3	3	290	21	13.80952380952381	8.37	65.62	7.6	9.0	8.2	8.75	7.2857142857142865	6.05	9.0	3.3670882352941174	16.92	2.3	3.1204705882352943	165	18	1102	1152	17	240	351	14.1	0.07	1.5
3949	4	4	517	19	27.210526315789473	4.14	55.31	13.6	12.7	16.2	8.83	11.8	7.61	14.0	6.355694235588972	30.41	2.9	6.077017418546365	346	39	2007	2070	14	456	642	32.6	0.03	1.4
3950	3	3	307	13	23.615384615384617	4.73	71.99	9.3	8.6	11.6	7.84	7.833333333333334	7.07	8.0	5.096205387205387	17.48	2.0	3.0590000000000006	216	10	1155	1190	11	270	345	24.5	0.04	1.3
3951	5	4	931	49	19.0	5.84	59.33	10.0	11.3	11.4	9.92	8.5	7.19	10.0	4.742075959026739	58.76	2.7	5.09846744151918	580	83	3900	4000	41	831	1212	20.3	0.05	1.5
3952	2	2	201	13	15.461538461538462	7.34	77.37	7.2	7.8	7.8	5.86	7.833333333333334	6.69	8.0	4.145865125240848	10.56	1.8	1.9382041104688499	140	6	691	719	9	173	221	19.2	0.05	1.3
3953	4	4	492	22	22.363636363636363	4.95	63.83	10.4	9.9	11.4	7.72	7.0	7.26	8.0	5.240571865443425	28.15	2.6	4.167547298674821	321	25	1859	1916	18	436	613	24.2	0.04	1.4
3954	4	4	520	29	17.93103448275862	6.67	65.76	9.6	10.4	11.0	7.96	12.2	6.61	10.0	4.730351126042056	28.18	2.6	3.6623645390070925	316	31	1819	1918	19	423	597	22.3	0.04	1.4
3955	4	3	502	32	15.6875	6.97	71.65	7.4	8.8	7.5	7.19	7.142857142857142	6.23	8.0	3.761990012484394	28.72	2.3	2.465265501456513	342	27	1899	1955	27	445	631	16.5	0.06	1.4
3956	4	3	684	39	17.53846153846154	6.31	62.17	8.9	11.0	9.0	8.47	7.125	6.88	9.0	4.260041269841269	41.41	2.6	4.481585284780579	431	66	2746	2819	35	612	892	17.5	0.06	1.5
3957	2	3	223	14	15.928571428571429	7.07	70.33	7.9	8.3	8.3	7.25	7.0	7.02	8.0	4.3166697588126155	12.72	2.1	2.14450612244898	150	9	839	866	11	196	267	17.8	0.06	1.4
3958	3	3	510	24	21.25	5.14	81.16	7.9	7.1	10.6	7.09	7.666666666666666	6.32	8.0	4.592873311597577	28.44	1.8	2.266825663716814	379	9	1878	1936	19	452	557	23.8	0.04	1.2
3959	3	3	601	31	19.387096774193548	5.71	75.84	7.8	8.8	9.4	7.31	10.8	5.9	9.0	4.103520054433462	34.37	1.9	2.3994962612806185	445	26	2275	2340	26	537	688	20.7	0.05	1.3
3960	4	4	416	19	21.894736842105264	5.09	73.71	8.6	9.0	9.8	6.56	7.833333333333334	6.76	7.0	4.661035714285714	22.52	2.0	2.785805494505495	295	17	1479	1533	16	364	471	22.8	0.04	1.3
3961	4	4	716	33	21.696969696969695	5.45	56.39	11.2	11.6	12.9	9.58	10.333333333333334	7.4	12.0	5.196390774526678	41.13	2.9	5.125203043029259	394	55	2661	2800	25	581	855	23.2	0.04	1.5
3962	4	4	687	44	15.613636363636363	7.65	63.9	8.3	10.3	8.8	8.64	5.555555555555555	6.97	9.0	4.142728070175439	39.59	2.5	3.738894736842104	407	57	2578	2695	36	570	835	15.8	0.06	1.5
3963	4	4	445	23	19.347826086956523	5.58	-2.7	33.9	19.7	41.3	10.47	8.833333333333334	10.39	34.0	13.394041277641277	27.98	3.7	15.10259842751843	291	42	1863	1905	5	407	609	81.4	0.01	1.5
3964	3	2	270	12	22.5	4.96	37.98	16.2	14.3	18.9	11.73	6.625	9.44	12.0	7.1300952380952385	17.19	4.0	7.6439419913419915	154	27	1131	1170	7	231	380	33.0	0.03	1.6
3965	4	4	753	32	23.53125	4.92	-138.6	86.1	26.0	108.0	10.07	8.666666666666666	17.13	26.0	32.31926625386997	43.83	3.9	36.56734014447884	452	48	2879	2984	3	646	975	215.3	0.0	1.5
3966	3	2	213	9	23.666666666666668	4.46	68.54	10.6	9.2	10.8	5.0	11.2	7.13	11.0	5.38429304029304	11.15	2.0	3.0236373626373623	164	8	740	759	7	195	245	27.9	0.04	1.3
3967	3	4	298	13	22.923076923076923	4.87	58.25	12.5	10.7	13.8	7.67	7.571428571428571	6.71	13.0	5.537355805243445	16.94	2.6	4.349011985018726	208	16	1122	1153	9	267	364	29.7	0.03	1.4
3968	3	3	443	20	22.15	4.76	55.27	11.6	9.2	10.4	6.8	9.0	6.91	7.0	4.889167924797038	25.33	3.3	2.9395430565446516	342	19	1694	1724	17	413	633	24.3	0.04	1.5
3969	3	2	518	30	17.266666666666666	6.59	76.05	7.7	9.2	9.0	6.62	7.666666666666666	7.03	8.0	4.458917940466613	28.32	1.9	2.4959522123893807	371	25	1861	1928	22	452	583	20.5	0.05	1.3
3970	4	4	711	35	20.314285714285713	5.53	67.28	9.0	10.7	10.2	8.01	11.0	6.82	11.0	4.557376923076923	41.25	2.4	3.8674074358974355	461	53	2720	2808	30	624	865	20.8	0.05	1.4
3971	3	3	240	14	17.142857142857142	6.67	56.69	11.0	12.1	12.8	10.1	7.571428571428571	7.46	11.0	5.193517799352751	14.63	3.1	5.297701833872708	149	22	962	996	9	206	312	22.9	0.04	1.5
3972	4	4	234	17	13.764705882352942	8.21	65.15	9.9	11.9	11.8	9.06	6.5	6.54	12.0	4.734294498381876	14.0	2.5	4.634983387270765	165	21	925	953	9	206	286	22.9	0.04	1.4
3973	3	3	192	9	21.333333333333332	4.95	70.77	9.8	10.0	10.3	5.87	8.0	6.31	10.0	4.990269841269841	10.61	2.3	3.9009841269841274	144	10	710	722	7	180	239	25.7	0.04	1.3
3974	2	2	56	4	14.0	8.0	71.44	7.4	11.2	67.5	6.9	10.333333333333334	8.25	7.0	4.909000000000001	12.57	2.3	4.083066666666666	38	6	211	856	3	50	71	16.7	0.06	1.4
3975	4	4	405	22	18.40909090909091	5.77	66.88	9.2	10.1	9.6	7.6	7.2857142857142865	6.72	10.0	4.68124278215223	24.34	2.3	3.4861664041994747	298	27	1633	1657	18	381	520	21.2	0.05	1.4
3976	4	4	366	23	15.91304347826087	6.8	78.79	6.7	9.0	6.4	5.28	5.777777777777778	5.59	6.0	3.8307477421364062	19.98	1.8	2.397062721893491	274	20	1332	1360	19	338	441	17.8	0.06	1.3
3977	4	4	576	29	19.862068965517242	5.59	67.49	9.0	10.1	10.1	7.95	7.571428571428571	6.45	8.0	4.472424089068825	32.76	2.4	3.522626450742239	374	36	2147	2230	24	494	684	20.6	0.05	1.4
3978	4	4	536	28	19.142857142857142	5.87	58.21	10.5	11.3	11.5	9.17	14.0	8.22	11.0	5.354921733256129	32.61	2.8	5.18835796178344	325	45	2150	2220	22	471	692	21.4	0.05	1.5
3979	3	3	265	19	13.947368421052632	8.09	81.02	5.8	8.6	7.1	7.31	5.111111111111111	7.31	6.0	4.104411965811966	15.17	1.9	2.342123418803418	190	14	1004	1033	15	234	315	15.6	0.06	1.3
3980	3	3	254	16	15.875	6.72	85.22	6.3	7.2	9.1	7.72	5.625	6.28	6.0	4.06911344537815	15.29	1.6	1.6244946778711475	206	6	1025	1041	12	238	295	19.8	0.05	1.2
3981	4	4	713	31	23.0	4.71	62.82	10.8	12.7	12.8	9.17	11.8	7.01	13.0	5.2576802701115675	44.26	2.9	5.7165126247798	471	73	2955	3013	26	655	946	25.2	0.04	1.4
3982	4	4	516	10	51.6	2.1	-7.84	37.9	20.8	47.5	9.89	15.75	10.34	10.0	15.040399156118141	31.82	3.3	16.65456843881856	354	48	2123	2166	5	474	669	94.8	0.01	1.4
3983	5	4	723	37	19.54054054054054	6.18	-528.4	233.8	0.0	297.6	11.87	10.5	36.0	234.0	85.49419627749576	43.39	4.6	101.6798108291032	361	72	2821	2954	1	591	967	591.0	0.0	1.6
3984	4	4	560	31	18.06451612903226	5.96	68.4	8.6	9.4	9.4	7.95	8.333333333333334	6.28	9.0	4.283382131567063	33.39	2.3	3.0317493000150537	376	31	2224	2273	26	511	701	19.7	0.05	1.4
3985	3	3	248	13	19.076923076923077	5.99	68.4	8.6	9.1	8.3	6.33	8.166666666666666	7.31	9.0	4.492434855467113	13.44	2.3	2.395796313364055	172	12	884	915	11	217	297	19.7	0.05	1.4
3986	3	4	701	45	15.577777777777778	7.23	73.27	6.7	9.0	8.3	8.69	5.875	6.58	7.0	3.810903238704518	42.42	2.2	2.8186753298680527	438	43	2796	2888	41	610	867	14.9	0.07	1.4
3987	3	3	252	5	50.4	2.04	48.34	18.4	10.4	22.8	8.2	13.75	7.13	11.0	8.046582426778242	15.16	2.3	6.725821087866109	187	8	1014	1032	5	239	301	47.8	0.02	1.3
3988	4	4	431	23	18.73913043478261	6.05	68.6	8.5	10.9	10.4	8.99	5.4	6.35	9.0	4.258843527738264	25.53	2.6	4.271027027027028	259	35	1677	1738	19	370	535	19.5	0.05	1.4
3989	4	4	355	17	20.88235294117647	5.33	59.47	12.0	11.0	14.0	8.3	10.8	8.28	11.0	6.032560557653209	20.71	2.7	4.849500958466452	234	21	1366	1410	11	313	434	28.5	0.04	1.4
3990	4	4	521	26	20.03846153846154	5.68	67.59	8.9	9.9	9.4	7.25	9.0	6.75	9.0	4.530386917960088	29.03	2.4	3.567322838137472	337	31	1906	1976	22	451	622	20.5	0.05	1.4
3991	4	2	499	19	26.263157894736842	4.08	53.92	16.2	10.4	18.9	6.87	14.0	7.23	7.0	7.2618201368523945	27.9	2.5	5.908870967741935	373	18	1863	1899	11	465	604	42.3	0.02	1.3
3992	4	4	529	25	21.16	5.34	66.07	9.5	9.7	11.1	8.3	7.2857142857142865	7.25	10.0	4.913589015735884	31.0	2.5	3.660281991154994	339	28	2042	2110	21	463	649	22.0	0.05	1.4
3993	3	3	239	16	14.9375	7.21	80.41	6.1	7.6	7.7	7.6	5.5	6.62	8.0	3.935739926739926	13.82	1.9	2.017399267399268	158	8	912	941	13	210	283	16.2	0.06	1.3
3994	4	4	551	25	22.04	4.92	63.93	10.3	11.8	11.8	8.59	11.8	7.08	12.0	5.239195369847543	33.45	2.8	4.975541991341991	371	48	2230	2277	21	506	727	24.1	0.04	1.4
3995	3	4	336	14	24.0	4.64	49.28	13.9	13.5	15.1	9.06	11.8	6.76	14.0	5.723690066225165	20.21	3.0	6.5589764238410595	217	33	1342	1376	10	302	438	30.2	0.03	1.5
3996	4	4	522	29	18.0	6.29	68.1	8.7	9.9	9.9	8.18	7.142857142857142	7.3	9.0	4.4859547297934546	30.64	2.3	3.587788003395266	346	32	2025	2086	23	461	630	20.0	0.05	1.4
3997	3	3	239	7	34.142857142857146	3.3	50.4	13.5	12.8	16.7	11.27	15.0	8.33	14.0	6.550103641456582	14.98	3.4	6.7200386554621865	127	20	983	1020	7	204	311	29.1	0.03	1.5
3998	4	4	350	16	21.875	4.98	61.5	11.3	11.5	12.4	7.84	8.833333333333334	7.23	12.0	5.494996855345912	20.46	2.5	4.636586163522013	255	26	1361	1393	12	318	432	26.5	0.04	1.4
3999	4	3	513	21	24.428571428571427	4.52	52.43	12.7	12.6	14.0	9.29	10.5	8.28	13.0	6.112554987212276	31.5	3.1	6.029387468030691	332	47	2086	2144	17	460	684	27.1	0.04	1.5
4000	2	3	324	13	24.923076923076923	4.22	79.33	8.6	6.8	9.3	4.77	10.4	5.93	9.0	4.614328175895765	17.17	1.5	1.602240173724212	270	5	1152	1169	12	307	359	25.6	0.04	1.2
4001	4	4	462	16	28.875	3.64	52.4	16.8	11.4	19.7	6.92	13.5	7.4	7.0	7.525302283105022	26.24	2.5	6.406168219178082	356	21	1762	1786	10	438	568	43.8	0.02	1.3
4002	3	2	436	11	39.63636363636363	2.67	59.34	16.2	9.4	20.2	6.58	13.5	7.24	7.0	7.589333333333332	24.12	2.1	5.931939215686276	340	11	1615	1642	9	408	497	45.3	0.02	1.2
4003	4	3	405	27	15.0	7.48	72.87	6.9	9.8	8.0	8.11	5.555555555555555	6.68	7.0	3.8031630434782606	23.96	2.2	3.1091426383399203	268	31	1578	1631	23	352	497	15.3	0.07	1.4
4004	2	2	129	6	21.5	5.31	-0.64	22.7	10.5	17.6	7.38	13.5	9.56	23.0	7.519911504424778	7.12	6.0	5.54100825958702	85	5	469	485	3	113	230	37.7	0.03	2.0
4005	4	4	523	23	22.73913043478261	4.84	68.84	10.5	9.6	12.4	6.91	10.4	6.79	7.0	5.34106508135169	29.28	2.1	3.59614142678348	382	22	1938	1993	17	470	602	27.6	0.04	1.3
4006	3	3	294	16	18.375	6.11	66.78	9.2	11.2	11.1	8.7	7.0	7.22	9.0	4.8548124999999995	17.45	2.6	4.281855208333333	200	24	1147	1188	12	256	364	21.3	0.05	1.4
4007	3	3	433	25	17.32	6.43	87.05	5.6	7.1	7.0	5.45	5.625	5.86	6.0	3.792157557482095	22.87	1.6	0.9191054403819576	316	10	1506	1557	21	379	472	18.0	0.06	1.2
4008	2	2	52	1	52.0	1.92	55.58	17.7	0.0	25.3	10.58	25.5	8.32	26.0	8.274530612244897	3.41	2.3	6.896167346938776	40	1	228	232	1	49	61	49.0	0.02	1.2
4009	1	1	66	2	33.0	3.57	44.58	13.6	0.0	11.8	5.98	14.25	9.42	14.0	6.68493396226415	3.31	3.6	3.3501396226415094	35	2	210	225	2	53	84	26.5	0.04	1.6
4010	4	4	595	41	14.512195121951219	7.98	-452.61	202.6	0.0	256.7	12.91	7.625	31.54	13.0	73.5673937007874	38.21	4.8	88.5297653543307	315	76	2514	2601	1	508	853	508.0	0.0	1.7
4011	3	2	314	10	31.4	3.58	42.08	16.7	13.7	20.3	10.75	12.0	8.45	11.0	7.216592227695676	18.82	3.2	7.6277154898741095	191	24	1234	1281	7	261	379	37.3	0.03	1.5
4012	4	4	305	12	25.416666666666668	4.36	-197.17	108.6	0.0	137.2	10.76	11.8	19.14	109.0	40.08804395604395	18.85	3.7	46.99635091575091	204	27	1251	1283	1	273	401	273.0	0.0	1.5
4013	3	4	372	14	26.571428571428573	4.02	41.16	17.0	12.8	20.0	10.28	7.857142857142858	7.32	17.0	6.953333333333333	23.89	3.3	7.345290439276486	243	26	1598	1626	9	344	508	38.2	0.03	1.5
4014	4	4	580	26	22.307692307692307	4.89	70.57	9.9	10.6	12.1	7.67	11.0	6.57	11.0	5.016151740812379	33.3	2.3	4.070562940038686	412	34	2199	2267	20	517	681	25.9	0.04	1.3
4015	4	3	754	39	19.333333333333332	5.69	76.76	7.5	9.4	8.7	6.85	10.6	6.28	7.0	4.233820911153779	42.44	2.0	2.8393605864897884	537	41	2806	2889	34	674	891	19.8	0.05	1.3
4016	4	4	438	21	20.857142857142858	5.22	54.86	11.7	11.5	12.5	8.94	9.0	7.34	12.0	5.343228639240506	26.57	3.0	4.98049683544304	286	34	1767	1809	16	395	580	24.7	0.04	1.5
4017	3	2	364	12	30.333333333333332	3.65	46.98	16.8	11.9	20.1	8.95	11.0	7.5	11.0	7.165118098159509	21.49	2.8	6.618307975460123	239	19	1424	1463	8	326	446	40.8	0.02	1.4
4018	4	4	524	21	24.952380952380953	4.65	49.79	13.7	12.8	15.8	9.7	11.4	8.23	14.0	6.342610762331839	31.03	3.0	6.444462660687593	311	43	2028	2112	15	446	649	29.7	0.03	1.5
