id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density
4256	3	3	489	17	28.764705882352942	3.59
4257	4	4	483	26	18.576923076923077	6.06
4258	2	2	221	6	36.833333333333336	3.02
4259	3	2	446	26	17.153846153846153	6.81
4260	3	3	464	28	16.571428571428573	6.62
4261	4	4	704	34	20.705882352941178	5.53
4262	4	4	392	30	13.066666666666666	8.5
4263	3	3	443	20	22.15	4.73
4264	2	2	214	3	71.33333333333333	1.43
4265	4	4	620	27	22.962962962962962	4.68
4266	3	3	409	8	51.125	2.03
4267	4	4	526	24	21.916666666666668	5.18
4268	3	3	355	9	39.44444444444444	2.62
4269	3	4	233	16	14.5625	7.88
4270	3	4	441	23	19.17391304347826	5.96
4271	4	3	427	21	20.333333333333332	5.37
4272	4	3	579	20	28.95	3.86
4273	3	4	274	13	21.076923076923077	5.39
4274	3	3	339	17	19.941176470588236	5.38
4275	4	4	442	23	19.217391304347824	5.78
4276	4	4	302	21	14.380952380952381	7.72
4277	4	3	456	19	24.0	4.74
4278	4	3	353	16	22.0625	4.78
4279	3	3	386	15	25.733333333333334	4.11
4280	3	3	404	26	15.538461538461538	7.58
4281	4	4	550	23	23.91304347826087	4.61
4282	3	3	250	12	20.833333333333332	5.38
4283	4	4	534	30	17.8	6.4
4284	2	1	65	3	21.666666666666668	5.45
4285	3	3	349	21	16.61904761904762	6.56
4286	3	3	439	19	23.105263157894736	4.94
4287	4	4	429	24	17.875	6.17
4288	3	3	340	19	17.894736842105264	6.17
4289	4	3	426	16	26.625	4.15
4290	4	4	644	34	18.941176470588236	5.88
4291	3	4	248	17	14.588235294117647	7.8
4292	3	3	197	10	19.7	5.38
4293	4	4	714	25	28.56	3.73
4294	4	4	482	23	20.956521739130434	5.19
4295	3	3	368	23	16.0	7.08
4296	3	3	511	14	36.5	2.95
4297	3	4	515	36	14.305555555555555	7.95
4298	4	3	404	27	14.962962962962964	7.38
4299	3	4	321	16	20.0625	5.35
4300	4	4	834	25	33.36	3.24
4301	3	4	538	24	22.416666666666668	4.73
4302	3	3	343	24	14.291666666666666	7.87
4303	4	4	685	38	18.026315789473685	6.02
4304	4	4	415	21	19.761904761904763	5.53
4305	4	4	549	24	22.875	4.71
4306	3	3	575	36	15.972222222222221	6.57
4307	4	4	376	23	16.347826086956523	6.91
4308	4	4	671	28	23.964285714285715	4.59
4309	2	2	73	4	18.25	5.8
4310	2	2	198	12	16.5	6.52
4311	3	3	242	14	17.285714285714285	6.45
4312	4	4	489	21	23.285714285714285	4.68
4313	3	3	529	15	35.266666666666666	3.04
4314	3	3	214	10	21.4	5.35
4315	3	3	311	17	18.294117647058822	5.96
4316	3	3	345	26	13.26923076923077	8.41
4317	3	3	193	9	21.444444444444443	5.42
4318	4	4	465	28	16.607142857142858	6.97
4319	2	2	161	7	23.0	4.86
4320	2	2	139	8	17.375	6.45
4321	4	4	518	25	20.72	5.41
4322	3	2	264	13	20.307692307692307	5.28
4323	3	3	363	17	21.352941176470587	5.0
4324	3	3	236	8	29.5	3.65
4325	3	3	669	21	31.857142857142858	3.38
4326	4	4	350	14	25.0	4.42
4327	2	3	273	16	17.0625	6.72
4328	3	3	384	23	16.695652173913043	6.55
4329	4	4	675	34	19.852941176470587	5.66
4330	3	2	463	29	15.96551724137931	6.68
4331	3	3	234	12	19.5	6.0
4332	4	4	565	42	13.452380952380953	8.45
4333	3	3	249	15	16.6	6.47
4334	3	4	276	17	16.235294117647058	6.75
4335	2	3	174	12	14.5	8.22
4336	3	2	378	6	63.0	1.67
4337	5	4	651	36	18.083333333333332	6.36
4338	3	3	359	16	22.4375	4.78
4339	2	2	197	14	14.071428571428571	7.73
4340	3	3	264	11	24.0	4.58
4341	3	3	246	7	35.142857142857146	3.11
4342	4	3	388	22	17.636363636363637	6.53
4343	1	1	42	5	8.4	13.16
4344	4	3	656	34	19.294117647058822	5.92
4345	4	4	555	21	26.428571428571427	4.23
4346	3	3	276	10	27.6	4.2
4347	3	3	191	11	17.363636363636363	6.71
4348	3	4	337	18	18.72222222222222	5.79
4349	3	4	345	21	16.428571428571427	6.89
4350	4	4	569	28	20.321428571428573	5.3
4351	5	4	725	38	19.07894736842105	6.17
4352	4	3	431	26	16.576923076923077	6.67
4353	2	1	83	1	83.0	1.23
4354	3	3	358	22	16.272727272727273	6.96
4355	6	4	727	32	22.71875	4.88
4356	2	1	126	10	12.6	8.55
4357	3	3	207	6	34.5	3.11
4358	4	3	459	19	24.157894736842106	4.42
4359	3	3	446	26	17.153846153846153	6.58
4360	3	3	224	4	56.0	1.85
4361	4	3	567	42	13.5	9.03
4362	2	2	136	9	15.11111111111111	7.32
4363	3	2	453	17	26.647058823529413	4.12
4364	2	2	213	9	23.666666666666668	4.46
4365	4	4	599	28	21.392857142857142	5.24
4366	4	3	419	23	18.217391304347824	6.12
4367	4	4	516	24	21.5	5.12
4368	3	3	269	10	26.9	3.89
4369	1	1	195	3	65.0	1.58
4370	4	4	652	32	20.375	5.25
4371	4	4	590	40	14.75	7.63
4372	4	4	308	17	18.11764705882353	5.94
4373	4	4	331	10	33.1	3.24
4374	1	1	54	2	27.0	3.64
4375	4	4	497	19	26.157894736842106	4.26
4376	3	4	381	27	14.11111111111111	7.85
4377	4	4	511	15	34.06666666666667	3.25
4378	3	3	515	29	17.75862068965517	6.02
4379	4	4	694	27	25.703703703703702	4.38
4380	3	3	465	22	21.136363636363637	5.08
4381	3	3	501	28	17.892857142857142	6.21
4382	2	1	49	3	16.333333333333332	6.52
4383	3	3	170	8	21.25	4.94
4384	4	3	458	25	18.32	5.91
4385	4	4	388	18	21.555555555555557	5.06
4386	3	2	558	24	23.25	4.5
4387	3	4	220	16	13.75	8.12
4388	4	4	622	31	20.06451612903226	5.46
4389	4	4	380	17	22.352941176470587	4.78
4390	4	3	367	17	21.58823529411765	4.87
4391	3	3	424	27	15.703703703703704	7.14
4392	5	4	997	53	18.81132075471698	6.35
4393	3	3	634	32	19.8125	5.78
4394	4	4	410	17	24.11764705882353	4.5
4395	3	3	280	14	20.0	5.3
4396	4	4	295	16	18.4375	6.18
4397	3	3	415	20	20.75	5.25
4398	4	4	726	33	22.0	4.93
4399	3	3	333	15	22.2	4.75
4400	4	4	270	16	16.875	6.9
4401	5	4	937	41	22.853658536585368	5.0
4402	3	3	334	6	55.666666666666664	1.81
4403	4	4	447	25	17.88	6.38
4404	4	4	502	30	16.733333333333334	6.61
4405	4	3	342	18	19.0	6.06
4406	4	3	442	19	23.263157894736842	4.66
4407	3	3	408	14	29.142857142857142	3.76
4408	3	3	284	15	18.933333333333334	6.0
4409	3	3	412	22	18.727272727272727	5.84
4410	4	4	677	27	25.074074074074073	4.46
4411	4	4	405	18	22.5	4.88
4412	5	4	329	19	17.31578947368421	6.83
4413	4	4	454	22	20.636363636363637	5.43
4414	4	4	628	28	22.428571428571427	5.0
4415	4	4	454	27	16.814814814814813	6.4
4416	3	3	473	32	14.78125	7.71
4417	5	4	1140	42	27.142857142857142	4.07
4418	3	3	344	17	20.235294117647058	5.35
4419	5	4	853	47	18.148936170212767	6.46
4420	5	4	614	33	18.606060606060606	6.25
4421	4	4	465	25	18.6	5.73
4422	4	4	412	18	22.88888888888889	5.01
4423	2	2	283	9	31.444444444444443	3.52
4424	2	2	100	7	14.285714285714286	7.78
4425	4	4	536	27	19.85185185185185	5.54
4426	3	3	540	22	24.545454545454547	4.62
4427	3	3	474	23	20.608695652173914	5.4
4428	4	4	596	25	23.84	4.46
4429	4	4	634	33	19.21212121212121	5.68
4430	4	4	835	43	19.41860465116279	5.66
4431	3	4	240	10	24.0	4.33
4432	3	3	234	11	21.272727272727273	5.34
4433	4	4	819	44	18.613636363636363	5.81
4434	3	4	534	33	16.181818181818183	7.02
4435	4	3	424	16	26.5	4.06
4436	4	4	424	22	19.272727272727273	5.5
4437	3	4	270	13	20.76923076923077	5.12
4438	3	2	416	19	21.894736842105264	5.01
4439	4	4	666	21	31.714285714285715	3.41
4440	4	4	505	25	20.2	5.67
4441	3	4	416	16	26.0	4.34
4442	4	4	375	21	17.857142857142858	6.38
4443	4	4	375	22	17.045454545454547	6.57
4444	3	2	258	5	51.6	1.97
4445	3	3	582	34	17.11764705882353	6.51
4446	3	3	204	7	29.142857142857142	3.61
4447	3	3	570	32	17.8125	6.12
4448	4	4	758	39	19.435897435897434	5.67
4449	4	4	433	27	16.037037037037038	7.07
4450	3	3	254	13	19.53846153846154	5.7
4451	4	4	638	21	30.38095238095238	3.74
4452	3	3	417	23	18.130434782608695	6.13
4453	4	4	423	20	21.15	5.41
4454	1	1	35	2	17.5	6.06
4455	4	4	621	31	20.032258064516128	5.5
4456	3	4	491	24	20.458333333333332	5.44
4457	3	4	317	14	22.642857142857142	4.68
4458	4	4	675	31	21.774193548387096	5.0
4459	5	4	578	24	24.083333333333332	4.61
4460	4	4	569	26	21.884615384615383	5.03
4461	4	4	361	21	17.19047619047619	6.65
4462	4	4	815	32	25.46875	4.51
4463	4	4	510	20	25.5	4.61
4464	2	2	134	5	26.8	4.0
4465	4	4	430	18	23.88888888888889	4.96
4466	2	3	141	5	28.2	3.7
4467	3	2	211	14	15.071428571428571	7.73
4468	3	4	352	18	19.555555555555557	5.86
4469	4	4	547	26	21.03846153846154	5.22
4470	3	3	326	16	20.375	5.18
4471	4	4	634	52	12.192307692307692	9.56
4472	3	3	239	15	15.933333333333334	6.76
4473	4	3	364	22	16.545454545454547	6.71
4474	4	4	501	39	12.846153846153847	8.86
4475	2	3	177	8	22.125	4.73
4476	3	2	391	13	30.076923076923077	3.52
4477	3	3	463	21	22.047619047619047	4.83
4478	4	4	494	22	22.454545454545453	4.87
4479	4	4	680	29	23.448275862068964	4.65
4480	4	4	454	18	25.22222222222222	4.31
4481	3	3	477	22	21.681818181818183	5.09
4482	3	3	162	9	18.0	6.16
4483	3	3	513	32	16.03125	6.99
4484	4	3	459	27	17.0	6.34
4485	3	3	675	21	32.142857142857146	3.43
4486	4	4	411	20	20.55	5.26
4487	3	3	590	29	20.344827586206897	5.3
4488	3	4	329	16	20.5625	5.28
4489	4	4	469	26	18.03846153846154	5.96
4490	3	3	294	19	15.473684210526315	7.54
4491	4	4	387	14	27.642857142857142	3.97
4492	3	4	263	18	14.61111111111111	7.41
4493	4	4	565	21	26.904761904761905	4.25
4494	4	4	393	23	17.08695652173913	6.57
4495	4	4	306	12	25.5	4.53
4496	4	4	467	18	25.944444444444443	4.17
4497	4	4	568	31	18.322580645161292	6.05
4498	4	3	546	26	21.0	5.22
4499	4	3	614	25	24.56	4.52
4500	2	1	149	4	37.25	2.9
4501	4	4	427	22	19.40909090909091	5.82
4502	3	4	400	20	20.0	5.9
4503	4	4	878	46	19.08695652173913	5.64
4504	3	3	349	17	20.529411764705884	5.35
4505	3	4	335	18	18.61111111111111	5.83
4506	3	4	311	10	31.1	3.51
4507	2	2	143	6	23.833333333333332	4.48
4508	4	4	456	18	25.333333333333332	4.4
4509	3	2	155	5	31.0	3.4
4510	4	3	429	16	26.8125	3.93
4511	5	4	545	28	19.464285714285715	5.61
4512	4	4	258	12	21.5	5.17
4513	4	4	500	26	19.23076923076923	5.79
4514	4	4	554	26	21.307692307692307	5.09
4515	3	4	269	16	16.8125	6.58
4516	3	3	280	13	21.53846153846154	4.89
4517	3	3	302	17	17.764705882352942	6.14
4518	3	3	330	16	20.625	5.42
4519	3	4	467	26	17.96153846153846	6.47
4520	4	4	387	16	24.1875	4.68
4521	4	3	548	28	19.571428571428573	5.49
4522	3	2	262	10	26.2	4.05
4523	4	4	459	26	17.653846153846153	6.34
4524	3	3	362	22	16.454545454545453	6.77
4525	3	3	236	12	19.666666666666668	5.5
4526	3	3	316	10	31.6	3.45
4527	4	4	752	33	22.78787878787879	4.8
4528	4	4	392	22	17.818181818181817	6.55
4529	3	2	404	12	33.666666666666664	3.19
4530	3	1	431	2	215.5	0.48
4531	4	3	391	20	19.55	6.25
4532	4	4	416	19	21.894736842105264	5.29
4533	3	3	322	5	64.4	1.61
4534	4	4	849	25	33.96	3.21
4535	2	2	362	12	30.166666666666668	3.55
4536	3	3	486	21	23.142857142857142	5.22
4537	4	4	491	28	17.535714285714285	6.33
4538	4	3	470	29	16.20689655172414	6.86
4539	4	3	429	17	25.235294117647058	4.53
4540	5	4	494	22	22.454545454545453	5.25
4541	5	4	771	27	28.555555555555557	3.96
4542	4	4	581	26	22.346153846153847	4.88
4543	4	4	509	23	22.130434782608695	4.86
4544	3	3	470	14	33.57142857142857	3.47
4545	4	3	410	20	20.5	5.63
4546	5	4	467	21	22.238095238095237	5.02
4547	2	1	95	3	31.666666666666668	3.19
4548	2	2	321	5	64.2	1.59
4549	3	3	496	26	19.076923076923077	5.83
4550	3	4	239	13	18.384615384615383	6.1
4551	3	3	364	21	17.333333333333332	6.58
4552	3	4	441	22	20.045454545454547	5.46
4553	4	4	526	36	14.61111111111111	7.68
4554	4	4	302	16	18.875	6.04
4555	3	3	170	8	21.25	5.1
4556	4	3	322	15	21.466666666666665	5.24
4557	4	4	397	19	20.894736842105264	5.16
4558	4	4	366	20	18.3	6.1
4559	4	4	651	22	29.59090909090909	3.67
4560	2	2	47	3	15.666666666666666	6.67
4561	3	3	329	10	32.9	3.21
4562	5	4	605	30	20.166666666666668	5.7
4563	3	4	295	16	18.4375	6.04
4564	3	3	528	29	18.20689655172414	6.02
4565	3	4	472	23	20.52173913043478	5.29
4566	3	3	393	27	14.555555555555555	7.8
4567	5	4	501	26	19.26923076923077	6.18
4568	4	4	399	19	21.0	5.07
4569	3	4	380	25	15.2	7.51
4570	2	2	395	19	20.789473684210527	5.31
4571	3	3	484	18	26.88888888888889	4.12
4572	1	2	68	6	11.333333333333334	9.52
4573	3	3	319	17	18.764705882352942	5.72
4574	4	4	573	29	19.75862068965517	5.79
4575	4	3	431	27	15.962962962962964	6.75
4576	4	4	799	28	28.535714285714285	3.94
4577	5	4	1030	40	25.75	4.37
4578	4	3	361	21	17.19047619047619	6.6
4579	4	4	597	29	20.586206896551722	5.43
4580	2	2	140	6	23.333333333333332	4.44
4581	4	3	506	23	22.0	5.12
4582	3	3	218	10	21.8	5.0
4583	3	3	381	19	20.05263157894737	5.54
4584	4	4	697	31	22.483870967741936	4.84
4585	3	3	439	25	17.56	6.87
4586	4	4	537	30	17.9	6.41
4587	2	3	263	11	23.90909090909091	4.64
4588	4	4	774	35	22.114285714285714	5.1
4589	4	4	335	16	20.9375	5.18
4590	2	3	136	1	136.0	0.72
4591	3	3	683	21	32.523809523809526	3.27
4592	4	4	351	18	19.5	5.73
4593	3	3	328	11	29.818181818181817	3.59
4594	3	2	672	18	37.333333333333336	2.91
4595	3	3	250	7	35.714285714285715	2.89
4596	3	3	234	14	16.714285714285715	6.73
4597	3	3	312	14	22.285714285714285	4.83
4598	4	4	251	13	19.307692307692307	5.8
4599	3	3	217	11	19.727272727272727	5.82
4600	4	3	433	22	19.681818181818183	5.45
4601	3	3	919	37	24.83783783783784	4.51
4602	4	4	654	37	17.675675675675677	6.36
4603	3	2	238	5	47.6	2.2
4604	4	4	451	24	18.791666666666668	5.93
4605	3	3	381	23	16.565217391304348	6.55
4606	3	3	413	13	31.76923076923077	3.23
4607	3	3	192	14	13.714285714285714	8.05
4608	3	3	221	10	22.1	5.56
4609	4	4	445	23	19.347826086956523	5.88
4610	2	3	154	6	25.666666666666668	4.23
4611	3	3	549	24	22.875	4.71
4612	5	4	590	34	17.352941176470587	7.01
4613	3	3	935	33	28.333333333333332	3.91
4614	3	4	336	17	19.764705882352942	5.35
4615	3	4	339	22	15.409090909090908	7.36
4616	4	4	529	24	22.041666666666668	5.32
4617	4	4	502	25	20.08	5.48
4618	3	3	302	14	21.571428571428573	5.09
4619	3	4	291	18	16.166666666666668	7.23
4620	4	4	487	21	23.19047619047619	4.92
4621	4	3	373	19	19.63157894736842	5.76
4622	2	2	91	4	22.75	4.71
4623	4	3	413	22	18.772727272727273	5.88
4624	4	4	649	23	28.217391304347824	3.85
4625	3	3	302	13	23.23076923076923	4.68
4626	4	4	390	20	19.5	5.54
4627	3	4	371	22	16.863636363636363	6.61
4628	3	3	139	12	11.583333333333334	9.92
4629	4	4	727	36	20.194444444444443	5.44
4630	3	3	376	13	28.923076923076923	3.69
4631	3	4	368	13	28.307692307692307	3.94
4632	6	4	772	48	16.083333333333332	7.01
4633	3	2	445	13	34.23076923076923	3.02
4634	4	4	836	32	26.125	4.16
4635	3	3	242	14	17.285714285714285	6.48
4636	3	4	298	15	19.866666666666667	5.54
4637	3	3	302	12	25.166666666666668	4.41
4638	2	3	265	15	17.666666666666668	6.07
4639	4	3	427	21	20.333333333333332	5.26
4640	4	3	380	15	25.333333333333332	4.21
4641	3	3	171	10	17.1	6.29
4642	3	4	370	20	18.5	6.02
4643	3	3	265	15	17.666666666666668	6.85
4644	2	3	503	19	26.473684210526315	4.04
4645	4	4	343	18	19.055555555555557	5.86
4646	2	2	165	9	18.333333333333332	5.96
4647	4	4	510	26	19.615384615384617	5.53
4648	4	4	499	25	19.96	5.59
4649	4	4	611	30	20.366666666666667	5.49
4650	3	3	366	28	13.071428571428571	8.28
4651	3	3	281	15	18.733333333333334	5.98
4652	4	4	589	30	19.633333333333333	5.78
4653	3	4	262	12	21.833333333333332	4.82
4654	3	3	366	22	16.636363636363637	6.4
4655	4	3	357	27	13.222222222222221	8.79
4656	4	3	463	24	19.291666666666668	5.62
4657	1	1	34	2	17.0	6.25
4658	3	3	187	14	13.357142857142858	8.33
4659	3	4	382	20	19.1	5.7
4660	3	4	314	18	17.444444444444443	6.64
4661	4	4	509	25	20.36	5.43
4662	3	3	415	25	16.6	6.49
4663	4	4	740	19	38.94736842105263	2.84
4664	3	4	238	13	18.307692307692307	5.8
4665	2	3	157	9	17.444444444444443	6.16
4666	3	4	491	19	25.842105263157894	4.37
4667	4	4	831	38	21.86842105263158	5.0
4668	3	3	290	13	22.307692307692307	4.85
4669	4	4	675	31	21.774193548387096	5.02
4670	3	3	357	19	18.789473684210527	5.83
4671	4	4	465	23	20.217391304347824	5.35
4672	3	2	137	5	27.4	3.79
4673	2	2	184	11	16.727272727272727	6.75
4674	4	4	468	23	20.347826086956523	5.44
4675	2	2	200	7	28.571428571428573	3.74
4676	3	3	260	12	21.666666666666668	4.98
4677	4	3	613	24	25.541666666666668	4.32
4678	3	3	242	7	34.57142857142857	3.33
4679	4	4	487	23	21.17391304347826	5.17
4680	4	4	353	24	14.708333333333334	7.62
4681	3	3	251	14	17.928571428571427	6.11
4682	3	4	329	16	20.5625	5.46
4683	2	4	130	6	21.666666666666668	5.17
4684	4	4	403	20	20.15	5.39
4685	4	4	955	40	23.875	4.98
4686	4	4	697	34	20.5	5.47
4687	4	4	439	13	33.76923076923077	3.22
4688	4	3	448	16	28.0	3.79
4689	4	4	431	15	28.733333333333334	3.77
4690	3	3	380	22	17.272727272727273	6.45
4691	3	3	372	25	14.88	7.84
4692	4	4	534	25	21.36	5.02
4693	3	4	257	7	36.714285714285715	2.97
4694	4	3	341	15	22.733333333333334	4.72
4695	4	4	760	35	21.714285714285715	5.18
4696	3	3	344	13	26.46153846153846	4.02
4697	4	3	601	27	22.25925925925926	4.76
4698	5	4	748	46	16.26086956521739	7.08
4699	3	3	371	14	26.5	4.03
4700	4	4	643	31	20.741935483870968	5.4
4701	3	3	257	13	19.76923076923077	5.6
4702	3	4	378	15	25.2	4.35
4703	4	4	350	16	21.875	4.92
4704	4	3	563	26	21.653846153846153	5.03
4705	4	3	487	32	15.21875	7.36
4706	3	3	335	16	20.9375	5.14
4707	3	3	401	22	18.227272727272727	6.32
4708	5	4	660	33	20.0	5.55
4709	3	3	440	21	20.952380952380953	5.22
4710	3	3	250	9	27.77777777777778	4.19
4711	4	4	508	20	25.4	4.28
4712	3	3	255	14	18.214285714285715	6.01
4713	3	3	320	12	26.666666666666668	4.04
4714	3	4	207	12	17.25	6.56
4715	4	4	567	26	21.807692307692307	5.08
4716	2	3	164	5	32.8	3.16
4717	2	2	163	8	20.375	5.16
4718	4	4	553	21	26.333333333333332	4.09
4719	5	4	1071	46	23.282608695652176	4.91
4720	4	4	681	33	20.636363636363637	5.18
4721	4	4	526	25	21.04	5.06
4722	2	3	207	9	23.0	4.84
4723	4	4	672	21	32.0	3.39
4724	3	3	339	15	22.6	4.79
4725	4	4	460	23	20.0	5.61
4726	4	3	668	29	23.03448275862069	4.74
4727	3	3	397	19	20.894736842105264	5.25
4728	4	4	418	21	19.904761904761905	5.53
4729	4	4	482	23	20.956521739130434	5.12
4730	3	3	511	23	22.217391304347824	4.97
4731	2	2	83	2	41.5	2.6
4732	4	4	467	21	22.238095238095237	4.77
4733	4	4	500	16	31.25	3.58
4734	3	3	408	22	18.545454545454547	6.2
4735	2	2	144	1	144.0	0.71
4736	3	2	228	7	32.57142857142857	3.27
4737	3	3	183	5	36.6	2.86
4738	3	3	449	17	26.41176470588235	4.09
4739	3	3	349	18	19.38888888888889	5.54
4740	4	4	538	28	19.214285714285715	5.92
4741	3	3	219	11	19.90909090909091	5.98
4742	4	3	531	33	16.09090909090909	6.85
4743	4	4	566	31	18.258064516129032	6.08
4744	2	2	195	9	21.666666666666668	4.92
4745	3	4	417	23	18.130434782608695	6.34
4746	4	4	456	15	30.4	3.45
4747	5	4	506	28	18.071428571428573	6.21
4748	2	2	307	5	61.4	1.58
4749	3	3	286	14	20.428571428571427	5.43
4750	2	2	84	4	21.0	5.06
4751	4	4	733	25	29.32	4.04
4752	4	3	377	14	26.928571428571427	4.11
4753	4	3	839	42	19.976190476190474	5.49
4754	5	4	781	35	22.314285714285713	5.0
4755	4	4	637	27	23.59259259259259	5.25
4756	4	3	605	31	19.516129032258064	5.6
4757	4	4	544	32	17.0	6.46
4758	4	3	422	22	19.181818181818183	5.93
4759	3	3	313	16	19.5625	5.48
4760	3	3	441	24	18.375	5.9
4761	3	3	295	17	17.352941176470587	6.16
4762	4	3	422	17	24.823529411764707	4.35
4763	3	3	286	11	26.0	4.37
4764	4	4	469	25	18.76	6.07
4765	4	4	612	33	18.545454545454547	6.18
4766	5	4	743	40	18.575	6.11
4767	3	3	340	14	24.285714285714285	4.31
4768	3	4	635	22	28.863636363636363	3.97
4769	3	3	639	26	24.576923076923077	4.26
4770	5	4	452	20	22.6	4.81
4771	4	4	384	23	16.695652173913043	6.52
4772	3	3	263	16	16.4375	6.64
4773	3	3	283	12	23.583333333333332	4.43
4774	3	3	279	16	17.4375	6.45
4775	2	2	130	5	26.0	4.24
4776	3	4	560	23	24.347826086956523	4.51
4777	3	2	515	15	34.333333333333336	3.06
