id	overall_score	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
21155	36	960	35	27.428571428571427	4.08	37.65	0.0748	35.29	0.026041666666666668	53	0.26458333333333334	0.019791666666666666	0.003125	0.009375	0.003125	0.005208333333333333	0.003125	0.0010416666666666667	0.0010416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003125	0.0	27.3	1062	0.04	30	3537	1.3	69.15	10.4	6.45	6.97	10.6	11.53	11.9	323	322	321	858	857	856	246	452	0.5442	406	77	0.1897	0.4884	0.08159	0.04662	0.36
21156	40	883	48	18.395833333333332	6.58	37.45	0.0561	42.02	0.0056625141562853904	59	0.23669309173272934	0.020385050962627407	0.006795016987542469	0.0022650056625141564	0.0033975084937712344	0.0011325028312570782	0.0	0.0011325028312570782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011325028312570782	0.0	15.7	916	0.06	26	3180	1.3	80.92	5.9	6.67	6.27	5.875	7.22	7.1	273	272	271	729	728	727	197	391	0.5038	338	76	0.2249	0.4375	0.10425	0.03018	0.3
21157	40	1020	65	15.692307692307692	8.0	39.78	0.1121	38.66	0.006862745098039216	88	0.22254901960784312	0.025490196078431372	0.00196078431372549	0.0058823529411764705	0.00392156862745098	0.004901960784313725	0.0029411764705882353	0.00196078431372549	0.0029411764705882353	0.000980392156862745	0.0	0.000980392156862745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000980392156862745	0.00196078431372549	0.0	15.6	1059	0.06	37	3598	1.3	81.02	5.8	6.9	6.93	10.8	7.44	7.6	323	322	321	812	811	810	251	466	0.5386	346	72	0.2081	0.3271	0.08251	0.03941	0.25
21158	35	939	84	11.178571428571429	10.8	39.07	0.0654	36.97	0.029818956336528223	57	0.2566560170394036	0.01597444089456869	0.004259850905218318	0.003194888178913738	0.0	0.0010649627263045794	0.0010649627263045794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010649627263045794	0.0010649627263045794	10.6	956	0.09	24	3186	1.2	94.56	2.7	4.39	5.94	6.285714285714286	4.82	3.5	304	303	302	778	777	776	229	449	0.51	329	75	0.228	0.3571	0.06041	0.02185	0.32
21159	46	758	41	18.48780487804878	6.31	46.77	0.0748	37.82	0.021108179419525065	68	0.287598944591029	0.04221635883905013	0.005277044854881266	0.010554089709762533	0.0079155672823219	0.0	0.002638522427440633	0.0013192612137203166	0.0	0.0	0.0	0.0	0.0	0.0	0.0013192612137203166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005277044854881266	0.0013192612137203166	23.6	840	0.04	34	2879	1.3	72.9	9.0	8.13	7.34	11.6	10.82	11.7	304	303	302	650	649	648	235	340	0.6912	310	69	0.2226	0.3095	0.08	0.03846	0.87
21160	34	762	25	30.48	3.67	37.39	0.0561	31.09	0.05774278215223097	31	0.2559055118110236	0.03674540682414698	0.0013123359580052493	0.0026246719160104987	0.0026246719160104987	0.0026246719160104987	0.0	0.0026246719160104987	0.0	0.0013123359580052493	0.0	0.0	0.0	0.0013123359580052493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013123359580052493	0.0026246719160104987	0.0026246719160104987	73.8	801	0.01	30	2680	1.2	30.41	27.4	6.35	8.89	14.75	30.06	34.5	255	254	253	682	681	680	184	349	0.5272	333	71	0.2132	0.3143	0.08798	0.05572	0.54
21161	40	981	54	18.166666666666668	6.71	32.67	0.0748	33.61	0.01529051987767584	41	0.20795107033639143	0.0163098878695209	0.0020387359836901123	0.0030581039755351682	0.0020387359836901123	0.0020387359836901123	0.0010193679918450561	0.0020387359836901123	0.0	0.0	0.0010193679918450561	0.0010193679918450561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010193679918450561	0.0	23.8	941	0.04	10	3180	1.2	81.16	7.9	5.06	6.35	10.2	9.72	9.5	263	262	261	805	804	803	192	454	0.4229	351	71	0.2023	0.2596	0.08447	0.02981	0.28
21163	40	574	40	14.35	7.91	43.28	0.0467	33.61	0.017421602787456445	38	0.30662020905923343	0.02613240418118467	0.006968641114982578	0.005226480836236934	0.0	0.0	0.0017421602787456446	0.0017421602787456446	0.0017421602787456446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017421602787456446	12.6	648	0.08	25	2100	1.3	84.07	4.7	5.21	6.02	5.875	6.15	4.5	219	218	217	506	505	504	155	280	0.5536	226	64	0.2832	0.5625	0.08696	0.0415	0.31
21164	45	725	26	27.884615384615383	4.05	43.46	0.0748	44.54	0.008275862068965517	84	0.28	0.05379310344827586	0.013793103448275862	0.001379310344827586	0.001379310344827586	0.0	0.0	0.002758620689655172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3	907	0.04	56	2864	1.4	63.73	10.4	8.48	7.52	13.75	11.88	12.1	279	278	277	642	641	640	201	340	0.5912	302	78	0.2583	0.549	0.07944	0.03271	0.67
21166	31	367	36	10.194444444444445	11.32	45.91	0.0561	18.49	0.04904632152588556	19	0.33787465940054495	0.005449591280653951	0.005449591280653951	0.0	0.0027247956403269754	0.0	0.0	0.0027247956403269754	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027247956403269754	0.0	14.3	379	0.07	9	1251	1.2	90.8	4.1	4.23	5.95	4.888888888888889	6.36	4.5	146	145	144	318	317	316	93	158	0.5886	160	53	0.3312	0.6	0.10377	0.02201	0.8
21167	40	938	41	22.878048780487806	4.78	42.42	0.1028	39.5	0.021321961620469083	111	0.26865671641791045	0.026652452025586353	0.024520255863539446	0.010660980810234541	0.005330490405117271	0.0042643923240938165	0.0031982942430703624	0.0010660980810234541	0.0021321961620469083	0.0	0.0010660980810234541	0.0	0.0010660980810234541	0.0	0.0010660980810234541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031982942430703624	0.0	21.1	1172	0.05	66	3770	1.4	66.98	9.2	7.95	7.44	14.75	10.39	10.2	364	363	362	858	857	856	286	452	0.6327	406	78	0.1921	0.494	0.08974	0.04079	0.25
21168	40	1044	66	15.818181818181818	7.65	36.04	0.0748	34.45	0.013409961685823755	74	0.21743295019157088	0.023946360153256706	0.007662835249042145	0.005747126436781609	0.0019157088122605363	0.0028735632183908046	0.0038314176245210726	0.0028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0009578544061302681	0.0009578544061302681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009578544061302681	17.3	1105	0.06	32	3667	1.3	79.3	6.5	6.15	6.54	13.0	7.67	7.6	311	310	309	863	862	861	238	502	0.4741	361	73	0.2022	0.3033	0.06952	0.0336	0.33
21170	39	966	40	24.15	4.68	39.34	0.1028	44.54	0.012422360248447204	70	0.2701863354037267	0.025879917184265012	0.007246376811594203	0.005175983436853002	0.004140786749482402	0.0010351966873706005	0.0	0.002070393374741201	0.0	0.0010351966873706005	0.0	0.0	0.0	0.0	0.0010351966873706005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005175983436853002	0.0	24.1	1082	0.04	45	3594	1.3	72.39	9.1	6.85	6.76	10.5	10.73	10.7	336	335	334	854	853	852	250	424	0.5896	430	86	0.2	0.4494	0.07494	0.05152	0.44
21171	35	477	21	22.714285714285715	4.95	50.0	0.0748	33.61	0.006289308176100629	63	0.2976939203354298	0.0649895178197065	0.023060796645702306	0.010482180293501049	0.008385744234800839	0.006289308176100629	0.0041928721174004195	0.0020964360587002098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	590	0.05	41	1856	1.4	68.1	8.7	7.49	7.63	10.166666666666666	10.85	9.4	212	211	210	424	423	422	158	234	0.6752	190	54	0.2842	0.7333	0.10377	0.03538	0.23
21174	42	801	44	18.204545454545453	5.99	37.14	0.0841	38.66	0.02247191011235955	46	0.2833957553058677	0.0299625468164794	0.006242197253433208	0.0	0.0	0.0	0.0	0.0	0.0012484394506866417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012484394506866417	0.0	16.5	945	0.06	42	3051	1.3	80.11	6.2	6.2	6.09	10.166666666666666	7.43	6.6	273	272	271	735	734	733	190	405	0.4691	330	83	0.2515	0.7222	0.08163	0.05034	0.81
21175	38	1065	69	15.434782608695652	8.08	37.47	0.0654	40.34	0.044131455399061034	66	0.22065727699530516	0.022535211267605635	0.004694835680751174	0.0028169014084507044	0.005633802816901409	0.0	0.0	0.0018779342723004694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009389671361502347	0.0009389671361502347	0.0009389671361502347	18.0	1067	0.06	24	3520	1.3	78.59	6.8	5.39	6.55	6.375	7.83	7.6	320	319	318	854	853	852	232	478	0.4854	376	88	0.234	0.3478	0.08899	0.04215	0.17
21176	34	565	22	25.681818181818183	4.07	34.26	0.0935	36.13	0.05486725663716814	24	0.2920353982300885	0.017699115044247787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017699115044247787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	652	0.04	23	2062	1.2	80.85	8.0	5.17	5.87	13.0	10.09	8.9	185	184	183	540	539	538	116	234	0.4957	306	69	0.2255	0.5	0.0963	0.0537	1.1
21177	26	294	12	24.5	4.46	52.79	0.0187	19.33	0.04081632653061224	19	0.40816326530612246	0.017006802721088437	0.003401360544217687	0.003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006802721088435374	0.006802721088435374	23.8	321	0.04	7	1030	1.2	81.16	7.9	5.11	6.93	14.0	9.67	9.0	142	141	140	269	268	267	89	123	0.7236	146	53	0.363	0.7778	0.10037	0.05204	0.33
21178	31	597	39	15.307692307692308	7.51	34.87	0.0187	32.77	0.01507537688442211	31	0.23785594639865998	0.021775544388609715	0.010050251256281407	0.0033500837520938024	0.0033500837520938024	0.0	0.0016750418760469012	0.0016750418760469012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9	674	0.07	30	2216	1.3	82.75	5.2	6.6	5.68	3.75	6.36	6.3	181	180	179	519	518	517	111	252	0.4405	267	70	0.2622	0.4412	0.08671	0.02119	0.44
21179	31	257	22	11.681818181818182	10.09	52.75	0.0187	20.17	0.054474708171206226	16	0.377431906614786	0.007782101167315175	0.007782101167315175	0.0	0.0	0.0	0.0	0.0038910505836575876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007782101167315175	0.0	9.8	259	0.1	9	882	1.2	95.37	2.4	3.92	6.18	4.888888888888889	4.66	2.8	115	114	113	218	217	216	75	118	0.6356	100	40	0.4	0.7778	0.08716	0.04128	0.28
21180	40	804	43	18.697674418604652	6.22	37.63	0.0748	36.13	0.01616915422885572	56	0.2537313432835821	0.0236318407960199	0.008706467661691543	0.0012437810945273632	0.0024875621890547263	0.0012437810945273632	0.0012437810945273632	0.0012437810945273632	0.0012437810945273632	0.0	0.0012437810945273632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012437810945273632	0.0	22.9	900	0.04	43	3082	1.3	73.61	8.7	8.07	6.77	11.2	9.98	11.2	260	259	258	691	690	689	192	349	0.5501	342	68	0.1988	0.3495	0.11577	0.04052	0.23
21181	40	785	44	17.84090909090909	6.92	37.11	0.0561	36.13	0.01019108280254777	54	0.23439490445859873	0.02038216560509554	0.0025477707006369425	0.0025477707006369425	0.0	0.0	0.0012738853503184713	0.0	0.0012738853503184713	0.0	0.0012738853503184713	0.0025477707006369425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	847	0.04	37	2747	1.4	63.93	10.3	6.91	6.8	8.833333333333334	10.34	11.3	236	235	234	636	635	634	175	348	0.5029	288	61	0.2118	0.2523	0.0739	0.04717	0.32
21182	31	515	32	16.09375	7.27	40.45	0.0561	32.77	0.013592233009708738	30	0.283495145631068	0.011650485436893204	0.001941747572815534	0.001941747572815534	0.0	0.0	0.003883495145631068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001941747572815534	15.2	541	0.07	16	1814	1.3	81.43	5.7	5.56	6.06	6.714285714285714	6.83	6.2	178	177	176	440	439	438	109	222	0.491	218	69	0.3165	0.3585	0.07955	0.05455	0.36
21183	36	806	49	16.448979591836736	6.82	37.97	0.0561	47.06	0.062034739454094295	34	0.27791563275434245	0.02109181141439206	0.004962779156327543	0.0037220843672456576	0.0012406947890818859	0.0	0.0	0.0012406947890818859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012406947890818859	0.0	15.7	856	0.06	21	2807	1.2	89.38	4.7	4.64	5.84	5.625	6.9	5.1	273	272	271	719	718	717	191	364	0.5247	355	82	0.231	0.377	0.07232	0.0459	0.36
21185	42	886	46	19.26086956521739	6.24	42.2	0.0748	35.29	0.016930022573363433	84	0.2708803611738149	0.02144469525959368	0.012415349887133182	0.004514672686230248	0.001128668171557562	0.002257336343115124	0.001128668171557562	0.0	0.001128668171557562	0.001128668171557562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001128668171557562	0.0	31.1	979	0.03	49	3186	1.4	56.83	13.1	7.79	7.72	18.666666666666668	14.17	15.1	311	310	309	737	736	735	236	405	0.5827	332	75	0.2259	0.4118	0.10448	0.04071	0.14
21186	39	974	52	18.73076923076923	6.05	33.29	0.0841	39.5	0.012320328542094456	52	0.24537987679671458	0.01026694045174538	0.00513347022587269	0.003080082135523614	0.002053388090349076	0.001026694045174538	0.001026694045174538	0.001026694045174538	0.0	0.0	0.0	0.001026694045174538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.3	1095	0.06	35	3609	1.3	79.3	6.5	6.26	6.04	6.857142857142857	7.53	7.3	286	285	284	859	858	857	210	453	0.4636	406	76	0.1872	0.4839	0.09779	0.04657	0.65
21188	37	671	9	74.55555555555556	1.38	32.62	0.0654	28.57	0.05216095380029806	30	0.2816691505216095	0.00894187779433681	0.004470938897168405	0.0029806259314456036	0.0	0.0014903129657228018	0.0	0.0014903129657228018	0.0	0.0	0.0014903129657228018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014903129657228018	0.0	0.0	80.1	791	0.01	19	2591	1.2	24.01	29.8	7.1	8.77	26.5	32.35	37.7	212	211	210	650	649	648	139	263	0.5285	387	73	0.1886	0.6111	0.06923	0.04615	3.44
21189	37	696	34	20.470588235294116	5.38	36.71	0.0654	42.02	0.020114942528735632	38	0.27011494252873564	0.017241379310344827	0.010057471264367816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028735632183908046	0.0028735632183908046	0.0	18.4	785	0.05	22	2518	1.3	78.18	6.9	5.4	6.12	11.0	7.94	6.7	232	231	230	632	631	630	161	324	0.4969	308	71	0.2305	0.7	0.0712	0.03639	0.95
21190	36	760	44	17.272727272727273	6.64	43.44	0.0654	30.25	0.030263157894736843	60	0.3013157894736842	0.02631578947368421	0.007894736842105263	0.006578947368421052	0.003947368421052632	0.0013157894736842105	0.0013157894736842105	0.0	0.0	0.003947368421052632	0.0	0.0	0.0	0.0013157894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002631578947368421	0.0	18.8	902	0.05	42	2928	1.4	69.31	8.3	7.66	6.75	6.714285714285714	8.55	8.9	288	287	286	663	662	661	227	374	0.607	289	61	0.2111	0.4744	0.13122	0.00302	0.24
21191	34	730	7	104.28571428571429	1.0	40.6	0.0841	35.29	0.03424657534246575	52	0.3041095890410959	0.03424657534246575	0.0027397260273972603	0.00684931506849315	0.00821917808219178	0.0	0.0	0.0013698630136986301	0.0	0.0	0.0	0.0013698630136986301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027397260273972603	0.0013698630136986301	98.4	840	0.01	19	2788	1.2	5.44	36.9	7.05	10.56	18.666666666666668	39.82	46.9	283	282	281	697	696	695	212	332	0.6386	365	71	0.1945	0.5068	0.10617	0.066	0.51
21192	35	623	43	14.488372093023257	7.69	35.42	0.0467	32.77	0.02086677367576244	23	0.2680577849117175	0.012841091492776886	0.0032102728731942215	0.0016051364365971107	0.0016051364365971107	0.0	0.0016051364365971107	0.0	0.0016051364365971107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032102728731942215	0.0	14.1	649	0.07	7	2103	1.2	91.0	4.1	3.59	5.63	7.5	5.86	3.7	198	197	196	559	558	557	139	292	0.476	267	59	0.221	0.4222	0.08587	0.03578	0.91
21193	40	691	42	16.452380952380953	7.16	42.76	0.0841	29.41	0.017366136034732273	61	0.28364688856729375	0.015918958031837915	0.005788712011577424	0.00723589001447178	0.001447178002894356	0.001447178002894356	0.0	0.004341534008683068	0.001447178002894356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001447178002894356	0.001447178002894356	14.0	758	0.07	41	2408	1.3	82.65	5.2	5.27	6.72	8.0	7.62	5.4	251	250	249	587	586	585	183	333	0.5495	254	68	0.2677	0.4151	0.07496	0.046	0.45
21194	42	929	34	27.323529411764707	3.99	33.57	0.0561	43.7	0.015069967707212056	53	0.25511302475780406	0.021528525296017224	0.002152852529601722	0.004305705059203444	0.0032292787944025836	0.001076426264800861	0.0	0.001076426264800861	0.0	0.001076426264800861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032292787944025836	0.0	25.7	1067	0.04	40	3477	1.3	70.77	9.8	6.22	6.44	10.2	11.13	10.7	286	285	284	852	851	850	216	438	0.4932	414	70	0.1691	0.629	0.0939	0.04343	0.26
21195	36	652	29	22.482758620689655	5.05	47.39	0.0654	36.13	0.024539877300613498	51	0.348159509202454	0.019938650306748466	0.006134969325153374	0.003067484662576687	0.004601226993865031	0.0015337423312883436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015337423312883436	0.0	21.7	712	0.05	24	2395	1.3	74.83	8.2	6.44	6.92	7.666666666666666	9.88	9.4	272	271	270	574	573	572	200	314	0.6369	260	72	0.2769	0.5217	0.07143	0.02787	0.61
21198	34	827	52	15.903846153846153	7.1	37.02	0.0374	33.61	0.060459492140266025	41	0.2599758162031439	0.008464328899637243	0.0024183796856106408	0.0048367593712212815	0.0036275695284159614	0.0	0.0	0.0	0.0	0.0012091898428053204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012091898428053204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012091898428053204	0.0036275695284159614	0.0	18.2	887	0.06	16	2907	1.2	86.84	5.7	4.81	6.19	12.5	7.83	6.5	271	270	269	732	731	730	196	387	0.5065	345	75	0.2174	0.5556	0.08607	0.04235	0.84
21199	35	805	32	25.15625	4.4	39.42	0.0467	39.5	0.008695652173913044	49	0.2857142857142857	0.02236024844720497	0.006211180124223602	0.006211180124223602	0.006211180124223602	0.0037267080745341614	0.002484472049689441	0.0	0.0012422360248447205	0.0037267080745341614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002484472049689441	0.0	22.6	884	0.04	35	2959	1.2	82.38	7.4	6.04	6.61	13.75	10.04	9.1	287	286	285	728	727	726	215	358	0.6006	370	72	0.1946	0.8108	0.08929	0.01923	1.05
21200	40	1082	56	19.321428571428573	6.39	43.95	0.0654	48.74	0.0036968576709796672	79	0.2587800369685767	0.03234750462107209	0.014787430683918669	0.0046210720887245845	0.009242144177449169	0.0027726432532347504	0.0009242144177449168	0.0009242144177449168	0.0	0.0009242144177449168	0.0009242144177449168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009242144177449168	22.9	1124	0.04	35	3839	1.3	73.61	8.7	7.61	7.14	8.5	10.24	11.4	385	384	383	876	875	874	293	503	0.5825	373	92	0.2466	0.2927	0.08105	0.04338	0.22
21202	45	662	31	21.35483870967742	5.37	45.23	0.0374	36.97	0.004531722054380665	74	0.2824773413897281	0.0513595166163142	0.019637462235649546	0.0030211480362537764	0.0075528700906344415	0.0015105740181268882	0.006042296072507553	0.0	0.0030211480362537764	0.0	0.0	0.0	0.0	0.0	0.0015105740181268882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015105740181268882	0.0015105740181268882	19.0	788	0.05	42	2580	1.4	69.11	8.3	8.07	7.1	9.0	9.64	9.4	261	260	259	577	576	575	193	289	0.6678	288	68	0.2361	0.4324	0.09012	0.03813	0.65
21203	40	810	52	15.576923076923077	7.3	38.9	0.0374	49.58	0.011111111111111112	52	0.2716049382716049	0.025925925925925925	0.011111111111111112	0.0024691358024691358	0.003703703703703704	0.0024691358024691358	0.0	0.0012345679012345679	0.0	0.0012345679012345679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7	940	0.07	46	3141	1.3	82.95	5.1	7.24	6.05	6.25	6.62	6.6	277	276	275	712	711	710	194	371	0.5229	341	83	0.2434	0.5745	0.07865	0.03933	1.02
21204	31	436	20	21.8	5.33	51.47	0.0467	26.05	0.03211009174311927	37	0.3348623853211009	0.020642201834862386	0.011467889908256881	0.0022935779816513763	0.0022935779816513763	0.0045871559633027525	0.0	0.011467889908256881	0.0	0.0	0.0	0.0	0.0	0.0022935779816513763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022935779816513763	20.4	483	0.05	26	1619	1.3	76.15	7.7	7.2	7.09	8.666666666666666	9.46	9.5	193	192	191	375	374	373	133	213	0.6244	162	60	0.3704	0.44	0.08533	0.02933	0.34
21205	31	239	13	18.384615384615383	6.22	58.85	0.028	15.13	0.02092050209205021	16	0.41841004184100417	0.02510460251046025	0.0041841004184100415	0.0	0.0041841004184100415	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841004184100415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	269	0.06	6	878	1.3	79.6	6.4	6.38	6.18	8.0	7.19	7.3	123	122	121	209	208	207	73	108	0.6759	101	50	0.495	0.625	0.07656	0.04785	0.38
21206	34	920	19	48.421052631578945	2.21	34.58	0.0654	31.93	0.04456521739130435	58	0.2467391304347826	0.02826086956521739	0.003260869565217391	0.008695652173913044	0.003260869565217391	0.0010869565217391304	0.0	0.0	0.0010869565217391304	0.0	0.0010869565217391304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003260869565217391	0.0010869565217391304	49.6	1029	0.02	25	3228	1.2	54.97	17.9	5.3	7.93	26.5	20.41	21.4	297	296	295	859	858	857	222	423	0.5248	436	75	0.172	0.5	0.078	0.05471	0.5
